,locusId,type,scaffoldId,begin,end,length,strand,desc,GC,nTA,pval_raw_rep1,pval_corrected_rep1,n_inserts_rep1,pval_raw_rep2,pval_corrected_rep2,n_inserts_rep2,essentiality
1199,HNEAP_RS06035,1,NC_013422.1,1305567,1306004,437,+,Fe-S metabolism associated SufE,0.5,11,3.93E-07,0.000945989,1,3.55E-08,8.54E-05,0,essential
1200,HNEAP_RS06040,1,NC_013422.1,1306051,1306272,221,-,hypothetical protein,0.4685,4,0.828812597,1995.780733,11,0.85223584,2052.183903,11,nonessential
1201,HNEAP_RS06045,1,NC_013422.1,1306348,1307127,779,-,oxidoreductase molybdopterin-binding protein,0.4962,23,0.02261648,54.46048404,20,0.020105582,48.41424068,19,nonessential
1202,HNEAP_RS06050,1,NC_013422.1,1307181,1307825,644,-,cytochrome b561,0.5209,15,0.15287856,368.1315731,20,0.038292847,92.20917675,16,nonessential
1203,HNEAP_RS06055,1,NC_013422.1,1308088,1308492,404,+,ECF subfamily RNA polymerase sigma-24 subunit,0.5235,10,0.01972611,47.50047217,8,0.011807928,28.43349175,7,nonessential
1204,HNEAP_RS06060,1,NC_013422.1,1308489,1311455,2966,-,Tn3 family transposase,0.6471,27,1,2408,218,1,2408,213,nonessential
1205,HNEAP_RS06065,1,NC_013422.1,1311463,1312023,560,-,transposase,0.6132,4,0.99370407,2392.839401,34,0.981206458,2362.745152,31,nonessential
1206,HNEAP_RS06070,1,NC_013422.1,1312142,1313143,1001,-,DUF3330 domain-containing protein,0.6347,8,0.967772062,2330.395124,51,0.945233489,2276.122242,48,nonessential
1207,HNEAP_RS06075,1,NC_013422.1,1313140,1313376,236,-,hypothetical protein,0.6624,3,0.769569346,1853.122985,11,0.798449347,1922.666027,11,nonessential
1208,GFF1209,7,NC_013422.1,1313373,1313610,237,-,hypothetical protein,0.6975,0,0.985608583,2373.345468,16,0.989040851,2381.61037,16,nonessential
1209,HNEAP_RS06085,1,NC_013422.1,1313628,1315325,1697,-,mercury(II) reductase,0.6643,17,0.931701344,2243.536838,79,0.934771851,2250.930617,77,nonessential
1210,HNEAP_RS06090,1,NC_013422.1,1315366,1315788,422,-,mercury transporter MerC,0.6619,2,0.999956691,2407.895711,34,0.999976488,2407.943383,34,nonessential
1211,HNEAP_RS06095,1,NC_013422.1,1315824,1316099,275,-,mercuric transport protein periplasmic component,0.6232,3,0.99645407,2399.461401,20,0.99750251,2401.986043,20,nonessential
1212,HNEAP_RS06100,1,NC_013422.1,1316113,1316463,350,-,mercuric ion transporter MerT,0.6268,7,0.958462047,2307.976609,20,0.913811155,2200.457262,18,nonessential
1213,HNEAP_RS06105,1,NC_013422.1,1316534,1316968,434,+,Hg(II)-responsive transcriptional regulator,0.6161,4,0.933238372,2247.237999,23,0.949105818,2285.44681,23,nonessential
1214,HNEAP_RS12525,1,NC_013422.1,1317014,1317184,170,+,ECF subfamily RNA polymerase sigma-24 subunit,0.5146,9,0.981341214,2363.069643,12,0.985093613,2372.10542,12,nonessential
1215,HNEAP_RS06110,1,NC_013422.1,1317181,1317822,641,+,DUF1109 domain-containing protein,0.5405,17,0.999999999,2407.999999,60,1,2407.999999,59,nonessential
1216,HNEAP_RS06115,1,NC_013422.1,1317871,1318197,326,-,DUF4282 domain-containing protein,0.5107,9,0.46778116,1126.417033,12,0.623433186,1501.227113,13,nonessential
1217,HNEAP_RS06120,1,NC_013422.1,1318259,1319029,770,-,inositol-phosphate phosphatase,0.559,21,2.87E-14,6.90E-11,0,7.46E-14,1.80E-10,0,essential
1218,HNEAP_RS06125,5,NC_013422.1,1319195,1319279,84,+,tRNA-Leu,0.5176,5,0.033313249,80.21830473,0,0.036975848,89.03784247,0,ambiguous
1219,HNEAP_RS06130,1,NC_013422.1,1319591,1320097,506,-,DNA starvation/stationary phase protection protein,0.5286,8,0.923441073,2223.646104,26,0.942305395,2269.07139,26,nonessential
1220,HNEAP_RS06135,1,NC_013422.1,1320349,1322070,1721,+,glutamine--tRNA ligase/YqeY domain fusion protein,0.5482,46,3.88E-29,9.35E-26,1,3.19E-28,7.68E-25,1,essential
1221,HNEAP_RS06140,1,NC_013422.1,1322128,1323432,1304,-,pyridine nucleotide-disulfide oxidoreductase,0.5241,29,0.277777972,668.889356,47,0.355940984,857.1058887,47,nonessential
1222,HNEAP_RS06145,1,NC_013422.1,1323758,1324702,944,-,sulfur oxidation protein,0.473,30,0.753842606,1815.252994,41,0.851089136,2049.422639,42,nonessential
1223,HNEAP_RS06150,1,NC_013422.1,1324918,1325568,650,-,ribonuclease HII,0.51,18,0.775760781,1868.031961,29,0.765749948,1843.925875,28,nonessential
1224,HNEAP_RS06155,1,NC_013422.1,1325613,1326848,1235,+,lipid-A-disaccharide synthase,0.5704,19,2.57E-19,6.20E-16,2,1.88E-17,4.53E-14,3,essential
1225,HNEAP_RS06160,1,NC_013422.1,1326853,1327638,785,-,acetylornithine deacetylase,0.57,14,0.199378681,480.1038631,26,0.192334803,463.1422055,25,nonessential
1226,HNEAP_RS06165,1,NC_013422.1,1327667,1328404,737,-,ATPase AAA,0.5921,11,0.979170907,2357.843545,40,0.986594127,2375.718658,40,nonessential
1227,HNEAP_RS06170,1,NC_013422.1,1328397,1329899,1502,-,integrase,0.6094,21,1,2408,120,1,2408,120,nonessential
1228,HNEAP_RS06175,1,NC_013422.1,1330002,1330379,377,-,hypothetical protein,0.5608,6,0.826445109,1990.079822,18,0.856515106,2062.488375,18,nonessential
1229,HNEAP_RS06180,1,NC_013422.1,1330410,1332635,2225,-,DNA topoisomerase IV subunit A,0.5764,36,4.24E-32,1.02E-28,5,1.05E-36,2.53E-33,1,essential
1230,HNEAP_RS06185,1,NC_013422.1,1332702,1333832,1130,-,LPS export ABC transporter permease LptG,0.5411,30,1.38E-08,3.33E-05,13,6.60E-10,1.59E-06,10,essential
1231,HNEAP_RS06190,1,NC_013422.1,1333819,1334934,1115,-,LPS export ABC transporter permease LptF,0.5403,28,4.26E-16,1.03E-12,3,1.55E-15,3.73E-12,3,essential
1232,HNEAP_RS06195,1,NC_013422.1,1334939,1336348,1409,-,U32 family peptidase,0.5596,28,2.01E-06,0.004847785,25,5.36E-06,0.012895714,25,essential
1233,HNEAP_RS06200,1,NC_013422.1,1336544,1336975,431,+,BLUF domain-containing protein,0.5255,11,0.960155242,2312.053822,24,0.925372095,2228.296004,22,nonessential
1234,HNEAP_RS12530,1,NC_013422.1,1336983,1337165,182,+,DUF2256 domain-containing protein,0.5355,3,0.999869836,2407.686566,18,0.999738724,2407.370848,17,nonessential
1235,HNEAP_RS06205,1,NC_013422.1,1337175,1338710,1535,+,cryptochrome/photolyase family protein,0.5645,36,0.999240078,2406.170109,86,0.997714334,2402.496117,81,nonessential
1236,HNEAP_RS06210,1,NC_013422.1,1338734,1340080,1346,-,UDP-glucose/GDP-mannose dehydrogenase family protein,0.5338,22,2.12E-24,5.11E-21,0,1.13E-23,2.72E-20,0,essential
1237,HNEAP_RS06215,1,NC_013422.1,1340108,1340680,572,-,DUF615 domain-containing protein,0.555,12,0.130342344,313.8643639,17,0.226278393,544.8783704,18,nonessential
1238,HNEAP_RS06220,1,NC_013422.1,1340703,1342544,1841,-,glutamine--fructose-6-phosphate transaminase (isomerizing),0.5532,37,4.18E-33,1.01E-29,0,4.11E-32,9.89E-29,0,essential
1239,HNEAP_RS06225,1,NC_013422.1,1342584,1343864,1280,-,glutamate-1-semialdehyde-2 1-aminomutase,0.5699,23,3.07E-23,7.40E-20,0,1.51E-22,3.63E-19,0,essential
1240,HNEAP_RS06230,1,NC_013422.1,1344050,1344700,650,-,thiamine phosphate synthase,0.5315,14,1.33E-08,3.21E-05,3,3.03E-09,7.29E-06,2,essential
1241,HNEAP_RS06235,1,NC_013422.1,1344700,1345716,1016,-,glucokinase,0.5497,25,0.024079182,57.98267085,28,0.036805786,88.62833196,28,nonessential
1242,HNEAP_RS06240,1,NC_013422.1,1345713,1348922,3209,-,phosphorylase kinase alphabeta,0.5523,50,0.986800237,2376.214972,152,0.970546122,2337.075061,144,nonessential
1243,HNEAP_RS06245,1,NC_013422.1,1348932,1349885,953,-,Hsp33 protein,0.5891,7,0.998906323,2405.366427,57,0.998539064,2404.482067,55,nonessential
1244,HNEAP_RS06250,1,NC_013422.1,1349882,1351360,1478,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit B,0.57,33,1.95E-23,4.69E-20,2,1.15E-22,2.76E-19,2,essential
1245,HNEAP_RS06255,1,NC_013422.1,1351357,1352829,1472,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A,0.5757,33,7.98E-25,1.92E-21,1,4.81E-24,1.16E-20,1,essential
1246,HNEAP_RS06260,1,NC_013422.1,1352955,1353242,287,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit C,0.5278,3,8.96E-06,0.021574027,0,1.28E-05,0.030811309,0,essential
1247,HNEAP_RS06265,1,NC_013422.1,1353847,1354884,1037,+,rod shape-determining protein,0.5723,19,5.77E-19,1.39E-15,0,2.09E-18,5.04E-15,0,essential
1248,HNEAP_RS06270,1,NC_013422.1,1354900,1355901,1001,+,rod shape-determining protein MreC,0.524,18,3.14E-14,7.56E-11,3,9.92E-14,2.39E-10,3,essential
1249,HNEAP_RS06275,1,NC_013422.1,1355891,1356358,467,+,rod shape-determining protein MreD,0.515,15,0.021276593,51.23403687,10,0.014140374,34.05002118,9,nonessential
1250,HNEAP_RS06280,1,NC_013422.1,1356381,1356755,374,-,diacylglycerol kinase,0.528,9,0.275850022,664.2468538,12,0.316142062,761.2700855,12,nonessential
1251,HNEAP_RS06285,1,NC_013422.1,1356765,1357136,371,-,glycine cleavage system protein H,0.5081,5,0.97508058,2347.994036,22,0.981673454,2363.869677,22,nonessential
1252,HNEAP_RS06290,1,NC_013422.1,1357377,1358339,962,-,sigma-54-dependent Fis family transcriptional regulator,0.5171,20,0.951768839,2291.859364,48,0.939741146,2262.896679,46,nonessential
1253,HNEAP_RS06295,1,NC_013422.1,1358402,1358641,239,+,alkylphosphonate utilization operon protein PhnA,0.4875,9,0.75683473,1822.45803,11,0.683913798,1646.864426,10,nonessential
1254,HNEAP_RS06300,1,NC_013422.1,1358670,1359215,545,-,peroxiredoxin,0.4762,16,0.999300784,2406.316288,37,0.998569011,2404.554179,35,nonessential
1255,HNEAP_RS06305,1,NC_013422.1,1359422,1359832,410,+,large-conductance mechanosensitive channel protein MscL,0.4915,11,0.007565536,18.21780977,7,0.004067996,9.795733614,6,nonessential
1256,HNEAP_RS06310,1,NC_013422.1,1359881,1360858,977,-,aldo/keto reductase,0.5164,28,0.001122506,2.702994446,21,0.003662203,8.818584039,22,nonessential
1257,HNEAP_RS06315,1,NC_013422.1,1361161,1361694,533,+,hypothetical protein,0.5281,10,8.80E-05,0.211964452,6,0.000142519,0.343186068,6,nonessential
1258,HNEAP_RS12250,1,NC_013422.1,1361810,1364023,2213,-,GGDEF domain-containing protein,0.5226,40,0.929204431,2237.524271,101,0.871773944,2099.231656,95,nonessential
1259,HNEAP_RS06325,1,NC_013422.1,1364203,1365474,1271,+,diguanylate cyclase,0.5102,34,0.003181634,7.661373763,32,0.003586363,8.63596141,31,nonessential
1260,HNEAP_RS06330,1,NC_013422.1,1365504,1367051,1547,-,SulP family inorganic anion transporter,0.522,31,7.63E-05,0.183728516,34,5.23E-05,0.125844488,32,nonessential
1261,HNEAP_RS06335,1,NC_013422.1,1367148,1367597,449,-,MazG nucleotide pyrophosphohydrolase,0.5289,6,0.146792212,353.4756458,13,0.177613735,427.6938737,13,nonessential
1262,HNEAP_RS06340,1,NC_013422.1,1367594,1368607,1013,-,lipoyl synthase,0.5828,15,0.000124337,0.299404417,19,2.77E-06,0.006660837,14,ambiguous
1263,HNEAP_RS06345,1,NC_013422.1,1368649,1369284,635,-,lipoyl(octanoyl) transferase LipB,0.5204,18,0.000155599,0.374683463,9,1.60E-06,0.003863237,5,ambiguous
1264,HNEAP_RS06350,1,NC_013422.1,1369331,1369669,338,-,DUF493 domain-containing protein,0.531,2,0.078053006,187.9516391,8,0.023702415,57.07541585,6,nonessential
1265,HNEAP_RS06355,1,NC_013422.1,1369669,1370526,857,-,class IV aminotransferase,0.5536,24,0.832239124,2004.03181,39,0.836557419,2014.430265,38,nonessential
1266,HNEAP_RS06360,1,NC_013422.1,1370526,1371803,1277,-,serine hydrolase,0.507,39,9.27E-12,2.23E-08,11,1.31E-12,3.15E-09,9,essential
1267,HNEAP_RS06365,1,NC_013422.1,1371800,1372654,854,-,septal ring lytic transglycosylase RlpA family lipoprotein,0.5614,19,0.552831032,1331.217126,34,0.413500109,995.7082628,31,nonessential
1268,HNEAP_RS06370,1,NC_013422.1,1372651,1373796,1145,-,lytic murein transglycosylase B,0.5489,27,0.985913687,2374.080158,60,0.9681069,2331.201416,56,nonessential
1269,GFF1270,7,NC_013422.1,1373793,1374916,1123,-,rod shape-determining protein RodA,0.5383,18,1.77E-20,4.27E-17,0,7.15E-20,1.72E-16,0,essential
1270,HNEAP_RS06380,1,NC_013422.1,1374991,1376874,1883,-,penicillin-binding protein 2,0.5409,45,1.22E-27,2.95E-24,4,1.71E-25,4.11E-22,5,essential
1271,HNEAP_RS06385,1,NC_013422.1,1376946,1377476,530,-,inorganic diphosphatase,0.548,9,1.09E-08,2.63E-05,1,2.05E-08,4.93E-05,1,essential
1272,HNEAP_RS06390,1,NC_013422.1,1377654,1378307,653,+,adenylate kinase,0.5474,13,9.16E-11,2.21E-07,1,2.00E-10,4.82E-07,1,essential
1273,HNEAP_RS06395,1,NC_013422.1,1378325,1380661,2336,+,LPS-assembly protein LptD,0.5571,58,8.22E-42,1.98E-38,0,1.49E-40,3.60E-37,0,essential
1274,HNEAP_RS06400,1,NC_013422.1,1380777,1382174,1397,+,SurA domain-containing protein,0.5429,26,1.58E-23,3.80E-20,1,1.52E-24,3.67E-21,0,essential
1275,HNEAP_RS06405,1,NC_013422.1,1382186,1383214,1028,+,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,0.6093,14,8.31E-19,2.00E-15,0,2.98E-18,7.17E-15,0,essential
1276,HNEAP_RS06410,1,NC_013422.1,1383214,1384071,857,+,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,0.5513,13,0.405360057,976.1070163,32,0.273335005,658.1906919,29,nonessential
1277,HNEAP_RS06415,1,NC_013422.1,1384076,1384867,791,+,6-phosphogluconolactonase,0.5328,22,0.974362729,2346.265451,42,0.989200194,2381.994067,43,nonessential
1278,HNEAP_RS06420,1,NC_013422.1,1384868,1385296,428,+,Co2+/Mg2+ efflux protein ApaG,0.5221,10,0.004825645,11.62015208,7,0.015402752,37.08982784,8,nonessential
1279,HNEAP_RS06425,1,NC_013422.1,1385302,1385916,614,+,class I SAM-dependent methyltransferase,0.548,13,0.948666441,2284.388789,32,0.94551799,2276.80732,31,nonessential
1280,HNEAP_RS06430,1,NC_013422.1,1385937,1386800,863,+,symmetrical bis(5'-nucleosyl)-tetraphosphatase,0.5532,14,0.99983011,2407.590905,56,0.999566382,2406.955847,53,nonessential
1281,HNEAP_RS06435,1,NC_013422.1,1386769,1387446,677,-,glutathione S-transferase,0.5147,12,0.966352946,2326.977895,36,0.977202296,2353.103128,36,nonessential
1282,HNEAP_RS06440,1,NC_013422.1,1387607,1388662,1055,+,phosphoribosylformylglycinamidine cyclo-ligase,0.5758,16,1.24E-17,2.99E-14,1,4.46E-17,1.07E-13,1,essential
1283,HNEAP_RS06445,1,NC_013422.1,1388676,1389338,662,+,phosphoribosylglycinamide formyltransferase,0.5354,15,0.230224368,554.3802774,22,0.073789664,177.68551,18,nonessential
1284,HNEAP_RS06450,1,NC_013422.1,1389354,1390256,902,-,cysteine synthase CysM,0.5415,23,5.23E-15,1.26E-11,1,1.55E-14,3.74E-11,1,essential
1285,HNEAP_RS06455,1,NC_013422.1,1390383,1392578,2195,+,response regulator receiver and Hpt phospho transfer protein,0.5128,52,0.998951368,2405.474894,116,0.999637455,2407.126992,116,nonessential
1286,HNEAP_RS12535,1,NC_013422.1,1392519,1392773,254,-,hypothetical protein,0.5098,9,0.973829841,2344.982258,16,0.884431727,2129.711598,13,nonessential
1287,HNEAP_RS06460,1,NC_013422.1,1392804,1394048,1244,+,hypothetical protein,0.5076,32,0.73029032,1758.539091,53,0.602130326,1449.929825,49,nonessential
1288,HNEAP_RS12255,1,NC_013422.1,1394073,1394483,410,+,EAL domain-containing protein,0.5036,9,0.856950766,2063.537444,20,0.88435019,2129.515258,20,nonessential
1289,HNEAP_RS06465,1,NC_013422.1,1394881,1395288,407,+,PilZ domain-containing protein,0.402,17,0.997978119,2403.131312,28,0.999366419,2406.474338,29,nonessential
1290,HNEAP_RS06470,1,NC_013422.1,1395345,1396406,1061,+,diguanylate cyclase,0.5151,19,0.998740161,2404.966307,62,0.999630778,2407.110915,63,nonessential
1291,HNEAP_RS06475,1,NC_013422.1,1396563,1397117,554,+,PAS domain S-box protein,0.5153,15,0.715712088,1723.434708,24,0.528858202,1273.490551,21,nonessential
1292,HNEAP_RS06480,1,NC_013422.1,1397635,1399407,1772,+,thiol reductant ABC exporter subunit CydD,0.5386,37,0.241989586,582.7109228,64,0.20518861,494.094173,61,nonessential
1293,HNEAP_RS06485,1,NC_013422.1,1399404,1401092,1688,+,thiol reductant ABC exporter subunit CydC,0.5465,32,0.921656766,2219.349493,78,0.940329737,2264.314006,77,nonessential
1294,HNEAP_RS06490,1,NC_013422.1,1401422,1402873,1451,+,cytochrome ubiquinol oxidase subunit I,0.5379,26,0.503524405,1212.486768,57,0.329505537,793.4493342,52,nonessential
1295,HNEAP_RS06495,1,NC_013422.1,1402895,1403941,1046,+,cytochrome d ubiquinol oxidase subunit II,0.5454,24,0.216121781,520.4212484,36,0.177790289,428.1190166,34,nonessential
1296,HNEAP_RS06500,1,NC_013422.1,1404450,1405211,761,+,DUF1461 domain-containing protein,0.5052,22,0.998642479,2404.73109,47,0.999270294,2406.242867,47,nonessential
1297,HNEAP_RS06505,1,NC_013422.1,1405305,1406948,1643,-,alpha-D-glucose phosphate-specific phosphoglucomutase,0.5426,34,0.878574864,2115.608273,74,0.880905281,2121.219917,72,nonessential
1298,HNEAP_RS06510,1,NC_013422.1,1407248,1408462,1214,+,hypothetical protein,0.4642,32,0.785474031,1891.421467,53,0.843710295,2031.654391,53,nonessential
1299,HNEAP_RS06515,1,NC_013422.1,1408547,1409131,584,-,lytic transglycosylase domain-containing protein,0.535,11,0.821829881,1978.966355,27,0.859068363,2068.636618,27,nonessential
1300,HNEAP_RS06520,1,NC_013422.1,1409286,1409723,437,+,DUF1249 domain-containing protein,0.4658,14,0.03886041,93.57586817,10,0.050112096,120.6699266,10,nonessential
1301,HNEAP_RS06525,1,NC_013422.1,1409778,1410230,452,+,Rrf2 family transcriptional regulator,0.5166,11,0.937633453,2257.821356,24,0.952924623,2294.642493,24,nonessential
1302,HNEAP_RS06530,5,NC_013422.1,1410342,1410417,75,+,tRNA-Gly,0.5921,1,0.047963187,115.4953544,0,0.052644801,126.7686803,0,ambiguous
1303,HNEAP_RS06535,5,NC_013422.1,1410422,1410495,73,+,tRNA-Cys,0.5676,2,0.052009637,125.2392048,0,0.056944617,137.1226369,0,ambiguous
1304,HNEAP_RS06540,1,NC_013422.1,1410747,1411487,740,-,DUF429 domain-containing protein,0.5412,14,0.446171165,1074.380166,28,0.436499904,1051.091768,27,nonessential
1305,HNEAP_RS06545,1,NC_013422.1,1411644,1412345,701,+,short-chain dehydrogenase,0.567,12,0.993790616,2393.047804,41,0.99012939,2384.231571,39,nonessential
1306,HNEAP_RS06550,1,NC_013422.1,1412342,1412560,218,+,TIGR03643 family protein,0.5434,5,0.500494611,1205.191023,8,0.396095525,953.7980234,7,nonessential
1307,HNEAP_RS06555,1,NC_013422.1,1412557,1414080,1523,+,deoxyribodipyrimidine photo-lyase,0.5558,26,0.85441166,2057.423277,68,0.820946069,1976.838134,65,nonessential
1308,HNEAP_RS06560,1,NC_013422.1,1414491,1416107,1616,+,MFS transporter,0.5591,32,0.952485257,2293.5845,77,0.883718097,2127.993177,71,nonessential
1309,HNEAP_RS06565,1,NC_013422.1,1416193,1417419,1226,-,hypothetical protein,0.5249,35,0.046946259,113.0465912,37,0.025448481,61.27994335,34,nonessential
1310,HNEAP_RS06570,1,NC_013422.1,1417441,1420743,3302,-,IMP dehydrogenase,0.5601,61,0.01575514,37.93837644,107,0.028582871,68.82755359,106,nonessential
1311,HNEAP_RS06575,1,NC_013422.1,1420740,1421543,803,-,peptidase,0.5025,17,0.690330356,1662.315497,34,0.749930336,1805.832248,34,nonessential
1312,HNEAP_RS06580,1,NC_013422.1,1421572,1422567,995,-,alpha-E domain-containing protein,0.5181,32,0.993400855,2392.10926,55,0.997676441,2402.404871,56,nonessential
1313,HNEAP_RS06585,1,NC_013422.1,1422579,1424012,1433,-,circularly permuted type 2 ATP-grasp protein,0.5223,42,0.985208952,2372.383157,73,0.994529555,2394.827167,74,nonessential
1314,HNEAP_RS06590,1,NC_013422.1,1424534,1425055,521,-,MerR family transcriptional regulator,0.5077,17,6.87E-10,1.65E-06,0,1.31E-09,3.16E-06,0,essential
1315,HNEAP_RS06595,1,NC_013422.1,1425033,1425335,302,-,integration host factor subunit alpha,0.5215,5,0.006848089,16.49019715,4,0.008880344,21.38386891,4,nonessential
1316,HNEAP_RS06600,1,NC_013422.1,1425349,1427748,2399,-,phenylalanine--tRNA ligase subunit beta,0.5383,37,6.41E-43,1.54E-39,0,1.26E-41,3.03E-38,0,essential
1317,HNEAP_RS06605,1,NC_013422.1,1427790,1428812,1022,-,phenylalanine--tRNA ligase subunit alpha,0.5591,19,1.06E-18,2.55E-15,0,3.77E-18,9.08E-15,0,essential
1318,HNEAP_RS06610,1,NC_013422.1,1429035,1429394,359,-,50S ribosomal protein L20,0.5194,13,6.09E-05,0.146754285,2,1.16E-05,0.028052609,1,ambiguous
1319,HNEAP_RS06615,1,NC_013422.1,1429408,1429602,194,-,50S ribosomal protein L35,0.5077,4,0.000387212,0.932406434,0,0.000492689,1.186395093,0,ambiguous
1320,HNEAP_RS06620,1,NC_013422.1,1429916,1430488,572,-,translation initiation factor IF-3,0.5166,11,2.14E-09,5.16E-06,1,4.23E-09,1.02E-05,1,essential
1321,HNEAP_RS06625,1,NC_013422.1,1430827,1432740,1913,-,threonine--tRNA ligase,0.5423,39,1.81E-32,4.36E-29,1,1.89E-31,4.54E-28,1,essential
1322,HNEAP_RS06630,1,NC_013422.1,1433091,1433813,722,+,DUF484 domain-containing protein,0.5145,17,0.999749437,2407.396644,48,0.999934081,2407.841267,49,nonessential
1323,HNEAP_RS06635,1,NC_013422.1,1433813,1434802,989,+,integrase family protein,0.5384,19,0.994128944,2393.862497,55,0.995048848,2396.077625,54,nonessential
1324,HNEAP_RS06640,1,NC_013422.1,1434885,1435424,539,+,ATP-dependent protease subunit HslV,0.5704,8,0.86873955,2091.924836,26,0.897833525,2161.983128,26,nonessential
1325,HNEAP_RS06645,1,NC_013422.1,1435421,1436761,1340,+,ATP-dependent protease ATPase subunit HslU,0.5623,20,0.84699267,2039.55835,60,0.716047164,1724.241571,55,nonessential
1326,HNEAP_RS06650,1,NC_013422.1,1436777,1437199,422,+,DUF971 domain-containing protein,0.5579,8,0.948044662,2282.891547,23,0.904209761,2177.337104,21,nonessential
1327,HNEAP_RS06655,1,NC_013422.1,1437225,1437968,743,+,bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1 4-benzoquinol methylase UbiE,0.543,16,8.55E-14,2.06E-10,0,2.15E-13,5.18E-10,0,essential
1328,HNEAP_RS06660,1,NC_013422.1,1438168,1439565,1397,+,lytic transglycosylase F,0.515,44,1.90E-13,4.56E-10,11,4.13E-15,9.95E-12,8,essential
1329,HNEAP_RS06665,1,NC_013422.1,1439613,1440329,716,-,orotidine-5'-phosphate decarboxylase,0.583,9,7.81E-12,1.88E-08,1,6.21E-13,1.50E-09,0,essential
1330,HNEAP_RS06670,1,NC_013422.1,1440339,1440644,305,-,integration host factor subunit beta,0.4837,10,4.32E-06,0.010407565,0,6.31E-06,0.015199716,0,essential
1331,HNEAP_RS06675,1,NC_013422.1,1440826,1442508,1682,-,30S ribosomal protein S1,0.5282,25,8.05E-17,1.94E-13,12,7.88E-17,1.90E-13,11,essential
1332,HNEAP_RS06680,1,NC_013422.1,1442623,1443282,659,-,(d)CMP kinase,0.5773,11,2.57E-12,6.18E-09,0,5.82E-12,1.40E-08,0,essential
1333,HNEAP_RS06685,1,NC_013422.1,1443279,1444649,1370,-,3-phosphoshikimate 1-carboxyvinyltransferase,0.5784,25,4.63E-23,1.11E-19,1,2.46E-22,5.92E-19,1,essential
1334,HNEAP_RS06690,1,NC_013422.1,1444675,1445553,878,-,prephenate dehydrogenase/arogenate dehydrogenase family protein,0.5791,15,3.32E-08,8.00E-05,8,7.73E-08,0.000186187,8,essential
1335,HNEAP_RS06695,1,NC_013422.1,1445563,1446747,1184,-,histidinol-phosphate transaminase,0.5662,31,2.81E-09,6.78E-06,13,9.08E-08,0.00021866,15,essential
1336,HNEAP_RS06700,1,NC_013422.1,1446744,1447985,1241,-,chorismate mutase,0.5757,19,4.84E-16,1.16E-12,5,1.63E-14,3.93E-11,6,essential
1337,HNEAP_RS06705,1,NC_013422.1,1447996,1449159,1163,-,3-phosphoglycerate dehydrogenase,0.5378,23,1.72E-19,4.15E-16,1,7.08E-19,1.70E-15,1,essential
1338,HNEAP_RS06710,1,NC_013422.1,1449219,1450310,1091,-,3-phosphoserine/phosphohydroxythreonine transaminase,0.5321,25,6.48E-20,1.56E-16,0,2.51E-19,6.05E-16,0,essential
1339,HNEAP_RS06715,1,NC_013422.1,1450363,1452957,2594,-,DNA gyrase subunit A,0.5487,52,2.38E-46,5.74E-43,0,5.97E-45,1.44E-41,0,essential
1340,HNEAP_RS06720,1,NC_013422.1,1453477,1454100,623,+,OmpA family protein,0.5192,14,0.006583565,15.85322556,13,0.000355069,0.855005921,9,nonessential
1341,HNEAP_RS06725,1,NC_013422.1,1454459,1455259,800,+,mechanosensitive ion channel protein,0.5169,20,0.35044747,843.8775067,29,0.416350831,1002.572801,29,nonessential
1342,HNEAP_RS06730,1,NC_013422.1,1455294,1456142,848,-,hypothetical protein,0.5383,15,0.031662209,76.24259835,23,0.04586428,110.4411857,23,nonessential
1343,HNEAP_RS06735,1,NC_013422.1,1456133,1457455,1322,-,amino-acid N-acetyltransferase,0.5601,18,8.68E-21,2.09E-17,2,4.21E-20,1.01E-16,2,essential
1344,HNEAP_RS06740,1,NC_013422.1,1457540,1458478,938,-,ornithine carbamoyltransferase,0.5623,16,3.18E-17,7.66E-14,0,1.02E-16,2.46E-13,0,essential
1345,HNEAP_RS06745,1,NC_013422.1,1458597,1459847,1250,-,aspartate aminotransferase family protein,0.5651,19,0.332593248,800.8845417,46,0.252426876,607.8439172,43,nonessential
1346,HNEAP_RS06750,1,NC_013422.1,1460051,1460764,713,+,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,0.5238,14,2.88E-13,6.94E-10,0,6.99E-13,1.68E-09,0,essential
1347,HNEAP_RS06755,1,NC_013422.1,1460754,1461455,701,+,phosphoglycolate phosphatase,0.5356,18,0.976379843,2351.122663,38,0.964407925,2322.294283,36,nonessential
1348,HNEAP_RS06760,1,NC_013422.1,1461476,1462054,578,+,hypothetical protein,0.5337,15,0.998012733,2403.214662,37,0.998825192,2405.171061,37,nonessential
1349,HNEAP_RS06765,1,NC_013422.1,1462085,1462267,182,-,hypothetical protein,0.4699,1,0.148215426,356.9027453,4,0.077423253,186.4351931,3,nonessential
