,locusId,desc,HighCO2_log2AbundanceChange_rep1,LowCO2_log2AbundanceChange_rep1,HighCO2Log_log2AbundanceChange_rep2,LowCO2_log2AbundanceChange_rep2,High CO2 Requiring
486,HNEAP_RS03605,flagellar biosynthetic protein FliR,-0.169966593,-0.284436365,0.053550424,-0.209662724,FALSE
487,HNEAP_RS03610,flagellar biosynthesis protein FlhB,-0.330393412,-0.220975976,0.06740239,-0.202145269,FALSE
488,HNEAP_RS03620,flagellar biosynthesis protein FlhF,-0.153891633,0.054282649,-0.125271922,-0.106955845,FALSE
489,HNEAP_RS03625,MinD/ParA family protein,-2.257607042,-2.708747497,-2.515025728,-2.407233488,FALSE
490,HNEAP_RS03630,RNA polymerase sigma factor FliA,0.0292595,0.033041657,0.17003067,-0.10062854,FALSE
491,HNEAP_RS03635,chemotaxis protein CheY,0.072541032,0.197850857,-0.235108364,-0.262997733,FALSE
492,HNEAP_RS03640,hypothetical protein,0.083779032,-0.022518175,0.032712023,0.172467967,FALSE
493,HNEAP_RS03645,chemotaxis protein CheA,0.06801267,0.086371247,0.088977293,0.041911926,FALSE
494,HNEAP_RS03650,chemotaxis response regulator protein-glutamate methylesterase,-0.042551676,-0.172871881,-0.133439443,-0.054649702,FALSE
495,HNEAP_RS03655,ParA family protein,0.161719046,0.041510707,0.064042007,0.160433988,FALSE
496,HNEAP_RS03660,hypothetical protein,-0.033788056,-0.00575489,0.052181286,-0.059425645,FALSE
497,HNEAP_RS03665,hypothetical protein,-0.085447393,0.316017843,-0.236491909,0.251463577,FALSE
498,HNEAP_RS03670,DUF2802 domain-containing protein,0.020232494,-0.128395439,-0.106613845,0.010292267,FALSE
499,HNEAP_RS03675,DUF3488 domain-containing protein,0.072210506,0.007020577,-0.020443605,-0.007838732,FALSE
500,HNEAP_RS03680,DUF58 domain-containing protein,0.043656687,0.101968229,0.10559512,0.110910556,FALSE
501,HNEAP_RS03685,AI-2E family transporter,-0.528482159,-0.405837366,-0.419974923,-0.535877291,FALSE
502,HNEAP_RS03695,hypothetical protein,-0.024735522,0.077205732,0.112005625,0.224580538,FALSE
503,HNEAP_RS03700,hypothetical protein,0.160067355,0.116002613,-0.136725836,0.122503996,FALSE
504,HNEAP_RS03705,phosphatase,-0.012755071,-0.037220235,-0.087023911,-0.231985838,FALSE
505,HNEAP_RS03710,hypothetical protein,0.014806082,-0.217322499,-0.332408063,-0.268220501,FALSE
506,HNEAP_RS03715,peptidyl-prolyl cis-trans isomerase,0.140439771,0.136432235,0.185714278,0.055267605,FALSE
507,HNEAP_RS03725,DUF2069 domain-containing protein,-0.01602041,0.012113841,0.005100686,0.007309344,FALSE
508,HNEAP_RS03730,NAD(P)H:quinone oxidoreductase,-2.486705933,-1.481510848,-2.539992662,-2.129580466,FALSE
509,HNEAP_RS03735,TlpA family protein disulfide reductase,0.277348806,0.106080151,0.226930884,0.321311712,FALSE
510,HNEAP_RS03740,hypothetical protein,-0.138376277,-0.140733978,-0.07593706,-0.082732948,FALSE
511,HNEAP_RS03745,TolC family protein,-0.020146859,0.035487695,0.111988525,0.072014183,FALSE
512,HNEAP_RS03750,hypothetical protein,0.127663455,-0.032010572,0.032472724,0.04602733,FALSE
513,HNEAP_RS03755,N-acetylglutaminylglutamine amidotransferase,-0.2841939,-0.427795612,-0.266211042,-0.212449548,FALSE
514,HNEAP_RS03760,FAD-dependent oxidoreductase,0.12992226,0.000700645,0.027523057,0.094532602,FALSE
515,HNEAP_RS03770,PTS mannose transporter subunit IIA,-0.032082411,0.126883227,0.365820592,0.298667526,FALSE
516,HNEAP_RS03775,RNase adapter RapZ,0.207240528,0.04243707,-0.035124435,-0.15460595,FALSE
517,HNEAP_RS03790,ribosomal subunit interface protein,-0.752666072,0.069796954,-0.146860526,-0.436521385,FALSE
518,HNEAP_RS03825,hypothetical protein,0.000327696,-0.059680493,-0.300454146,-0.187270435,FALSE
519,HNEAP_RS03835,ABC transporter ATP-binding protein,-0.791325092,-0.506075193,-0.172179614,-0.38045677,FALSE
520,HNEAP_RS03840,ABC transporter permease,-0.907384984,-0.867672878,-0.697901267,-0.601897727,FALSE
521,HNEAP_RS03845,outer membrane lipid asymmetry maintenance protein MlaD,-0.523494075,-0.4559969,-0.405872399,-0.247002826,FALSE
522,HNEAP_RS03850,TolC family protein,-0.32847519,-0.168439095,-0.329568414,-0.141263156,FALSE
523,HNEAP_RS03855,toluene tolerance family protein,-0.299342094,-0.203766768,-0.235904376,-0.193252578,FALSE
524,HNEAP_RS03860,STAS domain-containing protein,-0.282689088,-0.126921726,0.07018339,-0.020245253,FALSE
525,HNEAP_RS03900,recombination protein RecR,-0.286972688,-0.293747712,-0.266486318,-0.213009223,FALSE
526,HNEAP_RS03910,DUF1631 domain-containing protein,-0.074282536,0.088748169,0.038188619,0.049729593,FALSE
527,HNEAP_RS03915,glycogen synthase GlgA,-0.910577394,-0.852234156,-1.342071887,-0.854497625,FALSE
528,HNEAP_RS03920,1 4-alpha-glucan-branching protein,-0.456264373,-0.434978097,-0.446803564,-0.287415295,FALSE
529,HNEAP_RS03925,glucose-1-phosphate adenylyltransferase,0.037573924,0.101275947,-0.069870888,0.132160066,FALSE
530,HNEAP_RS03930,glycoside hydrolase,0.011615147,-0.021013528,-0.051803399,-0.04562612,FALSE
531,HNEAP_RS03935,4-alpha-glucanotransferase,-0.031222766,0.078906473,-0.005673259,-0.101334382,FALSE
532,HNEAP_RS03950,multidrug ABC transporter substrate-binding protein,0.040357145,-0.004741861,-0.090043448,-0.186779743,FALSE
533,HNEAP_RS03955,ABC transporter ATP-binding protein,-0.009439341,-0.042764241,-0.167774342,0.002105855,FALSE
534,HNEAP_RS03960,efflux RND transporter periplasmic adaptor subunit,-0.089270872,0.04822765,-0.002617715,0.103417123,FALSE
535,HNEAP_RS03965,RND transporter,0.096743624,0.053286933,0.036071649,0.043648782,FALSE
536,HNEAP_RS03975,two-component sensor histidine kinase,-0.049283361,0.015645956,-0.143731695,-0.008807754,FALSE
537,HNEAP_RS03980,DNA-binding response regulator,-0.00333909,0.076618689,-0.09107886,-0.036518455,FALSE
538,HNEAP_RS03985,TolC family protein,0.073490453,0.196038868,0.121640202,0.179259532,FALSE
539,HNEAP_RS03990,efflux RND transporter periplasmic adaptor subunit,0.041591081,0.023209203,-0.085280982,-0.075339596,FALSE
540,HNEAP_RS03995,AcrB/AcrD/AcrF family protein,0.037643901,0.028180912,0.009226108,-0.007569753,FALSE
541,HNEAP_RS04000,hypothetical protein,0.211759618,-0.031310992,0.087257006,0.070393207,FALSE
542,HNEAP_RS04005,ABC transporter substrate-binding protein,-0.076504379,-0.145416675,-0.195596611,-0.123018233,FALSE
543,HNEAP_RS04010,nitrate ABC transporter permease,-0.049669633,-0.022018846,-0.008680506,0.030851149,FALSE
544,HNEAP_RS04015,ABC transporter ATP-binding protein,0.025994472,-0.009839626,0.043231844,-0.029837474,FALSE
545,HNEAP_RS04020,creatininase,-0.179093026,-0.139198125,-0.134810049,-0.049762364,FALSE
546,HNEAP_RS04025,type III glutamate--ammonia ligase,-0.137104569,-0.106914554,-0.078748656,-0.006588627,FALSE
547,HNEAP_RS04030,nickel-responsive transcriptional regulator NikR,-0.089822675,-0.065583353,0.085044182,0.283308698,FALSE
548,HNEAP_RS04035,urea carboxylase,0.001008586,0.108216121,-0.076787726,-0.1292306,FALSE
549,HNEAP_RS04040,urea carboxylase,-0.126772572,-0.135214379,-0.074931067,0.097034775,FALSE
550,HNEAP_RS04045,urea carboxylase,-0.079297263,-0.106466538,0.004527492,0.021854012,FALSE
551,HNEAP_RS04060,P-II family nitrogen regulator,-0.919336027,-0.377198234,-0.60745835,-0.668566273,FALSE
552,HNEAP_RS04065,glycine oxidase ThiO,-3.226482865,-3.02252207,-2.936157928,-3.267213029,FALSE
553,HNEAP_RS04075,VIT family protein,-0.033801328,0.005445347,0.036763718,0.095464807,FALSE
554,HNEAP_RS04080,hypothetical protein,-0.130395329,-0.047944501,-0.266206084,-0.06533264,FALSE
555,HNEAP_RS04085,bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase,-0.039523852,-0.069640885,-0.184693955,-0.075827605,FALSE
556,HNEAP_RS04090,hypothetical protein,0.047365244,0.267124547,0.141419447,0.016511652,FALSE
557,HNEAP_RS04095,DUF3365 domain-containing protein,-0.1377793,-0.171290992,0.042941253,-0.112032358,FALSE
558,HNEAP_RS04100,molybdenum ABC transporter ATP-binding protein,-0.254347719,0.093385896,0.014653415,0.014257722,FALSE
559,HNEAP_RS04110,molybdate ABC transporter substrate-binding protein,-1.353789986,-0.656850431,-1.112720211,-0.326070598,FALSE
560,HNEAP_RS04115,ModE family transcriptional regulator,-0.005318146,0.067843438,-0.06874798,-0.020060767,FALSE
561,HNEAP_RS04120,hypothetical protein,-0.206011141,-0.017687171,-0.031011517,0.021900251,FALSE
562,HNEAP_RS04125,deoxyribodipyrimidine photo-lyase,0.000669741,0.078587434,-0.158368032,0.01731896,FALSE
563,HNEAP_RS04130,efflux RND transporter periplasmic adaptor subunit,-0.107993783,-0.004277502,-0.020148066,-0.100702867,FALSE
564,HNEAP_RS04135,AcrB/AcrD/AcrF family protein,0.003953612,-0.006179914,0.096469821,0.038817112,FALSE
565,HNEAP_RS04150,CRISPR-associated endonuclease Cas2,0.394989721,0.492346744,,,FALSE
566,HNEAP_RS04155,type I-C CRISPR-associated endonuclease Cas1,-0.04878276,-0.043780485,0.000530682,0.010839642,FALSE
567,HNEAP_RS04165,type II toxin-antitoxin system PemK/MazF family toxin,-0.350047249,-0.256699037,0.13732138,0.346504606,FALSE
568,HNEAP_RS04170,CRISPR-associated protein Cas4,0.055109319,-0.027619378,0.060675675,0.172633936,FALSE
569,HNEAP_RS04175,type I-C CRISPR-associated protein Cas7/Csd2,-0.052561818,0.085095059,0.033967419,0.03941232,FALSE
570,HNEAP_RS04180,type I-C CRISPR-associated protein Cas8c/Csd1,0.022104887,-0.009312226,-0.032928835,-0.066289486,FALSE
571,HNEAP_RS04185,type I-C CRISPR-associated protein Cas5,0.113817712,0.004335005,-0.010864424,0.051970727,FALSE
572,HNEAP_RS04190,CRISPR-associated helicase/endonuclease Cas3,-0.023211626,-0.030751864,-0.038927798,0.049001394,FALSE
573,HNEAP_RS04200,hypothetical protein,-0.059920617,0.134820574,0.293359001,-0.009539273,FALSE
574,HNEAP_RS04205,gamma-glutamyltransferase family protein,0.038697738,-0.024545304,-0.104196524,-0.100376782,FALSE
575,HNEAP_RS04210,C4-dicarboxylate ABC transporter,0.049222517,0.069468994,-0.003213002,0.078352984,FALSE
576,HNEAP_RS04215,C4-dicarboxylate ABC transporter permease,0.081452428,0.114256239,-0.004619819,0.008017262,FALSE
577,HNEAP_RS04220,C4-dicarboxylate ABC transporter,-0.011254982,0.042885059,0.046458731,0.003715102,FALSE
578,HNEAP_RS04225,Lrp/AsnC family transcriptional regulator,-0.031267725,-0.075217087,0.181482134,0.273223942,FALSE
579,HNEAP_RS04230,GntR family transcriptional regulator,-0.094319836,-0.191833637,-0.087069751,-0.012856533,FALSE
580,HNEAP_RS04235,hypothetical protein,0.177449497,-0.060881506,-0.156083187,0.046442294,FALSE
581,HNEAP_RS04240,allantoinase PuuE,-0.133563067,-0.019582137,-0.031543339,0.155072006,FALSE
582,HNEAP_RS04245,OHCU decarboxylase,0.281949715,0.189351931,-0.005633266,-0.40119179,FALSE
583,HNEAP_RS04250,ABC transporter ATP-binding protein,-0.124277621,-0.010233925,0.123014669,0.077168871,FALSE
584,HNEAP_RS04255,ABC transporter permease,-0.000204191,-0.119077968,0.042936754,0.017117706,FALSE
585,HNEAP_RS04260,ABC transporter permease,0.027382457,-0.010853387,-0.061685327,0.007508685,FALSE
586,HNEAP_RS04265,8-oxoguanine deaminase,-0.0837956,-0.092805652,-0.125529009,-0.005763557,FALSE
587,HNEAP_RS04270,nucleoside deaminase,-0.135757,-0.173109752,0.159693449,0.037703512,FALSE
588,HNEAP_RS04275,uracil phosphoribosyltransferase,-0.063649421,-0.039835792,0.188226963,0.091535932,FALSE
589,HNEAP_RS04280,cytosine deaminase,-0.030188405,-0.033889742,-0.128597739,-0.117180464,FALSE
590,HNEAP_RS04285,DUF3225 domain-containing protein,-0.016912155,-0.100030173,0.068007105,-0.104526584,FALSE
591,HNEAP_RS04290,AtzE family amidohydrolase,0.07555581,0.034085796,0.011494953,-0.089989325,FALSE
592,HNEAP_RS04300,cysteine hydrolase,0.066377842,-0.106802062,-0.312576974,-0.236466402,FALSE
593,HNEAP_RS04305,ABC transporter ATP-binding protein,-0.031015885,-0.042701465,-0.057858549,-0.060104211,FALSE
594,HNEAP_RS04310,cysteine hydrolase,-0.016912155,0.047063139,-0.042139194,0.014444008,FALSE
595,HNEAP_RS04315,ABC transporter permease,0.124908473,0.046964794,0.077619205,-0.036532875,FALSE
596,HNEAP_RS04320,ABC transporter permease,0.101117994,-0.001390578,-0.083652532,-0.106694052,FALSE
597,HNEAP_RS04325,BMP family ABC transporter substrate-binding protein,-0.009346657,0.03746454,0.082442366,-0.017238139,FALSE
598,HNEAP_RS04330,hypothetical protein,0.213934395,0.010400691,0.261182144,0.621434161,FALSE
599,HNEAP_RS04335,GntR family transcriptional regulator,-0.035351811,-0.087019935,0.119090698,0.044048092,FALSE
600,HNEAP_RS04340,hypothetical protein,0.24710246,0.269280215,0.134696438,0.382212055,FALSE
601,HNEAP_RS04345,nucleoside deaminase,0.024674448,0.166969482,0.178222113,0.231434105,FALSE
602,HNEAP_RS04355,xanthine dehydrogenase molybdopterin binding subunit,-0.070466536,-0.055603741,0.029462618,-0.06108466,FALSE
603,HNEAP_RS04360,xanthine dehydrogenase small subunit,-0.103882807,0.051406737,-0.023746288,0.035894858,FALSE
604,HNEAP_RS04365,hydroxyisourate hydrolase,-0.011031524,0.087615998,0.278090543,0.175928796,FALSE
605,HNEAP_RS04370,amidase,0.0372922,0.079562151,-0.007626761,-0.144733319,FALSE
606,HNEAP_RS04375,sulfite exporter TauE/SafE family protein,0.199768895,0.038838944,-0.144939655,-0.011672314,FALSE
607,HNEAP_RS04380,alanine--glyoxylate aminotransferase family protein,0.037485391,-0.044573119,-0.085821564,-0.174318647,FALSE
608,HNEAP_RS04385,allantoate amidohydrolase,-0.034633041,-0.057837285,0.031514254,-0.046054984,FALSE
609,HNEAP_RS04390,regulator of ribonuclease activity A,-0.105497224,-0.024660916,-0.132299166,-0.078472037,FALSE
610,HNEAP_RS04395,adenosine deaminase,-0.153574749,-0.128886838,-0.03283174,-0.014301062,FALSE
611,HNEAP_RS04400,BMP family ABC transporter substrate-binding protein,0.124211835,-0.025901108,0.081518134,0.065362234,FALSE
612,HNEAP_RS04405,hypothetical protein,-0.07874943,-0.046830977,-0.080989963,-0.006687997,FALSE
613,HNEAP_RS04410,formamidase,-0.064571671,-0.012524826,0.077868494,0.001541783,FALSE
614,HNEAP_RS04415,amino acid ABC transporter ATP-binding protein,0.046296686,0.081491532,0.052558291,0.069660009,FALSE
615,HNEAP_RS04440,oxygen-independent coproporphyrinogen III oxidase,-0.154081046,0.010852053,-0.218561792,0.105597597,FALSE
616,HNEAP_RS04445,hypothetical protein,-0.063737282,-0.055582246,-0.026776995,0.161508266,FALSE
617,HNEAP_RS04450,ABC transporter ATP-binding protein,-0.29112395,-0.035543321,-0.168658836,-0.109130918,FALSE
618,HNEAP_RS04455,ABC transporter permease,0.059838602,0.005954084,-0.058034634,0.002330766,FALSE
619,HNEAP_RS04460,collagenase-like protease,-0.020218125,0.007626419,-0.000576074,-0.070310735,FALSE
620,HNEAP_RS04465,EAL domain-containing protein,-0.075238542,0.044015627,0.315751786,0.11786476,FALSE
621,HNEAP_RS04470,DUF202 domain-containing protein,-0.490840119,-0.945728522,-0.435466,-0.071056196,FALSE
622,HNEAP_RS04480,translesion error-prone DNA polymerase V subunit UmuC,-0.16698873,-0.176534712,-0.016402442,-0.048251422,FALSE
623,HNEAP_RS04485,cation acetate symporter,0.183579862,-0.10743743,-0.033959009,-0.120472257,FALSE
624,HNEAP_RS04490,DUF485 domain-containing protein,0.18892414,0.105295187,-0.533741549,-0.358604739,FALSE
625,HNEAP_RS04495,MoxR family ATPase,0.189051674,0.019431205,0.075692188,0.086791458,FALSE
626,HNEAP_RS04500,hypothetical protein,0.026695199,0.041143746,-0.005453074,0.004590153,FALSE
627,HNEAP_RS04505,hypothetical protein,-0.341933256,-0.329872485,-0.712330874,-0.657429567,FALSE
628,HNEAP_RS04520,Xaa-Pro aminopeptidase,-0.647641635,-0.3030841,-0.48865712,-0.249031823,FALSE
629,HNEAP_RS04525,hypothetical protein,-0.0656189,-0.209791885,-0.279234889,-0.201425831,FALSE
630,HNEAP_RS04540,hypothetical protein,-0.133709377,-0.238132426,-0.0120276,-0.042977391,FALSE
631,HNEAP_RS04550,phosphate starvation-inducible protein PsiE,0.261466333,0.02588152,-0.112465172,-0.034749464,FALSE
632,HNEAP_RS04565,microcompartments protein,0.015780564,-0.82342619,-0.263100554,-1.237303145,FALSE
633,HNEAP_RS04570,hypothetical protein,-0.135787499,-0.750716975,-0.530936823,-0.667952473,FALSE
634,HNEAP_RS04575,CbbQ/NirQ/NorQ/GpvN family protein,-0.129304057,-0.796251607,-0.140495573,-0.720125665,FALSE
635,HNEAP_RS04580,nitrogen regulatory protein P-II,-0.999647052,-0.115481568,-0.785226682,-0.521441439,FALSE
636,HNEAP_RS04585,DUF2309 domain-containing protein,-0.432006242,-1.52151176,-0.441380859,-1.597534719,TRUE
637,HNEAP_RS04590,hypothetical protein,-0.100358851,-1.065949425,-0.316563554,-1.164704417,FALSE
638,HNEAP_RS04595,oxidoreductase,-0.300870671,-1.60269871,-0.301030179,-1.668806414,TRUE
639,HNEAP_RS04600,VWA domain-containing protein,-0.137993026,-0.447363829,-0.086446643,-0.405525288,FALSE
640,HNEAP_RS04605,hypothetical protein,0.161960207,0.017530227,-0.070985801,-0.609108207,FALSE
641,HNEAP_RS04610,ParA family protein,-0.132053489,-0.661379268,-0.130498086,-0.807258339,FALSE
642,HNEAP_RS04615,hypothetical protein,-0.350162419,-4.689306009,-0.599467733,-3.395315946,TRUE
643,HNEAP_RS04620,major carboxysome shell protein 1B,-0.418130451,-1.635894566,0.043932815,-1.366679608,TRUE
644,HNEAP_RS04625,major carboxysome shell protein 1A,0.118380718,-4.740660377,0.064913684,-4.307386629,TRUE
645,HNEAP_RS04630,major carboxysome shell protein 1C,-0.148564,-6.831911753,-0.080212041,-6.469367772,TRUE
646,HNEAP_RS04635,carboxysome peptide B,0.008628459,-5.841638829,0.124863592,-6.077558548,TRUE
647,HNEAP_RS04640,carboxysome peptide A,-0.547953413,-5.87913312,-0.041730723,-6.3765277,TRUE
648,HNEAP_RS04645,carboxysome shell carbonic anhydrase,0.22171615,-4.599858829,0.08321005,-4.670549256,TRUE
649,HNEAP_RS04650,hypothetical protein,0.078570633,-6.294864951,0.055833645,-5.740543724,TRUE
650,HNEAP_RS04655,ribulose bisphosphate carboxylase small subunit,0.027701483,-4.078739091,-0.13792084,-4.428955385,TRUE
651,HNEAP_RS04660,ribulose bisphosphate carboxylase large chain,0.017533406,-5.170765881,-0.129641428,-5.507181344,TRUE
652,HNEAP_RS04665,copper-translocating P-type ATPase,-0.16479809,-0.073173666,-0.380687453,-0.217312975,FALSE
653,HNEAP_RS04670,DUF302 domain-containing protein,-0.319525534,0.068777124,0.075650763,-0.116946714,FALSE
654,HNEAP_RS04675,heavy metal transport/detoxification protein,0.263738511,0.076057602,-0.000459926,-0.149982902,FALSE
655,HNEAP_RS04680,hypothetical protein,0.078833349,0.331743414,0.026627061,0.257950082,FALSE
656,HNEAP_RS04685,NnrS family protein,0.016082013,0.056136226,-0.035761713,-0.017465732,FALSE
657,HNEAP_RS04690,hypothetical protein,-0.090504569,-0.044700717,-0.359036104,-0.123111254,FALSE
658,HNEAP_RS04695,Rrf2 family transcriptional regulator,0.039586318,0.350681842,-0.131122179,-0.375652948,FALSE
659,HNEAP_RS04705,hypothetical protein,-0.010315303,-0.006918593,0.023150697,0.215269172,FALSE
660,HNEAP_RS04710,hypothetical protein,0.13535477,0.309858554,-0.144918969,-0.004202541,FALSE
661,HNEAP_RS04715,hypothetical protein,-0.068661585,0.065117546,-0.077430254,0.056660982,FALSE
662,HNEAP_RS04720,hypothetical protein,0.113475162,0.137944472,0.162135738,0.145567448,FALSE
663,HNEAP_RS04725,hypothetical protein,0.00549187,-0.10405425,-0.194832452,-0.022581674,FALSE
664,HNEAP_RS04730,hypothetical protein,-0.011889374,-0.076153891,0.089404237,0.239563256,FALSE
665,HNEAP_RS04735,hypothetical protein,0.092394928,0.087726472,0.036346277,0.225471199,FALSE
666,HNEAP_RS04745,IS30 family transposase,0.052679075,-0.056221324,0.004846456,0.048038503,FALSE
667,HNEAP_RS04760,conjugative relaxase,0.088128541,0.007544663,0.023819321,-0.021390531,FALSE
668,HNEAP_RS04765,phosphate acetyltransferase,-0.06543188,-0.287160732,-0.071206684,-0.045238625,FALSE
669,HNEAP_RS04770,metallophosphoesterase,0.073967664,0.0762153,0.112290245,0.206875218,FALSE
670,HNEAP_RS04780,beta-ketoacyl synthase,-1.373114676,-0.955474112,-1.326784609,-1.115303196,FALSE
671,HNEAP_RS04795,TauD/TfdA family dioxygenase,0.039348543,0.136194595,0.029219527,0.12907958,FALSE
672,HNEAP_RS04800,hypothetical protein,0.170346723,0.176702194,-0.191674867,0.039198099,FALSE
673,HNEAP_RS04805,phosphopantetheine-binding protein,0.369176345,0.426329659,0.079316893,0.206469094,FALSE
674,HNEAP_RS04810,type I polyketide synthase,0.099643607,0.151954435,0.009019664,0.209199933,FALSE
675,HNEAP_RS04815,AMP-dependent ligase,0.005274053,0.156123749,0.048637077,0.312388811,FALSE
676,HNEAP_RS04820,transcription factor jumonji jmjC domain-containing protein,-0.060710476,0.101550772,-0.171204654,0.033684721,FALSE
677,HNEAP_RS04835,LuxR family transcriptional regulator,-0.440232382,0.187917516,0.239091209,0.569138752,FALSE
678,HNEAP_RS04850,hypothetical protein,0.047355054,-0.116653641,-0.127120735,0.154542007,FALSE
679,HNEAP_RS04855,hypothetical protein,0.198106211,0.21915408,0.49057317,0.443611322,FALSE
680,HNEAP_RS04860,site-specific integrase,0.09789313,0.204820051,0.013106203,0.064374292,FALSE
681,HNEAP_RS04865,phosphopyruvate hydratase,0.072520693,0.024023347,0.179531718,0.017174292,FALSE
682,HNEAP_RS04870,plasma-membrane proton-efflux P-type ATPase,-0.021975499,-0.072356019,-0.027191335,-0.09798955,FALSE
683,HNEAP_RS04875,polyphosphate kinase 2,-0.049654459,0.131345342,0.108200502,0.006135111,FALSE
684,HNEAP_RS04880,hypothetical protein,0.162820467,0.012077911,-0.096236312,-0.17485752,FALSE
685,HNEAP_RS04885,XRE family transcriptional regulator,-0.006505659,0.031312397,0.052277003,0.122700122,FALSE
686,HNEAP_RS04895,hypothetical protein,0.1079619,0.07965497,-0.061386175,0.183921814,FALSE
687,HNEAP_RS04900,M48 family peptidase,-0.075438228,-0.028079904,0.00041426,-0.103760538,FALSE
688,HNEAP_RS04905,leucyl aminopeptidase,-1.269502485,-1.602975235,-1.563255254,-1.068371634,FALSE
689,HNEAP_RS04910,hypothetical protein,-0.542811025,0.049262576,-0.136929932,0.126312265,FALSE
690,HNEAP_RS04915,NlpC/P60 family protein,0.051222675,-0.103471804,0.069955425,0.135532134,FALSE
691,HNEAP_RS04920,bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL,-0.016926565,0.016663265,0.026144289,0.087337214,FALSE
692,HNEAP_RS04925,ABC transporter ATP-binding protein,0.056724407,0.031780508,-0.009112919,0.072472359,FALSE
693,HNEAP_RS04940,DUF423 domain-containing protein,0.234960833,0.263232626,0.00941339,-0.008577228,FALSE
694,HNEAP_RS04945,outer membrane protein assembly factor BamE,-0.03107175,0.118824552,-0.336790372,0.033421108,FALSE
695,HNEAP_RS04950,ferric iron uptake transcriptional regulator,-0.557518088,-0.422083773,-0.544148146,-0.197413952,FALSE
696,HNEAP_RS04955,DUF1134 domain-containing protein,0.099089507,0.03575076,-0.078653454,-0.117000088,FALSE
697,HNEAP_RS04960,hypothetical protein,0.218343695,-0.259035802,0.27084228,0.271835978,FALSE
698,HNEAP_RS04975,RNA pyrophosphohydrolase,-0.118571123,-0.393938375,-0.306582855,-0.431851429,FALSE
699,HNEAP_RS04980,phosphoenolpyruvate-protein phosphotransferase PtsP,0.116424396,0.136389997,0.128269813,0.235704662,FALSE
700,HNEAP_RS05015,glucose-6-phosphate dehydrogenase,-0.280521793,-0.44393346,-0.035056435,-0.183214233,FALSE
701,HNEAP_RS05020,6-phosphogluconate dehydrogenase (decarboxylating),-0.116089271,-0.56532245,-0.155938713,-0.505815636,FALSE
702,HNEAP_RS05030,cation transporter,0.055931079,-0.193944936,-0.107200776,-0.160238586,FALSE
703,HNEAP_RS05035,glycerol kinase,-0.163461871,-0.145184457,-0.00145071,-0.084703302,FALSE
704,HNEAP_RS05040,ABC transporter ATP-binding protein/permease,-0.007443847,0.005915261,0.019771487,0.113148798,FALSE
705,HNEAP_RS05045,hypothetical protein,-0.217333288,0.020001928,-0.061342502,0.090814908,FALSE
706,HNEAP_RS05055,alanine racemase,-0.099070755,0.045486876,-0.092285801,-0.128896132,FALSE
707,HNEAP_RS05060,glutamine amidotransferase,0.171792575,0.368706072,-0.173037873,0.327264259,FALSE
708,HNEAP_RS05090,hypothetical protein,-0.012702923,0.053308193,-0.048045023,0.008174552,FALSE
709,HNEAP_RS05100,ABC transporter ATP-binding protein,-0.107411474,-0.296133755,-0.243419935,-0.387536592,FALSE
710,HNEAP_RS05110,SMC-Scp complex subunit ScpB,-0.180952119,-0.253533981,-0.033748089,-0.060711927,FALSE
711,HNEAP_RS05115,hypothetical protein,-0.276083632,-0.250206117,-0.3602309,-0.3187732,FALSE
712,HNEAP_RS05125,AcrB/AcrD/AcrF family protein,-0.027944298,-0.00283017,0.011513841,-0.074602887,FALSE
713,HNEAP_RS05130,efflux RND transporter periplasmic adaptor subunit,-0.022321042,-0.117017918,-0.185402239,-0.252394499,FALSE
714,HNEAP_RS05135,TolC family protein,0.012988106,-0.025350756,0.010694571,-0.024682126,FALSE
715,HNEAP_RS05140,hypothetical protein,-0.044159454,0.069476096,0.045257696,-0.018446799,FALSE
716,HNEAP_RS05145,hypothetical protein,-0.005995649,-0.017080468,0.051949149,0.03383598,FALSE
717,HNEAP_RS05150,nitroreductase family protein,0.206541575,0.097155679,0.10960018,-0.014249601,FALSE
718,HNEAP_RS05155,pirin family protein,0.046707505,-0.105852141,0.266179331,0.081880148,FALSE
719,HNEAP_RS05160,polyisoprenoid-binding protein,0.108846795,0.122727307,0.08257095,0.078524719,FALSE
720,HNEAP_RS05165,LysR family transcriptional regulator,0.292083059,0.271647112,-0.038144564,0.150811795,FALSE
721,HNEAP_RS05170,rhodanese-like domain-containing protein,0.265849968,0.159578249,0.136306114,0.030535022,FALSE
722,HNEAP_RS05175,fluoride efflux transporter CrcB,-0.520976218,-0.250475052,0.766609447,0.043012024,FALSE
723,HNEAP_RS05180,tRNA epoxyqueuosine(34) reductase QueG,-0.149697611,-0.135351007,-0.040602355,-0.106661778,FALSE
724,HNEAP_RS05185,hypothetical protein,0.348133523,-0.030828623,0.156778303,0.029610477,FALSE
725,HNEAP_RS05195,recombination-associated protein RdgC,-0.00476175,0.179297955,0.092285295,0.183631532,FALSE
726,HNEAP_RS05200,aminopeptidase N,-0.15354083,-0.180163752,-0.14692509,-0.1991304,FALSE
727,HNEAP_RS05205,flagellar motor stator protein MotA,0.125046384,0.012038257,0.101302071,0.035495852,FALSE
