,locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,pval_raw_rep1,pval_corr_rep1,length_rep1,n_inserts_rep1,pval_raw_rep2,pval_corr_rep2,length_rep2,n_inserts_rep2,essentiality
1027,HNEAP_RS05175,HNEAP_RS05175,1,NC_013422.1,1112352,1112726,+,,fluoride efflux transporter CrcB,0.488,12,0.2758500223599333,664.2468538427194,374.0,12.0,0.3161420620810513,761.2700854911715,374.0,12.0,nonessential
1028,HNEAP_RS05180,HNEAP_RS05180,1,NC_013422.1,1112739,1113860,+,,tRNA epoxyqueuosine(34) reductase QueG,0.557,20,0.4488769487770969,1080.8956926552494,1121.0,43.0,0.5309576956113509,1278.546131032133,1121.0,43.0,nonessential
1029,HNEAP_RS05185,HNEAP_RS05185,1,NC_013422.1,1113814,1115205,-,,hypothetical protein,0.5165,31,0.1138433337522739,274.1347476754756,1391.0,46.0,0.16305356725466713,392.63298994923844,1391.0,46.0,nonessential
1030,HNEAP_RS05190,HNEAP_RS05190,1,NC_013422.1,1115219,1116595,-,,adenylosuccinate lyase,0.5715,18,3.643354207906204e-23,8.773196932638139e-20,1376.0,1.0,3.476444743905828e-24,8.371278943325235e-21,1376.0,0.0,essential
1031,HNEAP_RS05195,HNEAP_RS05195,1,NC_013422.1,1116634,1117524,-,,recombination-associated protein RdgC,0.5488,12,0.654085189579755,1575.03713650805,890.0,37.0,0.5273015931949451,1269.7422364134277,890.0,34.0,nonessential
1032,HNEAP_RS05200,HNEAP_RS05200,1,NC_013422.1,1117903,1120533,+,,aminopeptidase N,0.5363,60,0.9999996493535847,2407.999155643432,2630.0,157.0,0.9999949049650407,2407.987731155818,2630.0,147.0,nonessential
1033,HNEAP_RS05205,HNEAP_RS05205,1,NC_013422.1,1120598,1121449,+,,flagellar motor stator protein MotA,0.5223,31,0.6911694780514168,1664.3361031478116,851.0,36.0,0.6311072004121505,1519.7061385924585,851.0,34.0,nonessential
1034,HNEAP_RS05210,HNEAP_RS05210,1,NC_013422.1,1121489,1122565,+,,motility protein MotB,0.533,18,0.6757239544367852,1627.143282283779,1076.0,45.0,0.6937104188584774,1670.4546886112137,1076.0,44.0,nonessential
1035,HNEAP_RS05215,HNEAP_RS05215,1,NC_013422.1,1122575,1123336,+,,class I SAM-dependent methyltransferase,0.5105,14,0.1929576671496746,464.64206249641643,761.0,25.0,0.24168751570676703,581.983537821895,761.0,25.0,nonessential
1036,HNEAP_RS05220,HNEAP_RS05220,1,NC_013422.1,1123487,1123783,-,,RNA-binding protein,0.5118,6,0.16688083639083398,401.84905402912824,296.0,8.0,0.11472553972099811,276.25909964816344,296.0,7.0,nonessential
1037,HNEAP_RS05225,HNEAP_RS05225,1,NC_013422.1,1124037,1124927,-,,DUF815 domain-containing protein,0.5253,10,0.9933929302196689,2392.0901759689627,890.0,50.0,0.9941284348541268,2393.8612711287374,890.0,49.0,nonessential
1038,HNEAP_RS12220,HNEAP_RS12220,1,NC_013422.1,1125087,1125590,+,,thiol reductase thioredoxin,0.5238,12,0.2952232273770003,710.8975315238167,503.0,17.0,0.25999010831619707,626.0561808254025,503.0,16.0,nonessential
1039,HNEAP_RS05235,HNEAP_RS05235,1,NC_013422.1,1125873,1126979,+,,glycosyltransferase,0.5294,24,6.985242141334426e-15,1.68204630763333e-11,1106.0,4.0,2.154536213623158e-15,5.188123202404565e-12,1106.0,3.0,essential
1040,HNEAP_RS12225,HNEAP_RS12225,1,NC_013422.1,1126976,1127824,+,,phosphatase PAP2 family protein,0.5713,17,0.0009982409108107084,2.4037641132321856,848.0,17.0,0.0003781699841708544,0.9106333218834174,848.0,15.0,nonessential
1041,HNEAP_RS05245,HNEAP_RS05245,1,NC_013422.1,1127935,1129200,+,,glutamyl-tRNA reductase,0.5561,25,3.005298593479838e-21,7.23675901309945e-18,1265.0,1.0,1.401417925132898e-20,3.374614363720018e-17,1265.0,1.0,essential
1042,HNEAP_RS05250,HNEAP_RS05250,1,NC_013422.1,1129276,1130370,+,,peptide chain release factor 1,0.5763,17,1.0881684949478285e-14,2.620309735834371e-11,1094.0,4.0,3.342268231919328e-15,8.048181902461741e-12,1094.0,3.0,essential
1043,HNEAP_RS05255,HNEAP_RS05255,1,NC_013422.1,1130388,1131248,+,,protein-(glutamine-N5) methyltransferase  release factor-specific,0.5645,17,0.466624952651702,1123.6328859852983,860.0,33.0,0.5386424264499591,1297.0509628915015,860.0,33.0,nonessential
1044,HNEAP_RS05260,HNEAP_RS05260,1,NC_013422.1,1131420,1131842,+,,hypothetical protein,0.5343,4,0.0895486463532752,215.63314041868668,422.0,11.0,0.11061707866825661,266.3659254331619,422.0,11.0,nonessential
1045,HNEAP_RS05265,HNEAP_RS05265,1,NC_013422.1,1131879,1132640,+,,molybdopterin-synthase adenylyltransferase MoeB,0.5381,17,4.1268008325467175e-14,9.937336404772495e-11,761.0,0.0,1.0617452806283746e-13,2.556682635753126e-10,761.0,0.0,essential
1046,HNEAP_RS05270,HNEAP_RS05270,1,NC_013422.1,1132920,1134053,-,,quinone-dependent dihydroorotate dehydrogenase,0.5591,17,2.4566707801881496e-14,5.915663238693064e-11,1133.0,5.0,8.589936438318135e-14,2.068456694347007e-10,1133.0,5.0,essential
1047,HNEAP_RS05275,HNEAP_RS05275,1,NC_013422.1,1134159,1134992,+,,GNAT family N-acetyltransferase,0.4868,22,0.00029499757126196495,0.7103541515988115,833.0,15.0,9.32984577869904e-05,0.2246626863510729,833.0,13.0,nonessential
1048,HNEAP_RS05280,HNEAP_RS05280,1,NC_013422.1,1135079,1135489,+,,hypothetical protein,0.5134,6,0.635142436575338,1529.4229872734138,410.0,17.0,0.6816827945044607,1641.4921691667414,410.0,17.0,nonessential
1049,HNEAP_RS05285,HNEAP_RS05285,1,NC_013422.1,1135660,1136589,+,,protease HtpX,0.5333,20,1.3147895600641072e-06,0.00316601326063437,929.0,12.0,9.074522672843995e-07,0.002185145059620834,929.0,11.0,essential
1050,HNEAP_RS05290,HNEAP_RS05290,1,NC_013422.1,1136781,1136996,+,,cbb3-type cytochrome oxidase assembly protein CcoS,0.4537,5,0.0081356205944148,19.590574391350838,215.0,2.0,0.010042633394752764,24.182661214564657,215.0,2.0,nonessential
1051,HNEAP_RS05295,HNEAP_RS05295,1,NC_013422.1,1137060,1139117,-,,methionine--tRNA ligase,0.5462,40,1.5096557927804854e-30,3.6352511490154086e-27,2057.0,4.0,1.712797798441671e-29,4.124417098647544e-26,2057.0,4.0,essential
1052,HNEAP_RS05300,HNEAP_RS05300,1,NC_013422.1,1139310,1140233,+,,hypothetical protein,0.5195,24,0.9999681975599989,2407.9234197244773,923.0,62.0,0.9997526434275545,2407.404365373551,923.0,57.0,nonessential
1053,HNEAP_RS05305,HNEAP_RS05305,1,NC_013422.1,1140251,1141309,+,,UDP-N-acetylmuramate dehydrogenase,0.5335,27,1.102982046862645e-17,2.6559807688452492e-14,1058.0,1.0,9.174619609513388e-19,2.209248401970824e-15,1058.0,0.0,essential
1054,HNEAP_RS05310,HNEAP_RS05310,1,NC_013422.1,1141505,1142149,+,,peroxiredoxin,0.5101,13,0.20909030847875823,503.4894628168498,644.0,21.0,0.13754105581286963,331.1988623973901,644.0,19.0,nonessential
1055,HNEAP_RS05315,HNEAP_RS05315,1,NC_013422.1,1142252,1142920,-,,hypothetical protein,0.4798,19,0.050113307139512314,120.67284359194565,668.0,18.0,0.042975725069639106,103.48554596769097,668.0,17.0,nonessential
1056,HNEAP_RS05320,HNEAP_RS05320,1,NC_013422.1,1143157,1144404,-,,hypothetical protein,0.5128,18,0.966871542732913,2328.2266749008545,1247.0,62.0,0.9804679902124617,2360.966920431608,1247.0,62.0,nonessential
1057,HNEAP_RS12230,HNEAP_RS12230,1,NC_013422.1,1144401,1146410,-,,hypothetical protein,0.5224,45,0.9613055097544844,2314.8236674887985,2009.0,95.0,0.9468423348791908,2279.9963423890913,2009.0,91.0,nonessential
1058,HNEAP_RS05330,HNEAP_RS05330,1,NC_013422.1,1146337,1148001,+,,energy-dependent translational throttle protein EttA,0.5441,24,0.6278057310800316,1511.756200440716,1664.0,68.0,0.675292287506446,1626.103828315522,1664.0,67.0,nonessential
1059,HNEAP_RS05335,HNEAP_RS05335,1,NC_013422.1,1148039,1148905,+,,HDOD domain-containing protein,0.5202,22,0.00884304849901226,21.29406078562152,866.0,21.0,0.004477983213779007,10.782983578779849,866.0,19.0,nonessential
1060,HNEAP_RS05340,HNEAP_RS05340,1,NC_013422.1,1148902,1149201,-,,hypothetical protein,0.5067,4,0.9457243734974101,2277.3042913817635,299.0,17.0,0.9572151290281004,2304.9740306996655,299.0,17.0,nonessential
1061,HNEAP_RS05345,HNEAP_RS05345,1,NC_013422.1,1149297,1149881,+,,ADP-ribose pyrophosphatase,0.5145,11,0.9998971623674017,2407.7523669807033,584.0,42.0,0.9999473842439057,2407.8733012593248,584.0,42.0,nonessential
1062,HNEAP_RS05350,HNEAP_RS05350,1,NC_013422.1,1150262,1152844,+,,aconitate hydratase B,0.5629,50,8.05949202267344e-41,1.9407256790597644e-37,2582.0,3.0,1.810450386097419e-39,4.359564529722585e-36,2582.0,3.0,essential
1063,HNEAP_RS05355,HNEAP_RS05355,1,NC_013422.1,1152952,1154061,+,,hypothetical protein,0.3468,66,3.165090933181158e-05,0.07621538967100229,1109.0,20.0,6.800101054005695e-05,0.16374643338045713,1109.0,20.0,nonessential
1064,HNEAP_RS05360,HNEAP_RS05360,1,NC_013422.1,1154084,1154797,-,,YebC/PmpR family DNA-binding regulatory protein,0.535,10,0.8809946300865342,2121.4350692483745,713.0,34.0,0.8788124162082444,2116.1802982294525,713.0,33.0,nonessential
1065,HNEAP_RS05365,HNEAP_RS05365,1,NC_013422.1,1155071,1155289,+,,hypothetical protein,0.5708,2,0.946066420906809,2278.127941543596,218.0,13.0,0.9195465556951248,2214.2681061138605,218.0,12.0,nonessential
1066,HNEAP_RS05370,HNEAP_RS05370,1,NC_013422.1,1155299,1155766,+,,YcgN family cysteine cluster protein,0.5192,7,0.9996933822845415,2407.261664541176,467.0,34.0,0.9996369583128262,2407.1257956172853,467.0,33.0,nonessential
1067,HNEAP_RS05375,HNEAP_RS05375,1,NC_013422.1,1155793,1156740,-,,tRNA glutamyl-Q(34) synthetase GluQRS,0.5601,21,0.9274750037554428,2233.359809043106,947.0,46.0,0.8463726248658217,2038.0652806768985,947.0,42.0,nonessential
1068,HNEAP_RS05380,HNEAP_RS05380,1,NC_013422.1,1156817,1158967,+,,lytic transglycosylase,0.5407,53,5.447793762686057e-06,0.013118287380548025,2150.0,48.0,2.860173286679765e-06,0.006887297274324874,2150.0,45.0,essential
1069,HNEAP_RS05385,HNEAP_RS05385,1,NC_013422.1,1158967,1160454,+,,exodeoxyribonuclease I,0.5531,24,0.9989872823833615,2405.5613759791345,1487.0,83.0,0.9993581732742142,2406.4544812443078,1487.0,82.0,nonessential
1070,HNEAP_RS12235,HNEAP_RS12235,1,NC_013422.1,1160509,1161174,+,,CBS domain-containing protein,0.545,15,0.9416919754056757,2267.594276776867,665.0,34.0,0.9587116846491758,2308.5777366352154,665.0,34.0,nonessential
1071,HNEAP_RS05395,HNEAP_RS05395,1,NC_013422.1,1161187,1161615,-,,DUF1841 domain-containing protein,0.5478,7,0.8667598690856047,2087.157764758136,428.0,21.0,0.3203816128885772,771.4789238356939,428.0,14.0,nonessential
1072,HNEAP_RS05400,HNEAP_RS05400,1,NC_013422.1,1161602,1162309,-,,endonuclease III,0.5494,19,0.9999999999999988,2407.9999999999973,707.0,77.0,0.9999999999999382,2407.9999999998513,707.0,72.0,nonessential
1073,HNEAP_RS05405,HNEAP_RS05405,1,NC_013422.1,1162496,1163041,+,,hypothetical protein,0.5403,16,0.9928146588280736,2390.6976984580015,545.0,33.0,0.9973950210892987,2401.7272107830313,545.0,34.0,nonessential
1074,HNEAP_RS05410,HNEAP_RS05410,1,NC_013422.1,1163053,1163628,+,,ATP:cob(I)alamin adenosyltransferase,0.5799,7,0.08328095101856005,200.5405300526926,575.0,16.0,0.2190143200806688,527.3864827542504,575.0,18.0,nonessential
1075,HNEAP_RS05415,HNEAP_RS05415,1,NC_013422.1,1163631,1164827,-,,pyridoxal phosphate-dependent aminotransferase,0.5272,30,0.8155510754141624,1963.846989597303,1196.0,53.0,0.8678878801476697,2089.8740153955887,1196.0,53.0,nonessential
1076,HNEAP_RS05420,HNEAP_RS05420,1,NC_013422.1,1164824,1166926,-,,SAM-dependent methyltransferase,0.5311,42,0.42126234410448926,1014.3997246036101,2102.0,81.0,0.31291285029743826,753.4941435162314,2102.0,76.0,nonessential
1077,HNEAP_RS05425,HNEAP_RS05425,1,NC_013422.1,1166997,1167746,-,,DUF481 domain-containing protein,0.5187,22,0.9999999237721419,2407.9998164433177,749.0,61.0,0.9999999736893438,2407.9999366439397,749.0,61.0,nonessential
1078,HNEAP_RS05430,HNEAP_RS05430,1,NC_013422.1,1167853,1168593,-,,1-acyl-sn-glycerol-3-phosphate acyltransferase,0.556,19,0.8742830311545575,2105.2735390201747,740.0,35.0,0.8732253425312139,2102.726624815163,740.0,34.0,nonessential
1079,HNEAP_RS05435,HNEAP_RS05435,1,NC_013422.1,1168602,1169171,-,,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,0.5474,16,9.828538533219932e-11,2.3667120787993597e-07,569.0,0.0,1.992279623293549e-10,4.797409332890866e-07,569.0,0.0,essential
1080,HNEAP_RS05440,HNEAP_RS05440,1,NC_013422.1,1169168,1169932,-,,UDP-2 3-diacylglucosamine diphosphatase,0.5529,16,3.6546839907228185e-14,8.800479049660547e-11,764.0,0.0,9.437882338863378e-14,2.2726420671983013e-10,764.0,0.0,essential
1081,HNEAP_RS05445,HNEAP_RS05445,1,NC_013422.1,1169985,1170500,-,,cyclophilin,0.5756,11,0.998306177110554,2403.921274482214,515.0,34.0,0.9318691165627822,2243.9408326831795,515.0,26.0,nonessential
1082,HNEAP_RS05450,HNEAP_RS05450,1,NC_013422.1,1170821,1172185,+,,cysteine--tRNA ligase,0.5575,32,1.683900986459027e-21,4.054833575393337e-18,1364.0,2.0,3.096492222148839e-22,7.4563532709344045e-19,1364.0,1.0,essential
1083,HNEAP_RS05460,HNEAP_RS05460,1,NC_013422.1,1172534,1173697,+,,phosphoesterase DHHA1,0.5593,22,6.762297935968745e-14,1.6283613429812738e-10,1163.0,6.0,3.006460259513733e-14,7.239556304909068e-11,1163.0,5.0,essential
1084,HNEAP_RS05465,HNEAP_RS05465,1,NC_013422.1,1173726,1174253,+,,transcription elongation factor GreB,0.5417,6,0.999999999952791,2407.999999886321,527.0,55.0,0.9999999999849053,2407.999999963652,527.0,55.0,nonessential
1085,HNEAP_RS05470,HNEAP_RS05470,1,NC_013422.1,1174386,1176647,+,,lysine decarboxylase,0.5349,38,0.3288425427848988,791.8528430260362,2261.0,85.0,0.3967362149095232,955.3408055021318,2261.0,84.0,nonessential
1086,HNEAP_RS05475,HNEAP_RS05475,1,NC_013422.1,1176647,1177618,+,,UDP-glucose 4-epimerase GalE,0.5412,26,0.7951796640403714,1914.7926310092143,971.0,43.0,0.7583686875830955,1826.151799700094,971.0,41.0,nonessential
1087,HNEAP_RS05480,HNEAP_RS05480,1,NC_013422.1,1177784,1179124,+,,sensor domain-containing diguanylate cyclase,0.5287,28,0.8130159032362279,1957.7422949928366,1340.0,59.0,0.7609519798128732,1832.3723673893987,1340.0,56.0,nonessential
1088,HNEAP_RS05485,HNEAP_RS05485,5,NC_013422.1,1179338,1179414,+,,tRNA-Met,0.5974,4,0.04605959768587042,110.91151122757596,76.0,0.0,0.050618222825274,121.8886805632598,76.0,0.0,ambiguous
1089,HNEAP_RS05490,HNEAP_RS05490,1,NC_013422.1,1179635,1180537,+,,LysR family transcriptional regulator,0.5227,31,0.07405707460690635,178.32943565343047,902.0,27.0,0.05001430155936908,120.43443815496074,902.0,25.0,nonessential
1090,HNEAP_RS05495,HNEAP_RS05495,1,NC_013422.1,1180592,1182862,-,,VWA domain-containing protein,0.5487,51,0.9987835644608726,2405.070823221781,2270.0,119.0,0.9994051838879934,2406.567682802288,2270.0,118.0,nonessential
1091,HNEAP_RS12520,HNEAP_RS12520,1,NC_013422.1,1182855,1183082,-,,hypothetical protein,0.5219,5,0.2004168572656926,482.6037922957878,227.0,6.0,0.22633338625147975,545.0107940935633,227.0,6.0,nonessential
1092,HNEAP_RS05500,HNEAP_RS05500,1,NC_013422.1,1183099,1183902,-,,CbbQ/NirQ/NorQ/GpvN family protein,0.5311,16,0.059937672181572754,144.3299146132272,803.0,23.0,0.05600212090510886,134.85310713950213,803.0,22.0,nonessential
1093,HNEAP_RS05505,HNEAP_RS05505,1,NC_013422.1,1184110,1185489,-,,ribulose-bisphosphate carboxylase,0.5478,28,0.2845186245494233,685.1208479150113,1379.0,50.0,0.3658257569729993,880.9084227909823,1379.0,50.0,nonessential
1094,HNEAP_RS05510,HNEAP_RS05510,1,NC_013422.1,1185619,1186521,+,,LysR family transcriptional regulator,0.5183,20,0.9999457607712497,2407.8693919371694,902.0,60.0,0.9999769074211458,2407.944393070119,902.0,60.0,nonessential
1095,HNEAP_RS05515,HNEAP_RS05515,1,NC_013422.1,1186731,1188089,-,,dicarboxylate/amino acid:cation symporter,0.5136,42,0.8543214334530986,2057.2060117550614,1358.0,61.0,0.9010933336037513,2169.8327473178333,1358.0,61.0,nonessential
1096,HNEAP_RS05520,HNEAP_RS05520,1,NC_013422.1,1188327,1189022,-,,urea ABC transporter ATP-binding subunit UrtE,0.5431,19,0.8733139316990985,2102.9399475314294,695.0,33.0,0.9049963543956173,2179.2312213846467,695.0,33.0,nonessential
1097,HNEAP_RS05525,HNEAP_RS05525,1,NC_013422.1,1189010,1189840,-,,urea ABC transporter ATP-binding protein UrtD,0.5451,11,0.83890127496314,2020.0742701112413,830.0,38.0,0.796792576335372,1918.6765238155758,830.0,36.0,nonessential
1098,HNEAP_RS05530,HNEAP_RS05530,1,NC_013422.1,1189840,1190991,-,,urea ABC transporter permease subunit UrtC,0.5564,30,0.2196206813520388,528.8466006957094,1151.0,40.0,0.18797452068529624,452.64264581019336,1151.0,38.0,nonessential
1099,HNEAP_RS05535,HNEAP_RS05535,1,NC_013422.1,1190995,1192680,-,,urea ABC transporter permease subunit UrtB,0.5641,35,0.997602532829704,2402.2268990539274,1685.0,90.0,0.9985274177305075,2404.454021895062,1685.0,89.0,nonessential
1100,HNEAP_RS05540,HNEAP_RS05540,1,NC_013422.1,1192748,1194049,-,,urea ABC transporter substrate-binding protein,0.5422,21,0.9995554518724675,2406.9295281089016,1301.0,76.0,0.9997046804616649,2407.2888705516893,1301.0,75.0,nonessential
1101,HNEAP_RS05545,HNEAP_RS05545,1,NC_013422.1,1194089,1194889,-,,GntR family transcriptional regulator,0.5705,13,0.5647167268656811,1359.8378782925602,800.0,32.0,0.48959154068306154,1178.9364299648123,800.0,30.0,nonessential
1102,HNEAP_RS05550,HNEAP_RS05550,1,NC_013422.1,1194886,1198512,-,,urea carboxylase,0.579,72,0.9999854985333531,2407.965080468314,3626.0,195.0,0.9999718192531506,2407.9321407615867,3626.0,188.0,nonessential
1103,HNEAP_RS05555,HNEAP_RS05555,1,NC_013422.1,1198505,1200355,-,,allophanate hydrolase,0.5613,42,0.9999823051274948,2407.957390747007,1850.0,110.0,0.9999872503364433,2407.9692988101556,1850.0,108.0,nonessential
1104,HNEAP_RS12240,HNEAP_RS12240,1,NC_013422.1,1200559,1201596,-,,molybdopterin molybdenumtransferase MoeA,0.5934,21,0.9999999973054934,2407.999993511628,1037.0,82.0,0.9999999967641201,2407.999992208001,1037.0,80.0,nonessential
1105,HNEAP_RS05565,HNEAP_RS05565,1,NC_013422.1,1201593,1202195,-,,molybdenum cofactor guanylyltransferase,0.6003,8,0.9999997796139962,2407.9994693105027,602.0,51.0,0.9999999127445953,2407.9997898889856,602.0,51.0,nonessential
1106,HNEAP_RS05570,HNEAP_RS05570,1,NC_013422.1,1202192,1203046,-,,uroporphyrinogen III synthase HEM4,0.5953,23,0.9999276875132727,2407.8258715319607,854.0,57.0,0.9996607059027716,2407.1829798138738,854.0,53.0,nonessential
1107,HNEAP_RS05575,HNEAP_RS05575,1,NC_013422.1,1203101,1203934,-,,formate transporter,0.5576,17,0.9999999680512571,2407.999923067427,833.0,67.0,0.9999999773124514,2407.999945368383,833.0,66.0,nonessential
1108,HNEAP_RS05580,HNEAP_RS05580,1,NC_013422.1,1204033,1205481,-,,uroporphyrinogen-III C-methyltransferase,0.6073,22,0.999999997251375,2407.999993381311,1448.0,105.0,0.9999999917979857,2407.9999802495495,1448.0,101.0,nonessential
1109,HNEAP_RS05585,HNEAP_RS05585,1,NC_013422.1,1205486,1208245,-,,nitrate reductase,0.5909,50,0.9997996219105729,2407.5174895606597,2759.0,147.0,0.999925132500511,2407.8197190612304,2759.0,146.0,nonessential
1110,HNEAP_RS05590,HNEAP_RS05590,1,NC_013422.1,1208249,1208611,-,,nitrite reductase (NAD(P)H) small subunit,0.5785,5,0.865738925346647,2084.6993322347257,362.0,18.0,0.8905425196702494,2144.4263873659606,362.0,18.0,nonessential
1111,HNEAP_RS05595,HNEAP_RS05595,1,NC_013422.1,1208623,1211061,-,,nitrite reductase large subunit,0.5761,42,0.9994228445111404,2406.610209582826,2438.0,129.0,0.9998216098951918,2407.570436627622,2438.0,129.0,nonessential
1112,HNEAP_RS05600,HNEAP_RS05600,1,NC_013422.1,1211661,1213136,+,,nitrate ABC transporter substrate-binding protein,0.5325,32,0.9946749010873956,2395.177161818449,1475.0,78.0,0.9974701674255915,2401.908163160824,1475.0,78.0,nonessential
1113,HNEAP_RS05605,HNEAP_RS05605,1,NC_013422.1,1213133,1214095,+,,ABC transporter permease,0.5493,20,0.9998224786372744,2407.5725285585568,962.0,61.0,0.9999214411517682,2407.810830293458,962.0,61.0,nonessential
1114,HNEAP_RS05610,HNEAP_RS05610,1,NC_013422.1,1214125,1214922,+,,ABC transporter ATP-binding protein,0.5226,14,0.42920233628401194,1033.5192257719007,797.0,30.0,0.6405693804952324,1542.4910682325196,797.0,32.0,nonessential
1115,HNEAP_RS05615,HNEAP_RS05615,1,NC_013422.1,1214974,1216257,+,,ANTAR domain-containing protein with unknown sensor,0.5296,24,0.9999999997010257,2407.99999928007,1283.0,99.0,0.999999999872955,2407.9999996940755,1283.0,98.0,nonessential
1116,HNEAP_RS05620,HNEAP_RS05620,1,NC_013422.1,1216991,1218451,+,,cytochrome-c oxidase  cbb3-type subunit I,0.5099,49,0.9999999712437072,2407.999930754847,1460.0,102.0,0.999999998291653,2407.9999958863004,1460.0,104.0,nonessential
1117,HNEAP_RS05625,HNEAP_RS05625,1,NC_013422.1,1218603,1220789,+,,DNA helicase II,0.5524,39,0.24925966494113652,600.2172731782567,2186.0,80.0,0.34772650274241007,837.3254186037235,2186.0,80.0,nonessential
1118,HNEAP_RS05630,HNEAP_RS05630,1,NC_013422.1,1220822,1221505,-,,metal-dependent transcriptional regulator,0.5512,9,0.039692948039505814,95.58061887913,683.0,18.0,0.03396121666784667,81.77860973617479,683.0,17.0,nonessential
1119,HNEAP_RS05635,HNEAP_RS05635,1,NC_013422.1,1221520,1222059,-,,gamma carbonic anhydrase family protein,0.5389,9,0.9938798460905487,2393.262669386041,539.0,33.0,0.9960960845979027,2398.5993717117494,539.0,33.0,nonessential
1120,HNEAP_RS05640,HNEAP_RS05640,1,NC_013422.1,1222290,1222757,+,,cytochrome C prime,0.5043,7,0.11249407171855688,270.88572469828495,467.0,13.0,0.08820938410489627,212.40819692459021,467.0,12.0,nonessential
1121,HNEAP_RS05645,HNEAP_RS05645,1,NC_013422.1,1223002,1224645,+,,methyl-accepting chemotaxis protein,0.5043,30,0.027897346363589752,67.17681004352413,1643.0,50.0,0.025648750048545946,61.76219011689864,1643.0,48.0,nonessential
1122,HNEAP_RS05650,HNEAP_RS05650,1,NC_013422.1,1224683,1224997,-,,Na+/H+ antiporter subunit G,0.4952,3,4.195883868371321e-05,0.10103688355038141,314.0,1.0,6.016841064383363e-05,0.14488553283035138,314.0,1.0,nonessential
1123,HNEAP_RS05655,HNEAP_RS05655,1,NC_013422.1,1225000,1225308,-,,K+/H+ antiporter subunit F,0.5049,11,0.00036164716426455697,0.8708463715490532,308.0,2.0,0.0005000120767876762,1.2040290809047245,308.0,2.0,nonessential
1124,HNEAP_RS05660,HNEAP_RS05660,1,NC_013422.1,1225305,1225823,-,,Na+/H+ antiporter subunit E,0.5511,12,7.753030315808853e-10,1.866929700046772e-06,518.0,0.0,1.4751241124760017e-09,3.5520988628422122e-06,518.0,0.0,essential
1125,HNEAP_RS05665,HNEAP_RS05665,1,NC_013422.1,1225820,1227442,-,,monovalent cation/H+ antiporter subunit D,0.5514,39,2.520962287430043e-18,6.070477188131544e-15,1622.0,9.0,1.426418608025032e-17,3.434816008124277e-14,1622.0,9.0,essential
1126,HNEAP_RS05670,HNEAP_RS05670,1,NC_013422.1,1227439,1227795,-,,Na+/H+ antiporter subunit C,0.5406,9,0.00035615016664772585,0.8576096012877238,356.0,3.0,0.0005072971073254053,1.2215714344395758,356.0,3.0,nonessential
1127,HNEAP_RS05675,HNEAP_RS05675,1,NC_013422.1,1227795,1230626,-,,monovalent cation/H+ antiporter subunit A,0.5526,60,2.186681477048485e-33,5.265528996732752e-30,2831.0,13.0,5.5719946852662066e-33,1.3417363202121026e-29,2831.0,12.0,essential
1128,HNEAP_RS05680,HNEAP_RS05680,1,NC_013422.1,1230935,1232305,+,,polynucleotide adenylyltransferase PcnB,0.5492,25,5.8435708221672374e-09,1.4071318539778708e-05,1370.0,18.0,1.834030030463722e-08,4.4163443133566426e-05,1370.0,18.0,essential
1129,HNEAP_RS05685,HNEAP_RS05685,1,NC_013422.1,1232325,1232879,+,,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,0.5586,8,4.3115724051892326e-09,1.0382266351695672e-05,554.0,1.0,9.646626433164792e-08,0.00023229076451060818,554.0,2.0,essential
1130,HNEAP_RS05690,HNEAP_RS05690,1,NC_013422.1,1232884,1233726,+,,3-methyl-2-oxobutanoate hydroxymethyltransferase,0.567,20,1.5523662253064077e-15,3.7380978705378295e-12,842.0,0.0,4.416561323947195e-15,1.0635079668064846e-11,842.0,0.0,essential
1131,HNEAP_RS05695,HNEAP_RS05695,1,NC_013422.1,1233727,1234578,+,,pantoate--beta-alanine ligase,0.5481,18,3.8999737983383403e-14,9.391136906398724e-11,851.0,1.0,1.0879179629167347e-13,2.6197064547034974e-10,851.0,1.0,essential
1132,HNEAP_RS05700,HNEAP_RS05700,1,NC_013422.1,1234631,1235590,+,,acetyl-CoA carboxylase carboxyltransferase subunit alpha,0.5542,12,5.522096933571405e-16,1.3297209416039943e-12,959.0,1.0,1.76132817381446e-15,4.24127824254522e-12,959.0,1.0,essential
1133,HNEAP_RS05705,HNEAP_RS05705,1,NC_013422.1,1235628,1236962,+,,tRNA(Ile)-lysidine synthetase,0.5543,21,1.5956522605879822e-17,3.842330643495861e-14,1334.0,5.0,6.478407606140978e-16,1.5600005515587475e-12,1334.0,6.0,essential
1134,HNEAP_RS05710,HNEAP_RS05710,1,NC_013422.1,1237117,1237866,+,,Nif3-like dinuclear metal center hexameric protein,0.5347,15,0.9825822956317127,2366.058167881164,749.0,41.0,0.9889687007270715,2381.4366313507885,749.0,41.0,nonessential
1135,HNEAP_RS05715,HNEAP_RS05715,1,NC_013422.1,1238164,1238760,+,,ubiquinol-cytochrome c reductase iron-sulfur subunit,0.536,16,3.293182785868707e-11,7.929984148371847e-08,596.0,0.0,6.903006277537521e-11,1.662243911631035e-07,596.0,0.0,essential
