,Locus Id,NCBI Accession number,NCBI gi number,First base pair in the CDS,Last base pair in the CDS,Gene length,Direction of CDS,Gene description,Fraction GC,Number of TA pairs,Uncorrected replicate 1 p value,Bonferroni corrected replicate 1 p value,Number of transposon insertions seen in replicate 1,Uncorrected replicate 2 p value,Bonferroni corrected replicate 2 p value,Number of transposon insertions seen in replicate 2,Is the gene essential?
1113,HNEAP_RS05870,WP_012824038.1,502586277.0,1270978,1271643,665.0,+,outer membrane lipoprotein LolB,0.5255,18,5.736502878267411e-11,1.3813498930867927e-07,1.0,1.2705052863272414e-10,3.059376729475997e-07,1.0,essential
1114,HNEAP_RS05875,WP_012824039.1,502586278.0,1271640,1272539,899.0,+,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,0.5333,22,5.888862523334124e-15,1.4180380956188571e-11,1.0,1.74354078810402e-14,4.1984462177544803e-11,1.0,essential
1115,HNEAP_RS05885,WP_012824040.1,502586279.0,1272716,1273672,956.0,+,ribose-phosphate pyrophosphokinase,0.5392,18,1.5345265101859465e-17,3.695139836527759e-14,0.0,5.0297292183556126e-17,1.2111587957800314e-13,0.0,essential
1116,HNEAP_RS05890,WP_012824041.1,502586280.0,1273919,1274533,614.0,+,50S ribosomal protein L25,0.5203,9,2.8076840233161033e-05,0.06760903128145176,7.0,1.3298806873578342e-05,0.03202352695157665,6.0,ambiguous
1117,HNEAP_RS05895,WP_012824042.1,502586281.0,1274658,1275242,584.0,+,aminoacyl-tRNA hydrolase,0.506,11,1.41733272822786e-07,0.00034129372095726866,3.0,3.2866463535112055e-08,7.914244419254983e-05,2.0,essential
1118,HNEAP_RS05900,WP_012824043.1,502586282.0,1275315,1276409,1094.0,+,redox-regulated ATPase YchF,0.5397,15,0.9983481751452304,2404.022405749715,63.0,0.9987282877800743,2404.937716974419,62.0,nonessential
1119,HNEAP_RS05905,WP_041600785.1,753845168.0,1276522,1277529,1007.0,+,porphobilinogen synthase,0.5665,20,2.6679228298972943e-13,6.424358174392684e-10,4.0,8.231449842897102e-13,1.9821331221696223e-09,4.0,essential
1120,HNEAP_RS05910,WP_012824046.1,502586285.0,1278257,1279225,968.0,-,DUF697 domain-containing protein,0.5459,19,0.16503622229080334,397.40722327625446,32.0,0.16807097578158597,404.71490968205904,31.0,nonessential
1121,HNEAP_RS05915,WP_012824047.1,502586286.0,1279241,1280572,1331.0,-,hypothetical protein,0.542,37,0.005255690046802105,12.655701632699468,35.0,0.003805579607529612,9.163835694931306,33.0,nonessential
1122,HNEAP_RS05920,WP_049772478.1,908628445.0,1280737,1282026,1289.0,-,EAL domain-containing protein,0.5101,27,0.7366005717317983,1773.7341767301702,55.0,0.7179875980695208,1728.9141361514062,53.0,nonessential
1123,HNEAP_RS05925,WP_012824049.1,502586289.0,1282299,1283225,926.0,+,cation diffusion facilitator transporter,0.521,21,0.05475467202355834,131.84925023272848,27.0,0.023498156059354677,56.58355979092606,24.0,nonessential
1124,HNEAP_RS05930,WP_012824050.1,502586290.0,1283222,1283443,221.0,+,hypothetical protein,0.5,8,0.9985572964933362,2404.5259699559538,18.0,0.9996011944189881,2407.039676160923,19.0,nonessential
1125,HNEAP_RS05935,WP_012824051.1,502586291.0,1283509,1285296,1787.0,-,ABC transporter ATP-binding protein,0.5235,40,0.6288926303926667,1514.3734539855416,73.0,0.6367667352799067,1533.3342985540153,71.0,nonessential
1126,HNEAP_RS05940,WP_012824052.1,502586292.0,1285373,1286902,1529.0,-,apolipoprotein N-acyltransferase,0.5464,32,2.6416225163336185e-24,6.361027019331353e-21,2.0,1.6569516926091032e-23,3.9899396758027205e-20,2.0,essential
1127,HNEAP_RS05945,WP_012824053.1,502586293.0,1286899,1287798,899.0,-,ion transporter,0.5222,19,6.139778732031754e-05,0.14784587186732462,15.0,4.8105169624188306e-05,0.11583724845504544,14.0,nonessential
1128,HNEAP_RS05950,WP_012824054.1,502586294.0,1287874,1288359,485.0,-,rRNA maturation RNase YbeY,0.5165,10,6.535618770776024e-07,0.0015737770000028666,2.0,1.123694680590866e-06,0.0027058567908628053,2.0,essential
1129,HNEAP_RS05955,WP_041600383.1,753844766.0,1288356,1289342,986.0,-,PhoH family protein,0.5491,18,4.4326799233659034e-05,0.10673893255465096,17.0,0.0004307761428345603,1.0373089519456213,19.0,nonessential
1130,HNEAP_RS05960,WP_049772479.1,908628446.0,1289369,1290748,1379.0,-,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,0.5493,33,0.440758060348074,1061.3454093181622,53.0,0.420259123163329,1011.9839685772962,51.0,nonessential
1131,HNEAP_RS05965,WP_012824057.1,502586297.0,1290904,1291977,1073.0,-,tRNA dihydrouridine(20/20a) synthase DusA,0.554,24,0.8595485495259505,2069.792907258489,49.0,0.9243465062105537,2225.8263869550133,50.0,nonessential
1132,HNEAP_RS05970,WP_012824058.1,502586298.0,1291982,1293652,1670.0,-,ubiquinone biosynthesis regulatory protein kinase UbiB,0.5206,28,2.427886328159137e-25,5.846350278207202e-22,3.0,7.778596477085985e-26,1.8730860316823054e-22,2.0,essential
1133,HNEAP_RS05975,WP_081441113.1,1174219932.0,1293649,1294398,749.0,-,hypothetical protein,0.5267,15,1.8591120774156922e-08,4.4767418824169865e-05,5.0,6.526964967926188e-09,1.5716931642766263e-05,4.0,essential
1134,HNEAP_RS05980,WP_012824060.1,502586300.0,1294461,1295402,941.0,+,CHAD domain-containing protein,0.482,26,0.910295528896668,2191.9916335831763,45.0,0.9162954940055386,2206.439549565337,44.0,nonessential
1135,HNEAP_RS12245,WP_012824062.1,502586302.0,1297751,1298452,701.0,+,hypothetical protein,0.5328,11,0.9999998023951929,2407.9995241676247,57.0,0.9999999270282413,2407.9998242840047,57.0,nonessential
1136,HNEAP_RS05995,WP_081441183.1,1174220002.0,1298813,1299316,503.0,+,SUF system Fe-S cluster assembly regulator,0.5615,6,0.9274845418617528,2233.3827768031006,26.0,0.616595819293785,1484.7627328594344,20.0,nonessential
1137,HNEAP_RS06000,WP_041600794.1,753845177.0,1299390,1300874,1484.0,+,Fe-S cluster assembly protein SufB,0.5407,39,3.1991718980270046e-22,7.703605930449027e-19,3.0,1.839353330554389e-21,4.429162819974969e-18,3.0,essential
1138,HNEAP_RS06005,WP_012824065.1,502586305.0,1300915,1301673,758.0,+,Fe-S cluster assembly ATPase SufC,0.5217,13,4.6599063434045397e-14,1.1221054474918132e-10,0.0,1.1944448981892997e-13,2.876223314839834e-10,0.0,essential
1139,HNEAP_RS06010,WP_012824066.1,502586306.0,1301670,1302950,1280.0,+,Fe-S cluster assembly protein SufD,0.5597,23,4.461509578950937e-20,1.0743315066113856e-16,2.0,2.054573319351791e-19,4.947412552999113e-16,2.0,essential
1140,HNEAP_RS06015,WP_012824067.1,502586307.0,1302962,1304191,1229.0,+,cysteine desulfurase,0.565,27,0.032066414156175185,77.21592528806984,36.0,0.016457429064624357,39.629489187615455,33.0,nonessential
1141,HNEAP_RS06020,WP_012824068.1,502586308.0,1304200,1304745,545.0,+,putative Fe-S cluster assembly protein SufT,0.5568,14,2.5977561046378015e-10,6.255396699967826e-07,0.0,1.1663541523404259e-08,2.8085807988357454e-05,1.0,essential
1142,HNEAP_RS06025,WP_012824069.1,502586309.0,1304774,1305112,338.0,+,(2Fe-2S)-binding protein,0.5457,13,0.13499185680857448,325.0603911950473,9.0,0.15990029250736557,385.0399043577363,9.0,nonessential
1143,HNEAP_RS06030,WP_012824070.1,502586310.0,1305146,1305574,428.0,+,iron-sulfur cluster assembly accessory protein,0.5058,12,0.0017888736642772257,4.307607783579559,6.0,0.015402752425650684,37.08982784096685,8.0,nonessential
1144,HNEAP_RS06035,WP_012824071.1,502586311.0,1305567,1306004,437.0,+,Fe-S metabolism associated SufE,0.5,11,3.9285260395917084e-07,0.0009459890703336834,1.0,3.546211520420497e-08,8.539277341172557e-05,0.0,essential
1145,HNEAP_RS06040,WP_041600798.1,753845181.0,1306051,1306272,221.0,-,hypothetical protein,0.4685,4,0.8288125969069827,1995.7807333520143,11.0,0.8522358399639341,2052.1839026331536,11.0,nonessential
1146,HNEAP_RS06045,WP_012824073.1,502586313.0,1306348,1307127,779.0,-,oxidoreductase molybdopterin-binding protein,0.4962,23,0.02261648008459247,54.46048404369867,20.0,0.02010558167793307,48.41424068046284,19.0,nonessential
1147,HNEAP_RS06050,WP_012824074.1,502586314.0,1307181,1307825,644.0,-,cytochrome b561,0.5209,15,0.1528785602605395,368.1315731073791,20.0,0.0382928474869521,92.20917674858066,16.0,nonessential
1148,HNEAP_RS06055,WP_012824076.1,502586316.0,1308088,1308492,404.0,+,ECF subfamily RNA polymerase sigma-24 subunit,0.5235,10,0.01972610970340477,47.50047216579869,8.0,0.011807928466618928,28.43349174761838,7.0,nonessential
1149,HNEAP_RS06060,WP_012824077.1,502586317.0,1308489,1311455,2966.0,-,Tn3 family transposase,0.6471,27,0.9999999999999999,2407.9999999999995,218.0,0.9999999999999999,2407.9999999999995,213.0,nonessential
1150,HNEAP_RS06065,WP_012824078.1,502586318.0,1311463,1312023,560.0,-,transposase,0.6132,4,0.9937040700929954,2392.839400783933,34.0,0.9812064583245158,2362.745151645434,31.0,nonessential
1151,HNEAP_RS06070,WP_004636771.1,490774562.0,1312142,1313143,1001.0,-,DUF3330 domain-containing protein,0.6347,8,0.9677720616157899,2330.395124370822,51.0,0.9452334891656211,2276.122241910816,48.0,nonessential
1152,HNEAP_RS06075,WP_004099015.1,490200521.0,1313140,1313376,236.0,-,hypothetical protein,0.6624,3,0.7695693457258974,1853.122984507961,11.0,0.7984493468078228,1922.6660271132373,11.0,nonessential
1153,HNEAP_RS06085,WP_012824079.1,502586319.0,1313628,1315325,1697.0,-,mercury(II) reductase,0.6643,17,0.931701344479159,2243.5368375058147,79.0,0.9347718509922862,2250.930617189425,77.0,nonessential
1154,HNEAP_RS06090,WP_012824080.1,502586321.0,1315366,1315788,422.0,-,mercury transporter MerC,0.6619,2,0.9999566905193982,2407.8957107707106,34.0,0.9999764879959073,2407.943383094145,34.0,nonessential
1155,HNEAP_RS06095,WP_012824081.1,502586322.0,1315824,1316099,275.0,-,mercuric transport protein periplasmic component,0.6232,3,0.9964540701967621,2399.461401033803,20.0,0.9975025095991159,2401.9860431146712,20.0,nonessential
1156,HNEAP_RS06100,WP_012824082.1,502586323.0,1316113,1316463,350.0,-,mercuric ion transporter MerT,0.6268,7,0.9584620469108401,2307.976608961303,20.0,0.9138111551569751,2200.457261617996,18.0,nonessential
1157,HNEAP_RS06105,WP_012824083.1,502586324.0,1316534,1316968,434.0,+,Hg(II)-responsive transcriptional regulator,0.6161,4,0.9332383716172764,2247.2379988544017,23.0,0.9491058180041825,2285.446809754071,23.0,nonessential
1158,HNEAP_RS12525,WP_012824084.1,502586325.0,1317014,1317184,170.0,+,ECF subfamily RNA polymerase sigma-24 subunit,0.5146,9,0.9813412139458381,2363.069643181578,12.0,0.9850936129843928,2372.105420066418,12.0,nonessential
1159,HNEAP_RS06110,WP_012824085.1,502586326.0,1317181,1317822,641.0,+,DUF1109 domain-containing protein,0.5405,17,0.9999999994258746,2407.999998617506,60.0,0.9999999995234057,2407.999998852361,59.0,nonessential
1160,HNEAP_RS06115,WP_012824086.1,502586327.0,1317871,1318197,326.0,-,DUF4282 domain-containing protein,0.5107,9,0.46778115990429225,1126.4170330495358,12.0,0.6234331863690734,1501.2271127767287,13.0,nonessential
1161,HNEAP_RS06120,WP_012824087.1,502586328.0,1318259,1319029,770.0,-,inositol-phosphate phosphatase,0.559,21,2.8663054764931637e-14,6.902063587395538e-11,0.0,7.457323747395886e-14,1.7957235583729295e-10,0.0,essential
1162,HNEAP_RS06130,WP_012824089.1,502586330.0,1319591,1320097,506.0,-,DNA starvation/stationary phase protection protein,0.5286,8,0.9234410732632894,2223.646104418001,26.0,0.9423053947172058,2269.0713904790314,26.0,nonessential
1163,HNEAP_RS06135,WP_012824090.1,502586331.0,1320349,1322070,1721.0,+,glutamine--tRNA ligase/YqeY domain fusion protein,0.5482,46,3.884487362698484e-29,9.35384556937795e-26,1.0,3.1905500553567744e-28,7.682844533299113e-25,1.0,essential
1164,HNEAP_RS06140,WP_012824091.1,502586332.0,1322128,1323432,1304.0,-,pyridine nucleotide-disulfide oxidoreductase,0.5241,29,0.27777797176505065,668.889356010242,47.0,0.35594098369553523,857.1058887388489,47.0,nonessential
1165,HNEAP_RS06145,WP_012824092.1,502586333.0,1323758,1324702,944.0,-,sulfur oxidation protein,0.473,30,0.7538426056267762,1815.252994349277,41.0,0.8510891359775946,2049.422639434048,42.0,nonessential
1166,HNEAP_RS06150,WP_012824093.1,502586334.0,1324918,1325568,650.0,-,ribonuclease HII,0.51,18,0.7757607812424934,1868.031961231924,29.0,0.765749947884749,1843.9258745064758,28.0,nonessential
1167,HNEAP_RS06155,WP_012824094.1,502586335.0,1325613,1326848,1235.0,+,lipid-A-disaccharide synthase,0.5704,19,2.572985751945447e-19,6.195749690684636e-16,2.0,1.8827755843150174e-17,4.533723607030562e-14,3.0,essential
1168,HNEAP_RS06160,WP_012824095.1,502586336.0,1326853,1327638,785.0,-,acetylornithine deacetylase,0.57,14,0.19937868068338244,480.1038630855849,26.0,0.1923348029600943,463.1422055279071,25.0,nonessential
1169,HNEAP_RS06165,WP_012824096.1,502586337.0,1327667,1328404,737.0,-,ATPase AAA,0.5921,11,0.9791709073639376,2357.843544932362,40.0,0.9865941272765726,2375.718658481987,40.0,nonessential
1170,HNEAP_RS06170,WP_081441114.1,1174219933.0,1328397,1329899,1502.0,-,integrase,0.6094,21,0.9999999999994605,2407.999999998701,120.0,0.9999999999999274,2407.9999999998254,120.0,nonessential
1171,HNEAP_RS06175,WP_081441184.1,1174220003.0,1330002,1330379,377.0,-,hypothetical protein,0.5608,6,0.8264451086283974,1990.0798215771808,18.0,0.8565151058409958,2062.4883748651177,18.0,nonessential
1172,HNEAP_RS06180,WP_041600804.1,753845187.0,1330410,1332635,2225.0,-,DNA topoisomerase IV subunit A,0.5764,36,4.2438790075441587e-32,1.0219260650166334e-28,5.0,1.0507852874272705e-36,2.5302909721248672e-33,1.0,essential
1173,HNEAP_RS06185,WP_012824100.1,502586341.0,1332702,1333832,1130.0,-,LPS export ABC transporter permease LptG,0.5411,30,1.3846568080049536e-08,3.334253593675929e-05,13.0,6.598718149298726e-10,1.5889713303511332e-06,10.0,essential
1174,HNEAP_RS06190,WP_012824101.1,502586342.0,1333819,1334934,1115.0,-,LPS export ABC transporter permease LptF,0.5403,28,4.2597110931036507e-16,1.0257384312193591e-12,3.0,1.5496794431017187e-15,3.731628098988939e-12,3.0,essential
1175,HNEAP_RS06195,WP_012824102.1,502586343.0,1334939,1336348,1409.0,-,U32 family peptidase,0.5596,28,2.0131998843448475e-06,0.004847785321502393,25.0,5.3553629070263646e-06,0.012895713880119486,25.0,essential
1176,HNEAP_RS06200,WP_012824103.1,502586344.0,1336544,1336975,431.0,+,BLUF domain-containing protein,0.5255,11,0.9601552418337899,2312.053822335766,24.0,0.9253720947958739,2228.2960042684645,22.0,nonessential
1177,HNEAP_RS12530,WP_012824104.1,502586345.0,1336983,1337165,182.0,+,DUF2256 domain-containing protein,0.5355,3,0.9998698364100399,2407.686566075376,18.0,0.9997387241685122,2407.3708477977775,17.0,nonessential
1178,HNEAP_RS06205,WP_012824105.1,502586347.0,1337175,1338710,1535.0,+,cryptochrome/photolyase family protein,0.5645,36,0.9992400783052564,2406.1701085590576,86.0,0.9977143341214569,2402.496116564468,81.0,nonessential
1179,HNEAP_RS06210,WP_012824106.1,502586348.0,1338734,1340080,1346.0,-,UDP-glucose/GDP-mannose dehydrogenase family protein,0.5338,22,2.121759561181058e-24,5.1091970233239875e-21,0.0,1.1287379739770748e-23,2.718001041336796e-20,0.0,essential
1180,HNEAP_RS06215,WP_012824107.1,502586349.0,1340108,1340680,572.0,-,DUF615 domain-containing protein,0.555,12,0.13034234379461385,313.86436385743013,17.0,0.22627839301445388,544.8783703788049,18.0,nonessential
1181,HNEAP_RS06220,WP_012824108.1,502586350.0,1340703,1342544,1841.0,-,glutamine--fructose-6-phosphate transaminase (isomerizing),0.5532,37,4.1753144311768056e-33,1.0054157150273748e-29,0.0,4.107138506730249e-32,9.88998952420644e-29,0.0,essential
1182,HNEAP_RS06225,WP_012824109.1,502586351.0,1342584,1343864,1280.0,-,glutamate-1-semialdehyde-2 1-aminomutase,0.5699,23,3.072536839424766e-23,7.398668709334837e-20,0.0,1.5059144751169504e-22,3.6262420560816167e-19,0.0,essential
1183,HNEAP_RS06230,WP_012824110.1,502586352.0,1344050,1344700,650.0,-,thiamine phosphate synthase,0.5315,14,1.3325808702880329e-08,3.208854735653583e-05,3.0,3.025870595752916e-09,7.2862963945730215e-06,2.0,essential
1184,HNEAP_RS06235,WP_012824111.1,502586353.0,1344700,1345716,1016.0,-,glucokinase,0.5497,25,0.02407918224499836,57.98267084595605,28.0,0.03680578569767038,88.62833195999028,28.0,nonessential
1185,HNEAP_RS06240,WP_012824112.1,502586354.0,1345713,1348922,3209.0,-,phosphorylase kinase alphabeta,0.5523,50,0.9868002374750316,2376.2149718398764,152.0,0.9705461215572234,2337.075060709794,144.0,nonessential
1186,HNEAP_RS06245,WP_012824113.1,502586355.0,1348932,1349885,953.0,-,Hsp33 protein,0.5891,7,0.9989063233855934,2405.3664267125087,57.0,0.9985390644404729,2404.482067172659,55.0,nonessential
1187,HNEAP_RS06250,WP_012824114.1,502586356.0,1349882,1351360,1478.0,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit B,0.57,33,1.94918050606431e-23,4.693626658602859e-20,2.0,1.1476307737247499e-22,2.7634949031291975e-19,2.0,essential
1188,HNEAP_RS06255,WP_012824115.1,502586357.0,1351357,1352829,1472.0,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A,0.5757,33,7.977436041712146e-25,1.920966598844285e-21,1.0,4.8099655247547716e-24,1.158239698360949e-20,1.0,essential
1189,HNEAP_RS06260,WP_012824117.1,502586359.0,1352955,1353242,287.0,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit C,0.5278,3,8.959313636713799e-06,0.021574027237206826,0.0,1.2795393982395699e-05,0.030811308709608843,0.0,essential
1190,HNEAP_RS06265,WP_012824118.1,502586360.0,1353847,1354884,1037.0,+,rod shape-determining protein,0.5723,19,5.772382101561005e-19,1.3899896100558902e-15,0.0,2.0922256911346512e-18,5.0380794642522404e-15,0.0,essential
1191,HNEAP_RS06270,WP_012824119.1,502586361.0,1354900,1355901,1001.0,+,rod shape-determining protein MreC,0.524,18,3.140834809705305e-14,7.563130221770374e-11,3.0,9.92054065979893e-14,2.3888661908795823e-10,3.0,essential
1192,HNEAP_RS06275,WP_012824120.1,502586362.0,1355891,1356358,467.0,+,rod shape-determining protein MreD,0.515,15,0.021276593385049156,51.23403687119837,10.0,0.014140374244640057,34.05002118109326,9.0,nonessential
1193,HNEAP_RS06280,WP_012824121.1,502586363.0,1356381,1356755,374.0,-,diacylglycerol kinase,0.528,9,0.2758500223599333,664.2468538427194,12.0,0.3161420620810513,761.2700854911715,12.0,nonessential
1194,HNEAP_RS06285,WP_012824122.1,502586364.0,1356765,1357136,371.0,-,glycine cleavage system protein H,0.5081,5,0.9750805798401293,2347.9940362550315,22.0,0.9816734539311855,2363.8696770662946,22.0,nonessential
1195,HNEAP_RS06290,WP_012824123.1,502586365.0,1357377,1358339,962.0,-,sigma-54-dependent Fis family transcriptional regulator,0.5171,20,0.9517688387728086,2291.8593637649233,48.0,0.9397411458653244,2262.8966792437013,46.0,nonessential
1196,HNEAP_RS06295,WP_012824124.1,502586366.0,1358402,1358641,239.0,+,alkylphosphonate utilization operon protein PhnA,0.4875,9,0.7568347300470377,1822.4580299532668,11.0,0.6839137982496903,1646.8644261852544,10.0,nonessential
1197,HNEAP_RS06300,WP_012824125.1,502586367.0,1358670,1359215,545.0,-,peroxiredoxin,0.4762,16,0.9993007839729241,2406.316287806801,37.0,0.9985690113559311,2404.554179345082,35.0,nonessential
1198,HNEAP_RS06305,WP_012824126.1,502586368.0,1359422,1359832,410.0,+,large-conductance mechanosensitive channel protein MscL,0.4915,11,0.00756553561842063,18.217809769156876,7.0,0.004067995686985526,9.795733614261147,6.0,nonessential
1199,HNEAP_RS06310,WP_049772483.1,908628450.0,1359881,1360858,977.0,-,aldo/keto reductase,0.5164,28,0.0011225059991698356,2.702994446000964,21.0,0.003662202673937171,8.818584038840708,22.0,nonessential
1200,HNEAP_RS06315,WP_012824128.1,502586370.0,1361161,1361694,533.0,+,hypothetical protein,0.5281,10,8.802510463892689e-05,0.21196445197053596,6.0,0.00014251913115573972,0.34318606782302125,6.0,nonessential
1201,HNEAP_RS12250,WP_012824129.1,502586371.0,1361810,1364023,2213.0,-,GGDEF domain-containing protein,0.5226,40,0.9292044312837886,2237.524270531363,101.0,0.8717739435228862,2099.23165600311,95.0,nonessential
1202,HNEAP_RS06325,WP_012824130.1,502586372.0,1364203,1365474,1271.0,+,diguanylate cyclase,0.5102,34,0.003181633622573358,7.661373763156646,32.0,0.0035863627117094167,8.635961409796275,31.0,nonessential
1203,HNEAP_RS06330,WP_012824131.1,502586374.0,1365504,1367051,1547.0,-,SulP family inorganic anion transporter,0.522,31,7.629921776176992e-05,0.18372851637034196,34.0,5.226099986298223e-05,0.1258444876700612,32.0,nonessential
1204,HNEAP_RS06335,WP_012824132.1,502586375.0,1367148,1367597,449.0,-,MazG nucleotide pyrophosphohydrolase,0.5289,6,0.14679221170587325,353.4756457877428,13.0,0.177613734920712,427.6938736890745,13.0,nonessential
1205,HNEAP_RS06340,WP_012824133.1,502586376.0,1367594,1368607,1013.0,-,lipoyl synthase,0.5828,15,0.0001243373825860657,0.2994044172672462,19.0,2.7661283478925873e-06,0.006660837061725351,14.0,ambiguous
1206,HNEAP_RS06345,WP_012824134.1,502586377.0,1368649,1369284,635.0,-,lipoyl(octanoyl) transferase LipB,0.5204,18,0.00015559944473933783,0.3746834629323255,9.0,1.6043343026686626e-06,0.0038632370008261393,5.0,ambiguous
1207,HNEAP_RS06350,WP_012824135.1,502586378.0,1369331,1369669,338.0,-,DUF493 domain-containing protein,0.531,2,0.07805300628104286,187.9516391247512,8.0,0.02370241522016762,57.07541585016363,6.0,nonessential
1208,HNEAP_RS06355,WP_012824136.1,502586379.0,1369669,1370526,857.0,-,class IV aminotransferase,0.5536,24,0.8322391238402287,2004.0318102072706,39.0,0.8365574190076762,2014.4302649704844,38.0,nonessential
1209,HNEAP_RS06360,WP_012824137.1,502586380.0,1370526,1371803,1277.0,-,serine hydrolase,0.507,39,9.268220420340278e-12,2.231787477217939e-08,11.0,1.3100557540603258e-12,3.1546142557772646e-09,9.0,essential
1210,HNEAP_RS06365,WP_012824138.1,502586381.0,1371800,1372654,854.0,-,septal ring lytic transglycosylase RlpA family lipoprotein,0.5614,19,0.5528310322889042,1331.2171257516814,34.0,0.4135001091299468,995.7082627849119,31.0,nonessential
1211,HNEAP_RS06370,WP_012824139.1,502586382.0,1372651,1373796,1145.0,-,lytic murein transglycosylase B,0.5489,27,0.9859136868996513,2374.0801580543603,60.0,0.9681069004819292,2331.2014163604854,56.0,nonessential
1212,HNEAP_RS06380,WP_012824141.1,502586384.0,1374991,1376874,1883.0,-,penicillin-binding protein 2,0.5409,45,1.223089316199434e-27,2.9451990734082372e-24,4.0,1.7060176835607965e-25,4.108090582014398e-22,5.0,essential
1213,HNEAP_RS06385,WP_012824142.1,502586385.0,1376946,1377476,530.0,-,inorganic diphosphatase,0.548,9,1.0922785951494618e-08,2.630206857119904e-05,1.0,2.0463362618924684e-08,4.927577718637064e-05,1.0,essential
1214,HNEAP_RS06390,WP_012824143.1,502586386.0,1377654,1378307,653.0,+,adenylate kinase,0.5474,13,9.163757090966485e-11,2.2066327075047296e-07,1.0,1.999585356022249e-10,4.815001537301575e-07,1.0,essential
1215,HNEAP_RS06395,WP_012824144.1,502586387.0,1378325,1380661,2336.0,+,LPS-assembly protein LptD,0.5571,58,8.216411943250173e-42,1.9785119959346417e-38,0.0,1.4944643577490721e-40,3.5986701734597657e-37,0.0,essential
1216,HNEAP_RS06400,WP_012824145.1,502586388.0,1380777,1382174,1397.0,+,SurA domain-containing protein,0.5429,26,1.579867946099362e-23,3.8043220142072636e-20,1.0,1.5244559061661701e-24,3.670889822048137e-21,0.0,essential
1217,HNEAP_RS06405,WP_041600387.1,753844770.0,1382186,1383214,1028.0,+,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,0.6093,14,8.310862696897389e-19,2.0012557374128913e-15,0.0,2.9788310509482397e-18,7.173025170683361e-15,0.0,essential
1218,HNEAP_RS06410,WP_012824147.1,502586390.0,1383214,1384071,857.0,+,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,0.5513,13,0.4053600565972292,976.1070162861279,32.0,0.2733350049596389,658.1906919428105,29.0,nonessential
1219,HNEAP_RS06415,WP_081441115.1,1174219934.0,1384076,1384867,791.0,+,6-phosphogluconolactonase,0.5328,22,0.9743627287428802,2346.2654508128558,42.0,0.9892001938884292,2381.9940668833374,43.0,nonessential
1220,HNEAP_RS06420,WP_012824149.1,502586392.0,1384868,1385296,428.0,+,Co2+/Mg2+ efflux protein ApaG,0.5221,10,0.004825644549877644,11.620152076105366,7.0,0.015402752425650684,37.08982784096685,8.0,nonessential
1221,HNEAP_RS06425,WP_012824150.1,502586393.0,1385302,1385916,614.0,+,class I SAM-dependent methyltransferase,0.548,13,0.9486664407986636,2284.388789443182,32.0,0.9455179900324489,2276.807319998137,31.0,nonessential
1222,HNEAP_RS06430,WP_012824151.1,502586394.0,1385937,1386800,863.0,+,symmetrical bis(5'-nucleosyl)-tetraphosphatase,0.5532,14,0.9998301102425068,2407.5909054639565,56.0,0.9995663816553291,2406.955847026032,53.0,nonessential
1223,HNEAP_RS06435,WP_012824152.1,502586395.0,1386769,1387446,677.0,-,glutathione S-transferase,0.5147,12,0.9663529462380395,2326.977894541199,36.0,0.9772022957410794,2353.1031281445194,36.0,nonessential
1224,HNEAP_RS06440,WP_012824153.1,502586396.0,1387607,1388662,1055.0,+,phosphoribosylformylglycinamidine cyclo-ligase,0.5758,16,1.2420140965728253e-17,2.9907699445473634e-14,1.0,4.462773618256525e-17,1.0746358872761713e-13,1.0,essential
1225,HNEAP_RS06445,WP_012824154.1,502586397.0,1388676,1389338,662.0,+,phosphoribosylglycinamide formyltransferase,0.5354,15,0.23022436770872912,554.3802774426197,22.0,0.07378966363597853,177.6855100354363,18.0,nonessential
1226,HNEAP_RS06450,WP_012824155.1,502586398.0,1389354,1390256,902.0,-,cysteine synthase CysM,0.5415,23,5.232108285710491e-15,1.2598916751990863e-11,1.0,1.554870159210797e-14,3.7441273433795996e-11,1.0,essential
1227,HNEAP_RS06455,WP_012824156.1,502586399.0,1390383,1392578,2195.0,+,response regulator receiver and Hpt phospho transfer protein,0.5128,52,0.9989513679391424,2405.4748939974547,116.0,0.9996374552201489,2407.1269921701187,116.0,nonessential
1228,HNEAP_RS12535,WP_012824157.1,502586400.0,1392519,1392773,254.0,-,hypothetical protein,0.5098,9,0.973829841343313,2344.9822579546976,16.0,0.8844317265569053,2129.711597549028,13.0,nonessential
1229,HNEAP_RS06460,WP_081441116.1,1174219935.0,1392804,1394048,1244.0,+,hypothetical protein,0.5076,32,0.7302903201577887,1758.5390909399553,53.0,0.6021303259507269,1449.9298248893504,49.0,nonessential
1230,HNEAP_RS12255,WP_049772485.1,908628452.0,1394073,1394483,410.0,+,EAL domain-containing protein,0.5036,9,0.8569507659224282,2063.5374443412074,20.0,0.8843501903077741,2129.51525826112,20.0,nonessential
