,locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,pvalInitial_r1,pvalCorrected_r1,length_r1,inserts_r1,lg_r1,predictedInsertionRate_r1,pvalInitial_r2,pvalCorrected_r2,length_r2,inserts_r2,lg_r2,predictedInsertionRate_r2
183,HNEAP_RS03690,HNEAP_RS03690,1,NC_013422.1,792500,793201,+,,DnaA regulatory inactivator Hda,0.5413,12,1.404739251559208e-11,1.779416651988042e-15,701,1,379.4513,0.05228286552007108,3.2532343703864583e-11,4.818071597914868e-15,701,1,379.4513,0.05089790085925221
184,HNEAP_RS03720,HNEAP_RS03720,1,NC_013422.1,796769,797590,-,,UTP--glucose-1-phosphate uridylyltransferase,0.5438,22,2.2160932006652506e-12,6.254523683926286e-17,821,2,446.4598,0.05252433450917172,5.775442256883399e-12,1.9740780838970712e-16,821,2,446.4598,0.051132973373843246
185,HNEAP_RS03785,HNEAP_RS03785,1,NC_013422.1,809111,809590,-,,PTS IIA-like nitrogen-regulatory protein PtsN,0.5437,6,5.6476343145133e-06,2.087429598425073e-08,479,3,260.4323,0.0525146757496077,9.354608225750632e-06,3.8849680833539214e-08,479,3,260.4323,0.05112357047325961
186,HNEAP_RS03795,HNEAP_RS03795,1,NC_013422.1,810295,811803,-,,RNA polymerase sigma-54 factor,0.5646,24,6.0171637146572605e-24,7.277716715554872e-34,1508,2,851.4168,0.05453335649848907,1.1521622561694184e-20,4.184449320413157e-30,1508,4,851.4168,0.05308877669524071
187,HNEAP_RS03800,HNEAP_RS03800,1,NC_013422.1,811966,812709,-,,LPS export ABC transporter ATP-binding protein,0.5726,16,2.7124087715460042e-12,1.9482814078036695e-17,743,1,425.4418,0.055306057263611125,6.61758868457318e-12,5.992828216933658e-17,743,1,425.4418,0.05384100874193204
188,HNEAP_RS03805,HNEAP_RS03805,1,NC_013422.1,812706,813290,-,,lipopolysaccharide transport periplasmic protein LptA,0.5368,10,5.353903650435574e-11,3.1381422579367467e-14,584,0,313.49120000000005,0.051848221339689936,1.1056594711008309e-10,7.308043644332333e-14,584,0,313.49120000000005,0.05047477033298834
189,HNEAP_RS03810,HNEAP_RS03810,1,NC_013422.1,813290,813964,-,,LPS export ABC transporter periplasmic protein LptC,0.5585,11,4.036368297766647e-11,2.3106995438436715e-15,674,1,376.429,0.0539441721650835,9.039978647910271e-11,6.216456517851405e-15,674,1,376.429,0.052515199759638566
190,HNEAP_RS03815,HNEAP_RS03815,1,NC_013422.1,813930,814457,-,,haloacid dehalogenase,0.589,6,0.0009850964596150361,1.2764502145819544e-06,527,8,310.40299999999996,0.05689009383211133,0.0037026380712817768,8.399030316538353e-06,527,9,310.40299999999996,0.05538308443764927
191,HNEAP_RS03820,HNEAP_RS03820,1,NC_013422.1,814495,815466,-,,KpsF/GutQ family sugar-phosphate isomerase,0.5885,9,7.067740032756491e-15,3.7117227447879454e-22,971,2,571.4335,0.05684180003429121,2.946729651670197e-13,3.182691924218851e-20,971,3,571.4335,0.055336069934731065
192,HNEAP_RS03865,HNEAP_RS03865,1,NC_013422.1,821727,822986,+,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,0.5548,22,7.191886906997976e-23,7.6862480308150236e-31,1259,0,698.4932,0.05358679806121455,3.4341619463156657e-22,5.0722324426760624e-30,1259,0,698.4932,0.052167292438043834
193,HNEAP_RS03870,HNEAP_RS03870,1,NC_013422.1,823018,823668,+,,ATP phosphoribosyltransferase,0.5545,15,3.697171703262828e-12,2.8917194531469956e-16,650,0,360.425,0.053557821782522476,8.287322101887595e-12,7.655974303727438e-16,650,0,360.425,0.052139083736292904
194,HNEAP_RS03875,HNEAP_RS03875,1,NC_013422.1,823665,824966,+,,histidinol dehydrogenase,0.5845,19,7.189267600216437e-22,1.1552088861826765e-31,1301,1,760.4345000000001,0.05645544965173019,3.505680428398554e-21,8.816613806650636e-31,1301,1,760.4345000000001,0.054959953911385404
195,HNEAP_RS03880,HNEAP_RS03880,1,NC_013422.1,825041,826150,+,,histidinol-phosphate transaminase,0.5441,23,4.555902877223758e-13,8.200830302819803e-19,1109,6,603.4069000000001,0.05255331078786381,1.2765487765546276e-16,9.394931137135417e-23,1109,2,603.4069000000001,0.051161182075594176
196,HNEAP_RS03890,HNEAP_RS03890,1,NC_013422.1,826389,828164,+,,DNA polymerase III  subunit gamma and tau,0.5479,25,1.67095130372849e-28,6.115156511038675e-39,1775,2,972.5225000000002,0.05292034365129679,1.4223584255398237e-27,7.984444219173367e-38,1775,2,972.5225000000002,0.05151849229777257
197,HNEAP_RS03895,HNEAP_RS03895,1,NC_013422.1,828206,828532,+,,nucleoid-associated protein  YbaB/EbfC family,0.5291,3,0.0001938044859517106,6.445609455210371e-06,326,2,172.4866,0.051104496853259955,0.0002739353064173753,9.726646212787606e-06,326,2,172.4866,0.049750746988047934
198,HNEAP_RS04055,HNEAP_RS04055,1,NC_013422.1,867758,869947,+,,primosomal protein N',0.6041,24,4.030369809029261e-34,2.9760898948161277e-52,2189,3,1322.3749,0.058348566526279226,1.88243181764445e-34,2.2394754156372625e-52,2189,2,1322.3749,0.05680292242577916
199,HNEAP_RS04160,HNEAP_RS04160,1,NC_013422.1,892259,892609,+,,ribbon-helix-helix protein  CopG family,0.5413,8,8.368394097505264e-05,1.4184491189248547e-06,350,2,189.455,0.05228286552007109,1.6197707359794065e-05,2.2673821579915567e-07,350,1,189.455,0.050897900859252214
200,HNEAP_RS04330,HNEAP_RS04330,1,NC_013422.1,925361,926305,-,,hypothetical protein,0.5175,36,5.040304642222047e-05,8.039443756158856e-08,944,16,488.52,0.04998408074383296,9.992241839548751e-05,1.9301632971805645e-07,944,16,488.52,0.0486600105203455
201,HNEAP_RS04510,HNEAP_RS04510,1,NC_013422.1,962753,963955,-,,UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase,0.5752,26,3.6657752034555087e-20,1.0392494341939158e-28,1202,1,691.3904,0.0555571850122758,1.5808239876982984e-19,6.567177296297654e-28,1202,1,691.3904,0.05408548415710673
202,HNEAP_RS04515,HNEAP_RS04515,1,NC_013422.1,963958,965178,-,,UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase,0.6052,21,3.4895600175768404e-22,1.2196202815348319e-32,1220,0,738.3439999999999,0.0584548128814835,1.5875079849007437e-21,9.054798853534473e-32,1220,0,738.3439999999999,0.05690635433219921
203,HNEAP_RS04550,HNEAP_RS04550,1,NC_013422.1,969232,969651,-,,phosphate starvation-inducible protein PsiE,0.4738,15,7.173135528682411e-06,6.656857808826499e-07,419,2,198.5222,0.04576320281435374,1.2777809356089602e-06,1.0459234259584861e-07,419,1,198.5222,0.044550942965294105
204,HNEAP_RS04555,HNEAP_RS04555,1,NC_013422.1,969681,970475,-,,thymidylate synthase,0.5459,18,3.6671073057449755e-13,9.46916689502508e-18,794,1,433.44460000000004,0.052727168460016266,9.531143013784014e-13,2.9672781737868514e-17,794,1,433.44460000000004,0.05133043428609973
205,HNEAP_RS04560,HNEAP_RS04560,1,NC_013422.1,970472,971299,-,,prolipoprotein diacylglyceryl transferase,0.5302,19,1.7628012889328287e-12,1.3699479900396406e-16,827,2,438.4754,0.051210743208464235,4.62839485435331e-12,4.225315059799966e-16,827,2,438.4754,0.04985417889446798
206,GFF949,,7,NC_013422.1,1018025,1019295,+,,IS110 family transposase,0.5799,22,6.586807631675501e-20,4.70224030970501e-29,1270,2,736.473,0.056011146711785,2.9958907419744764e-19,3.2672722452559932e-28,1270,2,736.473,0.054527420484537875
207,HNEAP_RS04930,HNEAP_RS04930,1,NC_013422.1,1059721,1060938,-,,beta-ketoacyl-[acyl-carrier-protein] synthase I,0.5361,23,3.9403459293096605e-22,7.907667638402704e-29,1217,0,652.4337,0.05178061002274175,1.7859187584777802e-21,4.59258952389939e-28,1217,0,652.4337,0.050408950028902846
208,HNEAP_RS04935,HNEAP_RS04935,1,NC_013422.1,1060945,1061463,-,,bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase,0.5067,8,7.753030315808853e-10,5.146116039994101e-12,518,0,262.47060000000005,0.0489409347109182,1.4751241124760017e-09,1.0421529733240459e-11,518,0,262.47060000000005,0.04764449725731221
209,HNEAP_RS04965,HNEAP_RS04965,1,NC_013422.1,1065059,1065625,+,,dCTP deaminase,0.5009,16,2.6852512572444497e-07,2.837762895550478e-09,566,3,283.5094,0.04838072665620471,4.951194278310605e-07,5.602835976454494e-09,566,3,283.5094,0.04709912902346099
210,HNEAP_RS04970,HNEAP_RS04970,1,NC_013422.1,1065693,1066349,-,,HAD-IB family hydrolase,0.5114,12,8.151350707986976e-11,1.2978849782054424e-13,656,1,335.47839999999997,0.049394896410427394,1.7853018269864165e-10,3.113230640301018e-13,656,1,335.47839999999997,0.048086433584743356
211,HNEAP_RS05005,HNEAP_RS05005,1,NC_013422.1,1070192,1070911,-,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,0.5736,16,0.00013021593506931076,3.729765573998863e-08,719,11,412.4184,0.055402644859251386,2.8126873247831255e-05,5.30954272545146e-09,719,9,412.4184,0.05393503774776846
212,HNEAP_RS05010,HNEAP_RS05010,1,NC_013422.1,1070924,1072567,-,,glucose-6-phosphate isomerase,0.5791,29,8.736385941624471e-28,8.35054093793586e-40,1643,1,951.4612999999999,0.05593387663527279,6.513394721193555e-27,1.067847101531134e-38,1643,1,951.4612999999999,0.05445219727986875
213,HNEAP_RS05025,HNEAP_RS05025,1,NC_013422.1,1075470,1078286,+,,phosphoenolpyruvate carboxylase,0.5321,67,2.9682031198196953e-50,2.9748665590190002e-65,2816,0,1498.3936,0.05139425964018072,9.798524372766056e-49,1.6881196501274006e-63,2816,0,1498.3936,0.05003283400555718
214,HNEAP_RS05050,HNEAP_RS05050,1,NC_013422.1,1083682,1085103,+,,replicative DNA helicase,0.5731,19,1.8145138689115478e-22,2.553895366932532e-32,1421,2,814.3751000000001,0.055354351061431266,9.953796507014852e-22,2.187961325140588e-31,1421,2,814.3751000000001,0.05388802324485026
215,HNEAP_RS05070,HNEAP_RS05070,1,NC_013422.1,1087881,1088345,-,,hypothetical protein,0.3247,36,6.9058588628186554e-09,3.792615289199372e-07,464,0,150.6608,0.03136199230439143,2.40545722572343e-07,8.813989376911066e-06,464,1,150.6608,0.030531218195084413
216,HNEAP_RS05075,HNEAP_RS05075,1,NC_013422.1,1088407,1089603,-,,ribonucleotide-diphosphate reductase subunit beta,0.5606,21,9.22316762306108e-22,1.2164012028458377e-29,1196,0,670.4775999999999,0.054147006115928036,4.0726975807171305e-21,7.449936465972429e-29,1196,0,670.4775999999999,0.05271266067189504
217,HNEAP_RS05080,HNEAP_RS05080,1,NC_013422.1,1089651,1092524,-,,ribonucleoside-diphosphate reductase subunit alpha,0.5776,51,2.951098615799035e-51,2.362670228583446e-72,2873,0,1659.4448,0.05578899524181241,1.045660847668061e-49,2.1123732802642204e-70,2873,0,1659.4448,0.054311153771114125
218,HNEAP_RS05085,HNEAP_RS05085,1,NC_013422.1,1093056,1094063,+,,NAD-dependent epimerase,0.5585,28,1.945323611705316e-18,5.599931685321824e-25,1007,0,562.4095,0.0539441721650835,6.79307384894849e-18,2.560102831220353e-24,1007,0,562.4095,0.05251519975963857
219,HNEAP_RS05095,HNEAP_RS05095,1,NC_013422.1,1094938,1095777,-,,metal ABC transporter permease,0.5905,14,4.998193777995113e-09,1.0540509393097409e-14,839,6,495.4295,0.05703497522557173,5.817319796352179e-08,2.4463794446375507e-13,839,7,495.4295,0.0555241279464039
220,HNEAP_RS05100,HNEAP_RS05100,1,NC_013422.1,1095764,1096627,-,,ABC transporter ATP-binding protein,0.5891,13,0.001480216477158382,1.7374982239262446e-07,863,18,508.39329999999995,0.05689975259167536,0.00011381653863723694,4.499909115474016e-09,863,14,508.39329999999995,0.055392487338232904
221,HNEAP_RS05105,HNEAP_RS05105,1,NC_013422.1,1096634,1097515,-,,ABC transporter substrate-binding protein,0.5454,17,1.9475087005405325e-10,5.086323905781004e-15,881,5,480.49739999999997,0.05267887466219613,7.592238182638168e-12,1.3764528717287231e-16,881,3,480.49739999999997,0.051283419783181516
222,HNEAP_RS05120,HNEAP_RS05120,1,NC_013422.1,1099851,1100723,+,,4-hydroxybenzoate octaprenyltransferase,0.5819,18,3.158528956220717e-13,1.736327835709533e-19,872,2,507.41679999999997,0.05620432190306551,8.768759371486101e-13,6.491788921309366e-19,872,2,507.41679999999997,0.054715478496210716
223,HNEAP_RS05190,HNEAP_RS05190,1,NC_013422.1,1115219,1116595,-,,adenylosuccinate lyase,0.5715,18,3.643354207906204e-23,9.514494471161381e-33,1376,1,786.384,0.05519981090840684,3.476444743905828e-24,9.816432678959e-34,1376,0,786.384,0.05373757683551198
224,HNEAP_RS05235,HNEAP_RS05235,1,NC_013422.1,1125873,1126979,+,,glycosyltransferase,0.5294,24,6.985242141334426e-15,3.4437476213316544e-20,1106,4,585.5164,0.051133473131952024,2.154536213623158e-15,1.0147760526671373e-20,1106,3,585.5164,0.04977895568979885
225,HNEAP_RS12225,HNEAP_RS12225,1,NC_013422.1,1126976,1127824,+,,phosphatase PAP2 family protein,0.5713,17,0.0009982409108107084,2.930578373874816e-07,848,17,484.4624,0.05518049338927879,0.0003781699841708544,7.794288389061253e-08,848,15,484.4624,0.0537187710343447
226,HNEAP_RS05245,HNEAP_RS05245,1,NC_013422.1,1127935,1129200,+,,glutamyl-tRNA reductase,0.5561,25,3.005298593479838e-21,3.3998061095019897e-29,1265,1,703.4665,0.05371236193554688,1.401417925132898e-20,2.2117759276846812e-28,1265,1,703.4665,0.052289530145631175
227,HNEAP_RS05250,HNEAP_RS05250,1,NC_013422.1,1129276,1130370,+,,peptide chain release factor 1,0.5763,17,1.0881684949478285e-14,4.692467321451641e-22,1094,4,630.4722,0.05566343136748008,3.342268231919328e-15,1.4555423087961268e-22,1094,3,630.4722,0.05418891606352679
228,HNEAP_RS05265,HNEAP_RS05265,1,NC_013422.1,1131879,1132640,+,,molybdopterin-synthase adenylyltransferase MoeB,0.5381,17,4.1268008325467175e-14,2.2923649627317657e-18,761,0,409.4941,0.05197378521402226,1.0617452806283746e-13,6.9167738311811975e-18,761,0,409.4941,0.05059700804057568
229,HNEAP_RS05270,HNEAP_RS05270,1,NC_013422.1,1132920,1134053,-,,quinone-dependent dihydroorotate dehydrogenase,0.5591,17,2.4566707801881496e-14,4.883856396045726e-21,1133,5,633.4603000000001,0.05400212472246766,8.589936438318135e-14,2.3534653355280328e-20,1133,5,633.4603000000001,0.052571617163140426
230,HNEAP_RS05275,HNEAP_RS05275,1,NC_013422.1,1134159,1134992,+,,GNAT family N-acetyltransferase,0.4868,22,0.00029499757126196495,6.390975454833042e-06,833,15,405.50440000000003,0.047018841557677084,9.32984577869904e-05,1.5925263637082659e-06,833,13,405.50440000000003,0.04577332004116751
231,HNEAP_RS05285,HNEAP_RS05285,1,NC_013422.1,1135660,1136589,+,,protease HtpX,0.5333,20,1.3147895600641072e-06,3.1820526221929933e-10,929,12,495.4357,0.051510164754949024,9.074522672843995e-07,2.095905238776353e-10,929,11,495.4357,0.050145668812560884
232,HNEAP_RS05295,HNEAP_RS05295,1,NC_013422.1,1137060,1139117,-,,methionine--tRNA ligase,0.5462,40,1.5096557927804854e-30,2.8309788080393387e-42,2057,4,1123.5334,0.05275614473870834,1.712797798441671e-29,5.250385551604877e-41,2057,4,1123.5334,0.05135864298785065
233,HNEAP_RS05305,HNEAP_RS05305,1,NC_013422.1,1140251,1141309,+,,UDP-N-acetylmuramate dehydrogenase,0.5335,27,1.102982046862645e-17,2.872278156911367e-23,1058,1,564.443,0.051529482274077075,9.174619609513388e-19,2.2491404729245804e-24,1058,0,564.443,0.05016447461372816
234,HNEAP_RS05350,HNEAP_RS05350,1,NC_013422.1,1150262,1152844,+,,aconitate hydratase B,0.5629,50,8.05949202267344e-41,1.1433074647700792e-57,2582,3,1453.4078,0.054369157585900635,1.810450386097419e-39,5.345781799739738e-56,2582,3,1453.4078,0.0529289273853188
235,HNEAP_RS05380,HNEAP_RS05380,1,NC_013422.1,1156817,1158967,+,,lytic transglycosylase,0.5407,53,5.447793762686057e-06,2.260041269879863e-12,2150,48,1162.5049999999999,0.05222491296268692,2.860173286679765e-06,9.448769790810143e-13,2150,45,1162.5049999999999,0.050841483455750354
236,HNEAP_RS05435,HNEAP_RS05435,1,NC_013422.1,1168602,1169171,-,,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,0.5474,16,9.828538533219932e-11,3.771582096301281e-14,569,0,311.4706,0.05287204985347665,1.992279623293549e-10,8.74328322569926e-14,569,0,311.4706,0.05147147779485435
237,HNEAP_RS05440,HNEAP_RS05440,1,NC_013422.1,1169168,1169932,-,,UDP-2 3-diacylglucosamine diphosphatase,0.5529,16,3.6546839907228185e-14,6.166742671679589e-19,764,0,422.4156,0.05340328162949806,9.437882338863378e-14,1.929952631226499e-18,764,0,422.4156,0.05198863732695464
238,HNEAP_RS05450,HNEAP_RS05450,1,NC_013422.1,1170821,1172185,+,,cysteine--tRNA ligase,0.5575,32,1.683900986459027e-21,5.021461697086234e-30,1364,2,760.43,0.053847584569443246,3.096492222148839e-22,9.699730113279962e-31,1364,1,760.43,0.052421170753802156
239,HNEAP_RS05460,HNEAP_RS05460,1,NC_013422.1,1172534,1173697,+,,phosphoesterase DHHA1,0.5593,22,6.762297935968745e-14,1.151324633408034e-20,1163,6,650.4659,0.05402144224159571,3.006460259513733e-14,5.1854785781681e-21,1163,5,650.4659,0.05259042296430771
240,HNEAP_RS05650,HNEAP_RS05650,1,NC_013422.1,1224683,1224997,-,,Na+/H+ antiporter subunit G,0.4952,3,4.195883868371321e-05,3.474875307526225e-06,314,1,155.4928,0.047830177361055236,6.016841064383363e-05,5.137843362967469e-06,314,1,155.4928,0.04656316369019341
241,HNEAP_RS05660,HNEAP_RS05660,1,NC_013422.1,1225305,1225823,-,,Na+/H+ antiporter subunit E,0.5511,12,7.753030315808853e-10,4.952012396121331e-13,518,0,285.4698,0.053229423957345604,1.4751241124760017e-09,1.0704721171938037e-12,518,0,285.4698,0.051819385116449096
242,HNEAP_RS05665,HNEAP_RS05665,1,NC_013422.1,1225820,1227442,-,,monovalent cation/H+ antiporter subunit D,0.5514,39,2.520962287430043e-18,3.669791450510675e-27,1622,9,894.3708,0.05325840023603768,1.426418608025032e-17,3.192696143063422e-26,1622,9,894.3708,0.05184759381820001
243,HNEAP_RS05670,HNEAP_RS05670,1,NC_013422.1,1227439,1227795,-,,Na+/H+ antiporter subunit C,0.5406,9,0.00035615016664772585,7.4605500832614355e-06,356,3,192.4536,0.0522152542031229,0.0005072971073254053,1.1570727991137915e-05,356,3,192.4536,0.05083208055516672
244,HNEAP_RS05675,HNEAP_RS05675,1,NC_013422.1,1227795,1230626,-,,monovalent cation/H+ antiporter subunit A,0.5526,60,2.186681477048485e-33,2.7007600515681264e-49,2831,13,1564.4106,0.05337430535080598,5.5719946852662066e-33,1.0703534633846502e-48,2831,12,1564.4106,0.05196042862520372
245,HNEAP_RS05680,HNEAP_RS05680,1,NC_013422.1,1230935,1232305,+,,polynucleotide adenylyltransferase PcnB,0.5492,25,5.8435708221672374e-09,5.7790313231810336e-15,1370,18,752.404,0.05304590752562911,1.834030030463722e-08,2.6690914484475518e-14,1370,18,752.404,0.0516407300053599
246,HNEAP_RS05685,HNEAP_RS05685,1,NC_013422.1,1232325,1232879,+,,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,0.5586,8,4.3115724051892326e-09,1.474293359895381e-12,554,1,309.4644,0.05395383092464753,9.646626433164792e-08,5.245014109372512e-11,554,2,309.4644,0.052524602660222214
247,HNEAP_RS05690,HNEAP_RS05690,1,NC_013422.1,1232884,1233726,+,,3-methyl-2-oxobutanoate hydroxymethyltransferase,0.567,20,1.5523662253064077e-15,2.5377115082982758e-21,842,0,477.41399999999993,0.05476516672802568,4.416561323947195e-15,9.230843834632872e-21,842,0,477.41399999999993,0.05331444630924811
248,HNEAP_RS05695,HNEAP_RS05695,1,NC_013422.1,1233727,1234578,+,,pantoate--beta-alanine ligase,0.5481,18,3.8999737983383403e-14,3.834844595378526e-19,851,1,466.4331,0.05293966117042483,1.0879179629167347e-13,1.3138974183935951e-18,851,1,466.4331,0.051537298098939845
249,HNEAP_RS05700,HNEAP_RS05700,1,NC_013422.1,1234631,1235590,+,,acetyl-CoA carboxylase carboxyltransferase subunit alpha,0.5542,12,5.522096933571405e-16,6.748594468249918e-22,959,1,531.4778,0.05352884550383039,1.76132817381446e-15,2.758235131274048e-21,959,1,531.4778,0.05211087503454198
250,HNEAP_RS05705,HNEAP_RS05705,1,NC_013422.1,1235628,1236962,+,,tRNA(Ile)-lysidine synthetase,0.5543,21,1.5956522605879822e-17,2.863712449388358e-25,1334,5,739.4362,0.053538504263394425,6.478407606140978e-16,2.2682448574462332e-23,1334,6,739.4362,0.05212027793512562
251,HNEAP_RS05715,HNEAP_RS05715,1,NC_013422.1,1238164,1238760,+,,ubiquinol-cytochrome c reductase iron-sulfur subunit,0.536,16,3.293182785868707e-11,1.7390032142485028e-14,596,0,319.456,0.051770951263177725,6.903006277537521e-11,4.1151359434488887e-14,596,0,319.456,0.0503995471283192
252,HNEAP_RS05720,HNEAP_RS05720,1,NC_013422.1,1238757,1239968,+,,cytochrome b,0.5041,27,2.5647838727975154e-20,3.5264261547820523e-25,1211,1,610.4651,0.04868980696225352,1.1184591906895247e-19,1.76952686745307e-24,1211,1,610.4651,0.04740002184213752
253,HNEAP_RS05725,HNEAP_RS05725,1,NC_013422.1,1239965,1240723,+,,cytochrome c1,0.498,31,4.6599063434045397e-14,5.915758086404193e-17,758,0,377.484,0.048100622628847955,1.1944448981892997e-13,1.6306638341898104e-16,758,0,377.484,0.04682644490653537
254,HNEAP_RS05765,HNEAP_RS05765,1,NC_013422.1,1244353,1245912,+,,glycosyl transferase family 39,0.4949,55,2.49036406524059e-26,5.438077891224685e-32,1559,1,771.5491000000001,0.047801201082363166,1.6728155952280566e-25,4.1989139495045415e-31,1559,1,771.5491000000001,0.0465349549884425
255,HNEAP_RS05775,HNEAP_RS05775,1,NC_013422.1,1246475,1247518,+,,dihydroorotase,0.5421,29,4.401675136414237e-16,7.480058548298928e-22,1043,2,565.4103,0.05236013559658329,1.510651050469499e-15,3.2527549511688456e-21,1043,2,565.4103,0.05097312406392134
256,HNEAP_RS05790,HNEAP_RS05790,1,NC_013422.1,1249049,1250692,-,,diguanylate cyclase response regulator,0.4866,33,2.4542233907774532e-09,5.536430677101129e-13,1643,24,799.4838,0.04699952403854903,2.378946029684535e-08,7.701172234271811e-12,1643,25,799.4838,0.04575451424000023
257,HNEAP_RS05795,HNEAP_RS05795,1,NC_013422.1,1251163,1253034,-,,dihydroxy-acid dehydratase,0.5337,46,1.2389460625415645e-33,9.886603505787296e-44,1871,0,998.5527,0.05154879979320513,1.2649738383397035e-32,1.45909930096522e-42,1871,0,998.5527,0.05018328041489544
258,HNEAP_RS05805,HNEAP_RS05805,1,NC_013422.1,1253794,1255314,-,,amidophosphoribosyltransferase,0.5161,33,1.8467274504505625e-27,1.7575019986578009e-34,1520,0,784.472,0.04984885810993661,1.2193766251259225e-26,1.4510491960112186e-33,1520,0,784.472,0.04852836991217452
259,HNEAP_RS05820,HNEAP_RS05820,1,NC_013422.1,1256653,1257957,-,,bifunctional folylpolyglutamate synthase/dihydrofolate synthase,0.5433,27,1.1624858341054537e-23,2.9759208324472885e-31,1304,0,708.4632,0.052476040711351604,5.869945426698781e-23,2.012993350537227e-30,1304,0,708.4632,0.05108595887092504
260,HNEAP_RS05825,HNEAP_RS05825,1,NC_013422.1,1257954,1258826,-,,acetyl-CoA carboxylase carboxyltransferase subunit beta,0.5475,10,4.606354932468658e-16,2.6575619578497825e-21,872,0,477.42,0.05288170861304067,1.3602741960275216e-15,9.642506651974306e-21,872,0,477.42,0.05148088069543799
261,HNEAP_RS05830,HNEAP_RS05830,1,NC_013422.1,1258866,1259696,-,,tryptophan synthase subunit alpha,0.5439,14,2.5237649231451495e-15,3.5303594743266466e-20,830,0,451.43700000000007,0.05253399326873576,7.074037978800459e-15,1.1936379402092255e-19,830,0,451.43700000000007,0.0511423762744269
262,HNEAP_RS05835,HNEAP_RS05835,1,NC_013422.1,1259693,1260949,-,,tryptophan synthase subunit beta,0.537,26,4.296711370186756e-21,6.176966126984007e-28,1256,1,674.4720000000001,0.05186753885881799,1.98136448954979e-20,3.702997089364748e-27,1256,1,674.4720000000001,0.05049357613415562
263,HNEAP_RS05840,HNEAP_RS05840,1,NC_013422.1,1260942,1261583,-,,phosphoribosylanthranilate isomerase,0.5265,10,5.323051359396722e-12,2.9556433626172814e-15,641,0,337.4865,0.05085336910459528,1.179917277132968e-11,7.336228735310496e-15,641,0,337.4865,0.04950627157287324
264,HNEAP_RS05870,HNEAP_RS05870,1,NC_013422.1,1270978,1271643,+,,outer membrane lipoprotein LolB,0.5255,18,5.736502878267411e-11,3.303869650903999e-14,665,1,349.4575,0.05075678150895502,1.2705052863272414e-10,8.238982986425483e-14,665,1,349.4575,0.04941224256703683
265,HNEAP_RS05875,HNEAP_RS05875,1,NC_013422.1,1271640,1272539,+,,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,0.5333,22,5.888862523334124e-15,1.121516539246285e-19,899,1,479.4367,0.051510164754949024,1.74354078810402e-14,3.9722927822492845e-19,899,1,479.4367,0.05014566881256088
266,HNEAP_RS05885,HNEAP_RS05885,1,NC_013422.1,1272716,1273672,+,,ribose-phosphate pyrophosphokinase,0.5392,18,1.5345265101859465e-17,6.218969636482114e-23,956,0,515.4752,0.05208003156922654,5.0297292183556126e-17,2.497671394137776e-22,956,0,515.4752,0.05070043994699573
267,HNEAP_RS05890,HNEAP_RS05890,1,NC_013422.1,1273919,1274533,+,,50S ribosomal protein L25,0.5203,9,2.8076840233161033e-05,1.6512999665599338e-07,614,7,319.4642,0.05025452601162569,1.3298806873578342e-05,6.946854098091201e-08,614,6,319.4642,0.04892329173668746
268,HNEAP_RS05895,HNEAP_RS05895,1,NC_013422.1,1274658,1275242,+,,aminoacyl-tRNA hydrolase,0.506,11,1.41733272822786e-07,9.700571233255374e-10,584,3,295.504,0.04887332339397002,3.2866463535112055e-08,1.9688742294148235e-10,584,2,295.504,0.047578676953226706
269,HNEAP_RS05905,HNEAP_RS05905,1,NC_013422.1,1276522,1277529,+,,porphobilinogen synthase,0.5665,20,2.6679228298972943e-13,1.2612197559618097e-19,1007,4,570.4655,0.05471687293020556,8.231449842897102e-13,5.277766317630745e-19,1007,4,570.4655,0.0532674318063299
270,HNEAP_RS05915,HNEAP_RS05915,1,NC_013422.1,1279241,1280572,-,,hypothetical protein,0.542,37,0.005255690046802105,2.063423625534895e-06,1331,35,721.402,0.05235047683701927,0.003805579607529612,1.2783880842892021e-06,1331,33,721.402,0.0509637211633377
271,HNEAP_RS05940,HNEAP_RS05940,1,NC_013422.1,1285373,1286902,-,,apolipoprotein N-acyltransferase,0.5464,32,2.6416225163336185e-24,3.683034155410807e-33,1529,2,835.4456,0.05277546225783639,1.6569516926091032e-23,3.320707788936624e-32,1529,2,835.4456,0.051377448789017933
272,HNEAP_RS05945,HNEAP_RS05945,1,NC_013422.1,1286899,1287798,-,,ion transporter,0.5222,19,6.139778732031754e-05,9.373222907925067e-08,899,15,469.4578,0.05043804244334218,4.8105169624188306e-05,6.998930306785195e-08,899,14,469.4578,0.04910194684777666
