locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,length,nBegin,nEnd,nStrains,insertionIndex,normalizedGCInsertions,normalizedGCStrains,gammaLikelyRatio,ones
HNEAP_RS06840,HNEAP_RS06840,1,NC_013422.1,1477493,1477759,+,,cell division topological specificity factor MinE,0.5019,7,266,1477519.6,1477732.4,0,0,0,0,13.366775,1
HNEAP_RS06845,HNEAP_RS06845,1,NC_013422.1,1477905,1478453,+,,hypothetical protein,0.5811,8,548,1477959.8,1478398.2,28,0.063868613,1.580453102,1.580453102,-10.28960528,1
HNEAP_RS06850,HNEAP_RS06850,1,NC_013422.1,1478456,1478929,+,,hypothetical protein,0.5527,10,473,1478503.3,1478881.7,22,0.058139535,1.505810559,1.505810559,-10.03379266,1
HNEAP_RS06855,HNEAP_RS06855,1,NC_013422.1,1478933,1479355,+,,RNA-binding S4 domain-containing protein,0.5508,9,422,1478975.2,1479312.8,17,0.05035545,1.308286991,1.308286991,-9.316793725,1
HNEAP_RS06860,HNEAP_RS06860,1,NC_013422.1,1479517,1479996,+,,type II 3-dehydroquinate dehydratase,0.5563,13,479,1479564.9,1479948.1,0,0,0,0,13.366775,1
HNEAP_RS06865,HNEAP_RS06865,1,NC_013422.1,1480040,1480492,+,,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,0.5143,6,452,1480085.2,1480446.8,0,0,0,0,13.366775,1
HNEAP_RS06870,HNEAP_RS06870,1,NC_013422.1,1480519,1481862,+,,acetyl-CoA carboxylase biotin carboxylase subunit,0.5476,27,1343,1480653.3,1481727.7,0,0,0,0,13.366775,1
HNEAP_RS06875,HNEAP_RS06875,1,NC_013422.1,1481862,1482773,+,,50S ribosomal protein L11 methyltransferase,0.5537,13,911,1481953.1,1482681.9,15,0.020581778,0.532192529,0.532192529,-2.522812971,1
HNEAP_RS06880,HNEAP_RS06880,1,NC_013422.1,1482893,1483612,+,,cupin,0.5306,16,719,1482964.9,1483540.1,18,0.031293463,0.841034779,0.841034779,-5.825267701,1
HNEAP_RS06885,HNEAP_RS06885,1,NC_013422.1,1483635,1484243,+,,nitroreductase family protein,0.5271,11,608,1483695.8,1484182.2,16,0.032894737,0.88937683,0.88937683,-6.250728314,1
HNEAP_RS06890,HNEAP_RS06890,1,NC_013422.1,1484312,1485316,+,,NAD(P)-dependent alcohol dehydrogenase,0.5463,23,1004,1484412.4,1485215.6,27,0.033615538,0.879892007,0.879892007,-6.168656096,1
HNEAP_RS06895,HNEAP_RS06895,1,NC_013422.1,1485437,1485658,+,,hypothetical protein,0.6126,4,221,1485459.1,1485635.9,9,0.050904977,1.200315048,1.200315048,-8.647856643,1
HNEAP_RS06900,HNEAP_RS06900,1,NC_013422.1,1485655,1488513,-,,valine--tRNA ligase,0.5614,55,2858,1485940.8,1488227.2,0,0,0,0,13.366775,1
HNEAP_RS06905,HNEAP_RS06905,1,NC_013422.1,1488562,1489005,-,,DNA polymerase III subunit chi,0.5473,7,443,1488606.3,1488960.7,14,0.039503386,1.032293411,1.032293411,-7.415625378,1
HNEAP_RS06910,HNEAP_RS06910,1,NC_013422.1,1489139,1490101,+,,lysylphosphatidylglycerol synthetase family protein,0.5618,31,962,1489235.2,1490004.8,3,0.003898129,0.099474156,0.099474156,7.762726019,1
HNEAP_RS06915,HNEAP_RS06915,1,NC_013422.1,1490157,1490465,+,,antibiotic biosynthesis monooxygenase,0.5307,8,308,1490187.8,1490434.2,14,0.056818182,1.52677004,1.52677004,-10.10641125,1
HNEAP_RS06920,HNEAP_RS06920,1,NC_013422.1,1490562,1491014,-,,50S ribosomal protein L9,0.5011,10,452,1490607.2,1490968.8,6,0.01659292,0.469561513,0.469561513,-1.664955418,1
HNEAP_RS06925,HNEAP_RS06925,1,NC_013422.1,1491042,1491266,-,,30S ribosomal protein S18,0.52,5,224,1491064.4,1491243.6,0,0,0,0,13.366775,1
HNEAP_RS06930,HNEAP_RS06930,1,NC_013422.1,1491297,1491725,-,,30S ribosomal protein S6,0.5524,6,428,1491339.8,1491682.2,0,0,0,0,13.366775,1
HNEAP_RS06935,HNEAP_RS06935,1,NC_013422.1,1491950,1492342,-,,holo-ACP synthase,0.5496,9,392,1491989.2,1492302.8,10,0.031887755,0.830118719,0.830118719,-5.726628905,1
HNEAP_RS06940,HNEAP_RS06940,1,NC_013422.1,1492351,1493103,-,,pyridoxine 5'-phosphate synthase,0.5618,11,752,1492426.2,1493027.8,0,0,0,0,13.366775,1
HNEAP_RS06945,HNEAP_RS06945,1,NC_013422.1,1493183,1493908,-,,DNA repair protein RecO,0.5675,13,725,1493255.5,1493835.5,19,0.032758621,0.828306458,0.828306458,-5.710156964,1
HNEAP_RS06950,HNEAP_RS06950,1,NC_013422.1,1493936,1494862,-,,GTPase Era,0.5394,12,926,1494028.6,1494769.4,0,0,0,0,13.366775,1
HNEAP_RS06955,HNEAP_RS06955,1,NC_013422.1,1494863,1495594,-,,ribonuclease III,0.5587,9,731,1494936.1,1495520.9,10,0.017099863,0.438562438,0.438562438,-1.203946219,1
HNEAP_RS06960,HNEAP_RS06960,1,NC_013422.1,1495581,1495961,-,,DUF4845 domain-containing protein,0.4541,13,380,1495619,1495923,8,0.026315789,0.813326091,0.813326091,-5.572924855,1
HNEAP_RS06965,HNEAP_RS06965,1,NC_013422.1,1496002,1496802,-,,signal peptidase I,0.4906,31,800,1496082,1496722,0,0,0,0,13.366775,1
HNEAP_RS06970,HNEAP_RS06970,1,NC_013422.1,1496873,1498681,-,,elongation factor 4,0.5274,45,1808,1497053.8,1498500.2,40,0.027654867,0.747321687,0.747321687,-4.943779974,1
HNEAP_RS06975,HNEAP_RS06975,1,NC_013422.1,1498865,1500346,-,,protease Do,0.554,24,1481,1499013.1,1500197.9,68,0.057393653,1.483324268,1.483324268,-9.955181921,1
HNEAP_RS06980,HNEAP_RS06980,1,NC_013422.1,1500343,1501656,-,,homoserine dehydrogenase,0.5647,27,1313,1500474.3,1501524.7,0,0,0,0,13.366775,1
HNEAP_RS06985,HNEAP_RS06985,1,NC_013422.1,1501689,1502915,-,,alanine transaminase,0.5542,30,1226,1501811.6,1502792.4,0,0,0,0,13.366775,1
HNEAP_RS06990,HNEAP_RS06990,1,NC_013422.1,1503142,1504329,-,,threonine synthase,0.5614,16,1187,1503260.7,1504210.3,0,0,0,0,13.366775,1
HNEAP_RS06995,HNEAP_RS06995,1,NC_013422.1,1504460,1505227,-,,5'-methylthioadenosine phosphorylase,0.569,18,767,1504536.7,1505150.3,23,0.037483703,0.945506126,0.945506126,-6.723489307,1
HNEAP_RS07000,HNEAP_RS07000,1,NC_013422.1,1505231,1505818,-,,hypoxanthine-guanine phosphoribosyltransferase,0.5714,6,587,1505289.7,1505759.3,17,0.036201022,0.909658053,0.909658053,-6.424044225,1
HNEAP_RS07005,HNEAP_RS07005,1,NC_013422.1,1505825,1506913,-,,beta-N-acetylhexosaminidase,0.5813,15,1088,1505933.8,1506804.2,27,0.031020221,0.767366248,0.767366248,-5.139290092,1
HNEAP_RS07010,HNEAP_RS07010,1,NC_013422.1,1507260,1508012,-,,dienelactone hydrolase family protein,0.5671,11,752,1507335.2,1507936.8,39,0.064827128,1.640215574,1.640215574,-10.48897839,1
HNEAP_RS07015,HNEAP_RS07015,1,NC_013422.1,1508242,1508451,-,,hypothetical protein,0.5286,3,209,1508262.9,1508430.1,7,0.041866029,1.129029711,1.129029711,-8.140308591,1
HNEAP_RS07020,HNEAP_RS07020,1,NC_013422.1,1508769,1509065,-,,DUF1840 domain-containing protein,0.5455,7,296,1508798.6,1509035.4,18,0.076013514,1.992312031,1.992312031,-11.57734216,1
HNEAP_RS07025,HNEAP_RS07025,1,NC_013422.1,1509151,1511634,-,,plasma-membrane proton-efflux P-type ATPase,0.5568,39,2483,1509399.3,1511385.7,126,0.063431333,1.631875851,1.631875851,-10.46143683,1
HNEAP_RS07030,HNEAP_RS07030,1,NC_013422.1,1511876,1512670,-,,hypothetical protein,0.5824,7,794,1511955.4,1512590.6,50,0.078715365,1.943875085,1.943875085,-11.43555782,1
HNEAP_RS07035,HNEAP_RS07035,1,NC_013422.1,1512690,1513955,-,,hypothetical protein,0.5687,20,1265,1512816.5,1513828.5,18,0.017786561,0.448871849,0.448871849,-1.360255069,1
HNEAP_RS07040,HNEAP_RS07040,1,NC_013422.1,1514034,1514414,+,,ModE family transcriptional regulator,0.5669,7,380,1514072,1514376,11,0.036184211,0.915804296,0.915804296,-6.47599807,1
HNEAP_RS07045,HNEAP_RS07045,1,NC_013422.1,1514634,1515293,+,,DUF455 domain-containing protein,0.6,15,659,1514699.9,1515227.1,47,0.089150228,2.142496546,2.142496546,-12.0028226,1
HNEAP_RS07050,HNEAP_RS07050,1,NC_013422.1,1515438,1518029,+,,hypothetical protein,0.5779,47,2591,1515697.1,1517769.9,111,0.053550753,1.331823267,1.331823267,-9.405503615,1
HNEAP_RS07055,HNEAP_RS07055,5,NC_013422.1,1518125,1518200,+,,tRNA-Thr,0.5526,4,75,1518132.5,1518192.5,10,0.166666667,4.317366226,4.317366226,-16.65674862,1
HNEAP_RS12260,HNEAP_RS12260,1,NC_013422.1,1518467,1519006,-,,DUF2237 domain-containing protein,0.5704,10,539,1518520.9,1518952.1,19,0.04406308,1.108983187,1.108983187,-7.993741195,1
HNEAP_RS07065,HNEAP_RS07065,1,NC_013422.1,1518999,1519553,-,,glutathione peroxidase,0.5423,12,554,1519054.4,1519497.6,21,0.047382671,1.248540876,1.248540876,-8.980191612,1
HNEAP_RS07070,HNEAP_RS07070,1,NC_013422.1,1519717,1521162,-,,DNA polymerase III subunit epsilon,0.5906,20,1445,1519861.5,1521017.5,87,0.075259516,1.834963115,1.834963115,-11.10797408,1
HNEAP_RS07075,HNEAP_RS07075,1,NC_013422.1,1521159,1522502,-,,DASH family cryptochrome,0.5908,29,1343,1521293.3,1522367.7,83,0.07725242,1.882971297,1.882971297,-11.25391231,1
HNEAP_RS07080,HNEAP_RS07080,1,NC_013422.1,1522511,1523053,-,,NADH:ubiquinone oxidoreductase complex I intermediate-associated protein 30,0.5764,13,542,1522565.2,1522998.8,26,0.0599631,1.494837561,1.494837561,-9.995523335,1
HNEAP_RS07085,HNEAP_RS07085,1,NC_013422.1,1523058,1523876,-,,MipA/OmpV family protein,0.5726,26,818,1523139.8,1523794.2,52,0.079462103,1.992909197,1.992909197,-11.57907578,1
HNEAP_RS07090,HNEAP_RS07090,1,NC_013422.1,1524364,1525527,+,,efflux RND transporter periplasmic adaptor subunit,0.5662,17,1163,1524480.3,1525410.7,73,0.078460877,1.98803976,1.98803976,-11.56492931,1
HNEAP_RS07095,HNEAP_RS07095,1,NC_013422.1,1525575,1528736,+,,multidrug efflux RND transporter permease subunit,0.5746,49,3161,1525891.1,1528419.9,121,0.047848782,1.196241133,1.196241133,-8.619392302,1
HNEAP_RS07100,HNEAP_RS07100,1,NC_013422.1,1528808,1529176,+,,hypothetical protein,0.5664,7,368,1528844.8,1529139.2,14,0.047554348,1.204543693,1.204543693,-8.677335977,1
HNEAP_RS07105,HNEAP_RS07105,1,NC_013422.1,1529177,1529797,-,,DNA-3-methyladenine glycosylase I,0.5089,10,620,1529239,1529735,16,0.032258065,0.90026307,0.90026307,-6.344121198,1
HNEAP_RS07110,HNEAP_RS07110,1,NC_013422.1,1530755,1531375,+,,hypothetical protein,0.6216,3,620,1530817,1531313,0,0,0,0,13.366775,1
HNEAP_RS07115,HNEAP_RS07115,1,NC_013422.1,1531368,1532384,+,,nucleotidyl transferase AbiEii/AbiGii toxin family protein,0.5831,16,1016,1531469.6,1532282.4,57,0.070127953,1.729912161,1.729912161,-10.77967618,1
HNEAP_RS07120,HNEAP_RS07120,1,NC_013422.1,1532365,1533294,+,,peptidase U49,0.5548,15,929,1532457.9,1533201.1,36,0.048439182,1.250258544,1.250258544,-8.991876707,1
HNEAP_RS07125,HNEAP_RS07125,1,NC_013422.1,1533322,1533759,-,,hypothetical protein,0.6324,4,437,1533365.7,1533715.3,29,0.082951945,1.899708117,1.899708117,-11.30421269,1
HNEAP_RS07130,HNEAP_RS07130,1,NC_013422.1,1533756,1534802,-,,recombinase,0.6237,13,1046,1533860.6,1534697.4,56,0.066921606,1.552209516,1.552209516,-10.1937197,1
HNEAP_RS07135,HNEAP_RS07135,1,NC_013422.1,1535393,1535587,-,,hypothetical protein,0.5077,3,194,1535412.4,1535567.6,3,0.019329897,0.540610187,0.540610187,-2.631550704,1
HNEAP_RS07140,HNEAP_RS07140,1,NC_013422.1,1535887,1536321,-,,group 1 truncated hemoglobin,0.5218,8,434,1535930.4,1536277.6,25,0.072004608,1.964650336,1.964650336,-11.49665567,1
HNEAP_RS07145,HNEAP_RS07145,1,NC_013422.1,1536351,1537253,-,,DUF3034 domain-containing protein,0.5626,20,902,1536441.2,1537162.8,31,0.042960089,1.094856531,1.094856531,-7.889371429,1
HNEAP_RS07150,HNEAP_RS07150,1,NC_013422.1,1537515,1538450,-,,response regulator receiver protein,0.563,13,935,1537608.5,1538356.5,48,0.064171123,1.634372119,1.634372119,-10.46969004,1
HNEAP_RS07155,HNEAP_RS07155,1,NC_013422.1,1538513,1539886,-,,histidine kinase,0.5502,24,1373,1538650.3,1539748.7,58,0.052804079,1.373262804,1.373262804,-9.559456479,1
HNEAP_RS07160,HNEAP_RS07160,1,NC_013422.1,1540172,1542694,-,,DNA internalization-related competence protein ComEC/Rec2,0.5731,54,2522,1540424.2,1542441.8,108,0.053528945,1.341438696,1.341438696,-9.441477725,1
HNEAP_RS07165,HNEAP_RS07165,1,NC_013422.1,1542752,1543555,-,,chemotaxis protein CheR,0.5149,16,803,1542832.3,1543474.7,39,0.060709838,1.676492617,1.676492617,-10.60775063,1
HNEAP_RS07170,HNEAP_RS07170,1,NC_013422.1,1543558,1544499,-,,chemotaxis protein CheV,0.5446,17,941,1543652.1,1544404.9,42,0.055791711,1.464490458,1.464490458,-9.888770727,1
HNEAP_RS07175,HNEAP_RS07175,1,NC_013422.1,1544893,1546104,+,,serine/threonine phosphatase,0.5355,24,1211,1545014.1,1545982.9,64,0.066061107,1.760732632,1.760732632,-10.87731038,1
HNEAP_RS07180,HNEAP_RS07180,1,NC_013422.1,1546176,1546736,+,,hypothetical protein,0.5526,11,560,1546232,1546680,35,0.078125,2.023765418,2.023765418,-11.66818603,1
HNEAP_RS07185,HNEAP_RS07185,1,NC_013422.1,1546763,1547146,+,,DUF1987 domain-containing protein,0.5052,11,383,1546801.3,1547107.7,13,0.042428198,1.191899641,1.191899641,-8.588989056,1
HNEAP_RS07190,HNEAP_RS07190,1,NC_013422.1,1547143,1547886,+,,GGDEF domain-containing protein,0.5323,17,743,1547217.3,1547811.7,32,0.053835801,1.442695549,1.442695549,-9.811258656,1
HNEAP_RS07195,HNEAP_RS07195,1,NC_013422.1,1548233,1549225,+,,phospholipase A(2),0.5086,27,992,1548332.2,1549125.8,32,0.040322581,1.125926792,1.125926792,-8.117737705,1
HNEAP_RS07200,HNEAP_RS07200,1,NC_013422.1,1549590,1551134,+,,RND transporter,0.5456,35,1544,1549744.4,1550979.6,99,0.080148964,2.100352871,2.100352871,-11.88550295,1
HNEAP_RS07205,HNEAP_RS07205,1,NC_013422.1,1551131,1552273,+,,MexH family multidrug efflux RND transporter periplasmic adaptor subunit,0.5442,20,1142,1551245.2,1552158.8,57,0.062390543,1.638796294,1.638796294,-10.4842976,1
GFF1439,,7,NC_013422.1,1552270,1555381,+,,multidrug efflux protein,0.5437,67,3111,1552581.1,1555069.9,63,0.025313404,0.665455025,0.665455025,-4.099155009,1
HNEAP_RS07215,HNEAP_RS07215,1,NC_013422.1,1555719,1557104,-,,class II fumarate hydratase,0.5325,30,1385,1555857.5,1556965.5,0,0,0,0,13.366775,1
HNEAP_RS07220,HNEAP_RS07220,1,NC_013422.1,1557127,1557894,-,,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,0.5378,17,767,1557203.7,1557817.3,0,0,0,0,13.366775,1
HNEAP_RS07225,HNEAP_RS07225,1,NC_013422.1,1557891,1558331,-,,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,0.4853,9,440,1557935,1558287,0,0,0,0,13.366775,1
HNEAP_RS07230,HNEAP_RS07230,1,NC_013422.1,1558349,1559416,-,,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,0.5599,19,1067,1558455.7,1559309.3,0,0,0,0,13.366775,1
HNEAP_RS07235,HNEAP_RS07235,1,NC_013422.1,1559455,1559973,-,,molecular chaperone Skp,0.501,13,518,1559506.8,1559921.2,0,0,0,0,13.366775,1
HNEAP_RS07240,HNEAP_RS07240,1,NC_013422.1,1560072,1562474,-,,outer membrane protein assembly factor BamA,0.506,71,2402,1560312.2,1562233.8,0,0,0,0,13.366775,1
HNEAP_RS07245,HNEAP_RS07245,1,NC_013422.1,1562471,1562749,-,,hypothetical protein,0.5448,6,278,1562498.8,1562721.2,8,0.035971223,0.943903229,0.943903229,-6.710280515,1
HNEAP_RS07250,HNEAP_RS07250,1,NC_013422.1,1562895,1564304,-,,RIP metalloprotease RseP,0.5582,23,1409,1563035.9,1564163.1,56,0.049680625,1.275202779,1.275202779,-9.160447816,1
HNEAP_RS07255,HNEAP_RS07255,1,NC_013422.1,1564359,1565564,-,,1-deoxy-D-xylulose-5-phosphate reductoisomerase,0.5705,13,1205,1564479.5,1565443.5,0,0,0,0,13.366775,1
HNEAP_RS07260,HNEAP_RS07260,1,NC_013422.1,1565583,1566437,-,,phosphatidate cytidylyltransferase,0.5754,17,854,1565668.4,1566351.6,0,0,0,0,13.366775,1
HNEAP_RS07265,HNEAP_RS07265,1,NC_013422.1,1566434,1567201,-,,di-trans poly-cis-decaprenylcistransferase,0.5508,18,767,1566510.7,1567124.3,0,0,0,0,13.366775,1
HNEAP_RS07270,HNEAP_RS07270,1,NC_013422.1,1567208,1567765,-,,ribosome-recycling factor,0.4946,8,557,1567263.7,1567709.3,0,0,0,0,13.366775,1
HNEAP_RS07275,HNEAP_RS07275,1,NC_013422.1,1567762,1568502,-,,UMP kinase,0.5358,14,740,1567836,1568428,0,0,0,0,13.366775,1
HNEAP_RS07280,HNEAP_RS07280,1,NC_013422.1,1568742,1569620,-,,elongation factor Ts,0.5631,20,878,1568829.8,1569532.2,0,0,0,0,13.366775,1
HNEAP_RS07285,HNEAP_RS07285,1,NC_013422.1,1569743,1570477,-,,30S ribosomal protein S2,0.5279,22,734,1569816.4,1570403.6,2,0.003405995,0.091961892,0.091961892,8.179013839,1
HNEAP_RS07290,HNEAP_RS07290,1,NC_013422.1,1570794,1571594,-,,segregation/condensation protein A,0.5805,10,800,1570874,1571514,44,0.06875,1.70284859,1.70284859,-10.69300962,1
HNEAP_RS07295,HNEAP_RS07295,1,NC_013422.1,1571613,1572269,-,,site-2 protease family protein,0.5677,11,656,1571678.6,1572203.4,27,0.051448171,1.300457277,1.300457277,-9.287074713,1
HNEAP_RS07300,HNEAP_RS07300,1,NC_013422.1,1572272,1572898,-,,threonylcarbamoyl-AMP synthase,0.5407,16,626,1572334.6,1572835.4,34,0.067891374,1.793745423,1.793745423,-10.98066386,1
HNEAP_RS07305,HNEAP_RS07305,1,NC_013422.1,1573046,1573621,+,,septation protein A,0.4896,18,575,1573103.5,1573563.5,0,0,0,0,13.366775,1
HNEAP_RS07310,HNEAP_RS07310,1,NC_013422.1,1573664,1573993,+,,hypothetical protein,0.5364,9,329,1573696.9,1573960.1,11,0.041793313,1.112228594,1.112228594,-8.017590623,1
HNEAP_RS07315,HNEAP_RS07315,1,NC_013422.1,1573911,1575002,+,,hypothetical protein,0.5018,20,1091,1574020.1,1574892.9,38,0.043538038,1.230532708,1.230532708,-8.857067879,1
HNEAP_RS07320,HNEAP_RS07320,1,NC_013422.1,1575176,1575778,+,,hypothetical protein,0.5257,17,602,1575236.2,1575717.8,12,0.024916944,0.675302193,0.675302193,-4.205021958,1
HNEAP_RS07325,HNEAP_RS07325,1,NC_013422.1,1575868,1577085,-,,diguanylate phosphodiesterase,0.5066,30,1217,1575989.7,1576963.3,19,0.019515201,0.54685986,0.54685986,-2.711371294,1
HNEAP_RS07330,HNEAP_RS07330,1,NC_013422.1,1577267,1579363,-,,polyribonucleotide nucleotidyltransferase,0.5646,35,2096,1577476.6,1579153.4,67,0.039957061,1.01504127,1.01504127,-7.281458124,1
HNEAP_RS07335,HNEAP_RS07335,1,NC_013422.1,1579649,1579918,-,,30S ribosomal protein S15,0.5222,6,269,1579675.9,1579891.1,1,0.00464684,0.126701615,0.126701615,6.439229232,1
HNEAP_RS07340,HNEAP_RS07340,1,NC_013422.1,1580030,1580986,-,,tRNA pseudouridine(55) synthase TruB,0.5486,21,956,1580125.6,1580890.4,16,0.020920502,0.545514252,0.545514252,-2.694249818,1
HNEAP_RS07345,HNEAP_RS07345,1,NC_013422.1,1580983,1581402,-,,30S ribosome-binding factor RbfA,0.531,9,419,1581024.9,1581360.1,8,0.023866348,0.640988528,0.640988528,-3.830508095,1
HNEAP_RS07350,HNEAP_RS07350,1,NC_013422.1,1581468,1584161,-,,translation initiation factor IF-2,0.5572,55,2693,1581737.3,1583891.7,0,0,0,0,13.366775,1
HNEAP_RS07355,HNEAP_RS07355,1,NC_013422.1,1584295,1585770,-,,transcription termination/antitermination protein NusA,0.5596,18,1475,1584442.5,1585622.5,1,0.000847458,0.02170308,0.02170308,14.40895393,1
HNEAP_RS07360,HNEAP_RS07360,1,NC_013422.1,1585792,1586292,-,,ribosome assembly cofactor RimP,0.5669,7,500,1585842,1586242,6,0.015,0.379642508,0.379642508,-0.245188256,1
HNEAP_RS07365,HNEAP_RS07365,1,NC_013422.1,1586512,1587018,-,,hypothetical protein,0.497,14,506,1586562.6,1586967.4,28,0.06916996,1.971947209,1.971947209,-11.51801303,1
HNEAP_RS07370,HNEAP_RS07370,1,NC_013422.1,1587070,1588215,-,,molecular chaperone DnaJ,0.575,14,1145,1587184.5,1588100.5,31,0.033842795,0.845548779,0.845548779,-5.865770518,1
HNEAP_RS07375,HNEAP_RS07375,1,NC_013422.1,1588336,1590240,-,,molecular chaperone DnaK,0.547,30,1904,1588526.4,1590049.6,2,0.001313025,0.034328744,0.034328744,12.75363496,1
HNEAP_RS07380,HNEAP_RS07380,1,NC_013422.1,1590372,1590944,-,,nucleotide exchange factor GrpE,0.5201,8,572,1590429.2,1590886.8,1,0.002185315,0.059802404,0.059802404,10.33347068,1
HNEAP_RS07385,HNEAP_RS07385,1,NC_013422.1,1591142,1592059,+,,hypothetical protein,0.5763,13,917,1591233.7,1591967.3,0,0,0,0,13.366775,1
HNEAP_RS07390,HNEAP_RS07390,1,NC_013422.1,1592068,1593732,+,,DNA repair protein RecN,0.5892,24,1664,1592234.4,1593565.6,54,0.040564904,0.991191865,0.991191865,-7.093283132,1
HNEAP_RS07395,HNEAP_RS07395,1,NC_013422.1,1593788,1594741,-,,cytochrome c,0.5545,27,953,1593883.3,1594645.7,51,0.066894019,1.727442832,1.727442832,-10.77180508,1
HNEAP_RS07400,HNEAP_RS07400,1,NC_013422.1,1594738,1595418,-,,cytochrome c,0.5932,15,680,1594806,1595350,46,0.084558824,2.053439971,2.053439971,-11.75303105,1
HNEAP_RS07405,HNEAP_RS07405,1,NC_013422.1,1595731,1598643,-,,peptidase M16,0.5633,56,2912,1596022.2,1598351.8,0,0,0,0,13.366775,1
HNEAP_RS07410,HNEAP_RS07410,1,NC_013422.1,1598935,1599555,+,,flavin reductase family protein,0.5137,13,620,1598997,1599493,36,0.072580645,2.008524974,2.008524974,-11.62428712,1
HNEAP_RS07415,HNEAP_RS07415,1,NC_013422.1,1599946,1601274,+,,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,0.5696,26,1328,1600078.8,1601141.2,64,0.060240964,1.518088338,1.518088338,-10.0764075,1
HNEAP_RS07420,HNEAP_RS07420,5,NC_013422.1,1601354,1601444,+,,tRNA-Ser,0.5934,4,90,1601363,1601435,10,0.138888889,3.371761191,3.371761191,-14.89377302,1
HNEAP_RS07425,HNEAP_RS07425,1,NC_013422.1,1601806,1602702,-,,lipid A biosynthesis acyltransferase,0.524,25,896,1601895.6,1602612.4,48,0.066964286,1.820194206,1.820194206,-11.06257441,1
HNEAP_RS07430,HNEAP_RS07430,1,NC_013422.1,1602710,1604164,-,,cytochrome P450,0.532,39,1454,1602855.4,1604018.6,36,0.030949106,0.82979946,0.82979946,-5.723729117,1
HNEAP_RS07435,HNEAP_RS07435,1,NC_013422.1,1604157,1605425,-,,capsule polysaccharide biosynthesis protein,0.5225,35,1268,1604283.8,1605298.2,40,0.039432177,1.074607555,1.074607555,-7.738146383,1
HNEAP_RS07440,HNEAP_RS07440,1,NC_013422.1,1605537,1606574,-,,NAD(P)-dependent oxidoreductase,0.5434,27,1037,1605640.7,1606470.3,36,0.043394407,1.141351014,1.141351014,-8.229525573,1
HNEAP_RS07445,HNEAP_RS07445,1,NC_013422.1,1606592,1607842,-,,hypothetical protein,0.4932,40,1250,1606717,1607717,54,0.054,1.55012307,1.55012307,-10.18659293,1
HNEAP_RS07450,HNEAP_RS07450,1,NC_013422.1,1607943,1609169,-,,polysaccharide export protein,0.5175,29,1226,1608065.6,1609046.4,55,0.056076672,1.541527885,1.541527885,-10.15717028,1
HNEAP_RS07455,HNEAP_RS07455,1,NC_013422.1,1609350,1609904,+,,dTDP-4-dehydrorhamnose 3 5-epimerase,0.5207,12,554,1609405.4,1609848.6,31,0.069945848,1.912117248,1.912117248,-11.34131792,1
HNEAP_RS07460,HNEAP_RS07460,1,NC_013422.1,1609951,1610871,+,,dTDP-4-dehydrorhamnose reductase,0.5451,19,920,1610043,1610779,30,0.04076087,1.069052171,1.069052171,-7.696313793,1
HNEAP_RS07465,HNEAP_RS07465,1,NC_013422.1,1610888,1611955,+,,dTDP-glucose 4 6-dehydratase,0.5262,35,1067,1610994.7,1611848.3,25,0.029287723,0.793077904,0.793077904,-5.384295909,1
HNEAP_RS07470,HNEAP_RS07470,1,NC_013422.1,1611984,1612355,+,,four helix bundle protein,0.4086,15,371,1612021.1,1612317.9,8,0.026954178,0.914642629,0.914642629,-6.466198482,1
HNEAP_RS07475,HNEAP_RS07475,1,NC_013422.1,1612442,1613314,+,,glucose-1-phosphate thymidylyltransferase,0.4926,24,872,1612529.2,1613226.8,32,0.04587156,1.318228392,1.318228392,-9.354377591,1
HNEAP_RS07480,HNEAP_RS07480,1,NC_013422.1,1613337,1616213,+,,glycosyltransferase family 2 protein,0.5002,92,2876,1613624.6,1615925.4,78,0.033901252,0.960920784,0.960920784,-6.849685204,1
HNEAP_RS07485,HNEAP_RS07485,1,NC_013422.1,1616218,1618110,+,,capsular polysaccharide biosynthesis protein,0.3545,113,1892,1616407.2,1617920.8,44,0.029069767,1.116437263,1.116437263,-8.048448487,1
HNEAP_RS07490,HNEAP_RS07490,1,NC_013422.1,1618134,1618499,+,,sulfate adenylyltransferase,0.5383,10,365,1618170.5,1618462.5,8,0.02739726,0.7267812,0.7267812,-4.739087083,1
GFF1496,,7,NC_013422.1,1618549,1618814,+,,hypothetical protein,0.3947,12,265,1618575.5,1618787.5,5,0.023584906,0.824995274,0.824995274,-5.679989391,1
HNEAP_RS07500,HNEAP_RS07500,1,NC_013422.1,1618831,1619067,+,,DUF2442 domain-containing protein,0.4219,9,236,1618854.6,1619043.4,17,0.090042373,2.970394724,2.970394724,-14.0434268,1
HNEAP_RS07505,HNEAP_RS07505,1,NC_013422.1,1619366,1620268,+,,sulfate adenylyltransferase subunit CysD,0.546,26,902,1619456.2,1620177.8,23,0.031873614,0.834712651,0.834712651,-5.768260623,1
