locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,length,nBegin,nEnd,nStrains,insertionIndex,normalizedGCInsertions,normalizedGCStrains,gammaLikelyRatio
HNEAP_RS05690,HNEAP_RS05690,1,NC_013422.1,1232884,1233726,+,,3-methyl-2-oxobutanoate hydroxymethyltransferase,0.567,20,842,1232968.2,1233641.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05695,HNEAP_RS05695,1,NC_013422.1,1233727,1234578,+,,pantoate--beta-alanine ligase,0.5481,18,851,1233812.1,1234492.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05700,HNEAP_RS05700,1,NC_013422.1,1234631,1235590,+,,acetyl-CoA carboxylase carboxyltransferase subunit alpha,0.5542,12,959,1234726.9,1235494.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05705,HNEAP_RS05705,1,NC_013422.1,1235628,1236962,+,,tRNA(Ile)-lysidine synthetase,0.5543,21,1334,1235761.4,1236828.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05715,HNEAP_RS05715,1,NC_013422.1,1238164,1238760,+,,ubiquinol-cytochrome c reductase iron-sulfur subunit,0.536,16,596,1238223.6,1238700.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05720,HNEAP_RS05720,1,NC_013422.1,1238757,1239968,+,,cytochrome b,0.5041,27,1211,1238878.1,1239846.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05725,HNEAP_RS05725,1,NC_013422.1,1239965,1240723,+,,cytochrome c1,0.498,31,758,1240040.8,1240647.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05740,HNEAP_RS05740,5,NC_013422.1,1242307,1242382,-,,tRNA-Glu,0.6447,3,75,1242314.5,1242374.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05745,HNEAP_RS05745,5,NC_013422.1,1242384,1242460,-,,tRNA-Arg,0.5974,4,76,1242391.6,1242452.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05750,HNEAP_RS05750,5,NC_013422.1,1242462,1242537,-,,tRNA-Asn,0.5132,3,75,1242469.5,1242529.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05765,HNEAP_RS05765,1,NC_013422.1,1244353,1245912,+,,glycosyl transferase family 39,0.4949,55,1559,1244508.9,1245756.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05775,HNEAP_RS05775,1,NC_013422.1,1246475,1247518,+,,dihydroorotase,0.5421,29,1043,1246579.3,1247413.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05795,HNEAP_RS05795,1,NC_013422.1,1251163,1253034,-,,dihydroxy-acid dehydratase,0.5337,46,1871,1251350.1,1252846.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05805,HNEAP_RS05805,1,NC_013422.1,1253794,1255314,-,,amidophosphoribosyltransferase,0.5161,33,1520,1253946.0,1255162.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05820,HNEAP_RS05820,1,NC_013422.1,1256653,1257957,-,,bifunctional folylpolyglutamate synthase/dihydrofolate synthase,0.5433,27,1304,1256783.4,1257826.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05825,HNEAP_RS05825,1,NC_013422.1,1257954,1258826,-,,acetyl-CoA carboxylase carboxyltransferase subunit beta,0.5475,10,872,1258041.2,1258738.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05830,HNEAP_RS05830,1,NC_013422.1,1258866,1259696,-,,tryptophan synthase subunit alpha,0.5439,14,830,1258949.0,1259613.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05835,HNEAP_RS05835,1,NC_013422.1,1259693,1260949,-,,tryptophan synthase subunit beta,0.537,26,1256,1259818.6,1260823.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05840,HNEAP_RS05840,1,NC_013422.1,1260942,1261583,-,,phosphoribosylanthranilate isomerase,0.5265,10,641,1261006.1,1261518.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05870,HNEAP_RS05870,1,NC_013422.1,1270978,1271643,+,,outer membrane lipoprotein LolB,0.5255,18,665,1271044.5,1271576.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05875,HNEAP_RS05875,1,NC_013422.1,1271640,1272539,+,,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,0.5333,22,899,1271729.9,1272449.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05880,HNEAP_RS05880,5,NC_013422.1,1272623,1272699,+,,tRNA-Gln,0.5714,1,76,1272630.6,1272691.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05885,HNEAP_RS05885,1,NC_013422.1,1272716,1273672,+,,ribose-phosphate pyrophosphokinase,0.5392,18,956,1272811.6,1273576.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05895,HNEAP_RS05895,1,NC_013422.1,1274658,1275242,+,,aminoacyl-tRNA hydrolase,0.506,11,584,1274716.4,1275183.6,2,0.004280821917808219,0.1200863359250327,0.1200863359250327,6.737727815733416
HNEAP_RS05905,HNEAP_RS05905,1,NC_013422.1,1276522,1277529,+,,porphobilinogen synthase,0.5665,20,1007,1276622.7,1277428.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05940,HNEAP_RS05940,1,NC_013422.1,1285373,1286902,-,,apolipoprotein N-acyltransferase,0.5464,32,1529,1285525.9,1286749.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05950,HNEAP_RS05950,1,NC_013422.1,1287874,1288359,-,,rRNA maturation RNase YbeY,0.5165,10,485,1287922.5,1288310.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05970,HNEAP_RS05970,1,NC_013422.1,1291982,1293652,-,,ubiquinone biosynthesis regulatory protein kinase UbiB,0.5206,28,1670,1292149.0,1293485.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05975,HNEAP_RS05975,1,NC_013422.1,1293649,1294398,-,,hypothetical protein,0.5267,15,749,1293723.9,1294323.1,3,0.00500667556742323,0.13545869076171693,0.13545869076171693,6.063246081844397
HNEAP_RS06000,HNEAP_RS06000,1,NC_013422.1,1299390,1300874,+,,Fe-S cluster assembly protein SufB,0.5407,39,1484,1299538.4,1300725.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06005,HNEAP_RS06005,1,NC_013422.1,1300915,1301673,+,,Fe-S cluster assembly ATPase SufC,0.5217,13,758,1300990.8,1301597.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06010,HNEAP_RS06010,1,NC_013422.1,1301670,1302950,+,,Fe-S cluster assembly protein SufD,0.5597,23,1280,1301798.0,1302822.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06020,HNEAP_RS06020,1,NC_013422.1,1304200,1304745,+,,putative Fe-S cluster assembly protein SufT,0.5568,14,545,1304254.5,1304690.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06035,HNEAP_RS06035,1,NC_013422.1,1305567,1306004,+,,Fe-S metabolism associated SufE,0.5,11,437,1305610.7,1305960.3,1,0.002860411899313501,0.08110668014894404,0.08110668014894404,8.83062834294666
HNEAP_RS06120,HNEAP_RS06120,1,NC_013422.1,1318259,1319029,-,,inositol-phosphate phosphatase,0.559,21,770,1318336.0,1318952.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06125,HNEAP_RS06125,5,NC_013422.1,1319195,1319279,+,,tRNA-Leu,0.5176,5,84,1319203.4,1319270.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06135,HNEAP_RS06135,1,NC_013422.1,1320349,1322070,+,,glutamine--tRNA ligase/YqeY domain fusion protein,0.5482,46,1721,1320521.1,1321897.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06155,HNEAP_RS06155,1,NC_013422.1,1325613,1326848,+,,lipid-A-disaccharide synthase,0.5704,19,1235,1325736.5,1326724.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06180,HNEAP_RS06180,1,NC_013422.1,1330410,1332635,-,,DNA topoisomerase IV subunit A,0.5764,36,2225,1330632.5,1332412.5,3,0.0016853932584269663,0.0420156590267633,0.0420156590267633,11.923193701072671
HNEAP_RS06185,HNEAP_RS06185,1,NC_013422.1,1332702,1333832,-,,LPS export ABC transporter permease LptG,0.5411,30,1130,1332815.0,1333719.0,3,0.00331858407079646,0.08762095744953936,0.08762095744953936,8.431973392218316
HNEAP_RS06190,HNEAP_RS06190,1,NC_013422.1,1333819,1334934,-,,LPS export ABC transporter permease LptF,0.5403,28,1115,1333930.5,1334822.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06210,HNEAP_RS06210,1,NC_013422.1,1338734,1340080,-,,UDP-glucose/GDP-mannose dehydrogenase family protein,0.5338,22,1346,1338868.6,1339945.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06220,HNEAP_RS06220,1,NC_013422.1,1340703,1342544,-,,glutamine--fructose-6-phosphate transaminase (isomerizing),0.5532,37,1841,1340887.1,1342359.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06225,HNEAP_RS06225,1,NC_013422.1,1342584,1343864,-,,glutamate-1-semialdehyde-2 1-aminomutase,0.5699,23,1280,1342712.0,1343736.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06230,HNEAP_RS06230,1,NC_013422.1,1344050,1344700,-,,thiamine phosphate synthase,0.5315,14,650,1344115.0,1344635.0,1,0.0019230769230769232,0.05160492596604506,0.05160492596604506,11.018119616182554
HNEAP_RS06250,HNEAP_RS06250,1,NC_013422.1,1349882,1351360,-,,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit B,0.57,33,1478,1350029.8,1351212.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06255,HNEAP_RS06255,1,NC_013422.1,1351357,1352829,-,,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A,0.5757,33,1472,1351504.2,1352681.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06260,HNEAP_RS06260,1,NC_013422.1,1352955,1353242,-,,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit C,0.5278,3,287,1352983.7,1353213.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06265,HNEAP_RS06265,1,NC_013422.1,1353847,1354884,+,,rod shape-determining protein,0.5723,19,1037,1353950.7,1354780.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06270,HNEAP_RS06270,1,NC_013422.1,1354900,1355901,+,,rod shape-determining protein MreC,0.524,18,1001,1355000.1,1355800.9,1,0.0012487512487512488,0.03394301549968214,0.03394301549968214,12.798290447707133
HNEAP_RS06345,HNEAP_RS06345,1,NC_013422.1,1368649,1369284,-,,lipoyl(octanoyl) transferase LipB,0.5204,18,635,1368712.5,1369220.5,4,0.007874015748031496,0.2153648582245971,0.2153648582245971,3.340435691156584
HNEAP_RS06360,HNEAP_RS06360,1,NC_013422.1,1370526,1371803,-,,serine hydrolase,0.507,39,1277,1370653.7,1371675.3,8,0.007830853563038372,0.21928223065325855,0.21928223065325855,3.2307162412820487
GFF1270,,7,NC_013422.1,1373793,1374916,-,,rod shape-determining protein RodA,0.5383,18,1123,1373905.3,1374803.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06380,HNEAP_RS06380,1,NC_013422.1,1374991,1376874,-,,penicillin-binding protein 2,0.5409,45,1883,1375179.3,1376685.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06385,HNEAP_RS06385,1,NC_013422.1,1376946,1377476,-,,inorganic diphosphatase,0.548,9,530,1376999.0,1377423.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06390,HNEAP_RS06390,1,NC_013422.1,1377654,1378307,+,,adenylate kinase,0.5474,13,653,1377719.3,1378241.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06395,HNEAP_RS06395,1,NC_013422.1,1378325,1380661,+,,LPS-assembly protein LptD,0.5571,58,2336,1378558.6,1380427.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06400,HNEAP_RS06400,1,NC_013422.1,1380777,1382174,+,,SurA domain-containing protein,0.5429,26,1397,1380916.7,1382034.3,1,0.0008947745168217608,0.02355382862525984,0.02355382862525984,14.137323249439357
HNEAP_RS06405,HNEAP_RS06405,1,NC_013422.1,1382186,1383214,+,,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,0.6093,14,1028,1382288.8,1383111.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06440,HNEAP_RS06440,1,NC_013422.1,1387607,1388662,+,,phosphoribosylformylglycinamidine cyclo-ligase,0.5758,16,1055,1387712.5,1388556.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06450,HNEAP_RS06450,1,NC_013422.1,1389354,1390256,-,,cysteine synthase CysM,0.5415,23,902,1389444.2,1390165.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06530,HNEAP_RS06530,5,NC_013422.1,1410342,1410417,+,,tRNA-Gly,0.5921,1,75,1410349.5,1410409.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06535,HNEAP_RS06535,5,NC_013422.1,1410422,1410495,+,,tRNA-Cys,0.5676,2,73,1410429.3,1410487.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06590,HNEAP_RS06590,1,NC_013422.1,1424534,1425055,-,,MerR family transcriptional regulator,0.5077,17,521,1424586.1,1425002.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06600,HNEAP_RS06600,1,NC_013422.1,1425349,1427748,-,,phenylalanine--tRNA ligase subunit beta,0.5383,37,2399,1425588.9,1427508.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06605,HNEAP_RS06605,1,NC_013422.1,1427790,1428812,-,,phenylalanine--tRNA ligase subunit alpha,0.5591,19,1022,1427892.2,1428709.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06610,HNEAP_RS06610,1,NC_013422.1,1429035,1429394,-,,50S ribosomal protein L20,0.5194,13,359,1429070.9,1429358.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06615,HNEAP_RS06615,1,NC_013422.1,1429408,1429602,-,,50S ribosomal protein L35,0.5077,4,194,1429427.4,1429582.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06620,HNEAP_RS06620,1,NC_013422.1,1429916,1430488,-,,translation initiation factor IF-3,0.5166,11,572,1429973.2,1430430.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06625,HNEAP_RS06625,1,NC_013422.1,1430827,1432740,-,,threonine--tRNA ligase,0.5423,39,1913,1431018.3,1432548.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06655,HNEAP_RS06655,1,NC_013422.1,1437225,1437968,+,,bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1 4-benzoquinol methylase UbiE,0.543,16,743,1437299.3,1437893.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06660,HNEAP_RS06660,1,NC_013422.1,1438168,1439565,+,,lytic transglycosylase F,0.515,44,1397,1438307.7,1439425.3,7,0.006263421617752326,0.17293310955773644,0.17293310955773644,4.653226508928543
HNEAP_RS06665,HNEAP_RS06665,1,NC_013422.1,1439613,1440329,-,,orotidine-5'-phosphate decarboxylase,0.583,9,716,1439684.6,1440257.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06670,HNEAP_RS06670,1,NC_013422.1,1440339,1440644,-,,integration host factor subunit beta,0.4837,10,305,1440369.5,1440613.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06675,HNEAP_RS06675,1,NC_013422.1,1440826,1442508,-,,30S ribosomal protein S1,0.5282,25,1682,1440994.2,1442339.8,11,0.008174791914387632,0.22060612923084646,0.22060612923084646,3.19401591950077
HNEAP_RS06680,HNEAP_RS06680,1,NC_013422.1,1442623,1443282,-,,(d)CMP kinase,0.5773,11,659,1442688.9,1443216.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06685,HNEAP_RS06685,1,NC_013422.1,1443279,1444649,-,,3-phosphoshikimate 1-carboxyvinyltransferase,0.5784,25,1370,1443416.0,1444512.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06690,HNEAP_RS06690,1,NC_013422.1,1444675,1445553,-,,prephenate dehydrogenase/arogenate dehydrogenase family protein,0.5791,15,878,1444762.8,1445465.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06700,HNEAP_RS06700,1,NC_013422.1,1446744,1447985,-,,chorismate mutase,0.5757,19,1241,1446868.1,1447860.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06705,HNEAP_RS06705,1,NC_013422.1,1447996,1449159,-,,3-phosphoglycerate dehydrogenase,0.5378,23,1163,1448112.3,1449042.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06710,HNEAP_RS06710,1,NC_013422.1,1449219,1450310,-,,3-phosphoserine/phosphohydroxythreonine transaminase,0.5321,25,1091,1449328.1,1450200.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06715,HNEAP_RS06715,1,NC_013422.1,1450363,1452957,-,,DNA gyrase subunit A,0.5487,52,2594,1450622.4,1452697.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06735,HNEAP_RS06735,1,NC_013422.1,1456133,1457455,-,,amino-acid N-acetyltransferase,0.5601,18,1322,1456265.2,1457322.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06740,HNEAP_RS06740,1,NC_013422.1,1457540,1458478,-,,ornithine carbamoyltransferase,0.5623,16,938,1457633.8,1458384.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06750,HNEAP_RS06750,1,NC_013422.1,1460051,1460764,+,,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,0.5238,14,713,1460122.3,1460692.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06775,HNEAP_RS06775,1,NC_013422.1,1462878,1464254,-,,dihydroorotase,0.5839,21,1376,1463015.6,1464116.4,1,0.0009084302325581395,0.022381086617867745,0.022381086617867745,14.308065441941155
HNEAP_RS06780,HNEAP_RS06780,1,NC_013422.1,1464251,1465252,-,,aspartate carbamoyltransferase catalytic subunit,0.5629,17,1001,1464351.1,1465151.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06790,HNEAP_RS06790,1,NC_013422.1,1465779,1466276,-,,Holliday junction resolvase RuvX,0.5522,7,497,1465828.7,1466226.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06840,HNEAP_RS06840,1,NC_013422.1,1477493,1477759,+,,cell division topological specificity factor MinE,0.5019,7,266,1477519.6,1477732.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06860,HNEAP_RS06860,1,NC_013422.1,1479517,1479996,+,,type II 3-dehydroquinate dehydratase,0.5563,13,479,1479564.9,1479948.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06865,HNEAP_RS06865,1,NC_013422.1,1480040,1480492,+,,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,0.5143,6,452,1480085.2,1480446.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06870,HNEAP_RS06870,1,NC_013422.1,1480519,1481862,+,,acetyl-CoA carboxylase biotin carboxylase subunit,0.5476,27,1343,1480653.3,1481727.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06900,HNEAP_RS06900,1,NC_013422.1,1485655,1488513,-,,valine--tRNA ligase,0.5614,55,2858,1485940.8,1488227.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06910,HNEAP_RS06910,1,NC_013422.1,1489139,1490101,+,,lysylphosphatidylglycerol synthetase family protein,0.5618,31,962,1489235.2,1490004.8,3,0.003898128898128898,0.09947415564386121,0.09947415564386121,7.762726019143074
HNEAP_RS06925,HNEAP_RS06925,1,NC_013422.1,1491042,1491266,-,,30S ribosomal protein S18,0.52,5,224,1491064.4,1491243.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06930,HNEAP_RS06930,1,NC_013422.1,1491297,1491725,-,,30S ribosomal protein S6,0.5524,6,428,1491339.8,1491682.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06940,HNEAP_RS06940,1,NC_013422.1,1492351,1493103,-,,pyridoxine 5'-phosphate synthase,0.5618,11,752,1492426.2,1493027.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06950,HNEAP_RS06950,1,NC_013422.1,1493936,1494862,-,,GTPase Era,0.5394,12,926,1494028.6,1494769.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06965,HNEAP_RS06965,1,NC_013422.1,1496002,1496802,-,,signal peptidase I,0.4906,31,800,1496082.0,1496722.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06980,HNEAP_RS06980,1,NC_013422.1,1500343,1501656,-,,homoserine dehydrogenase,0.5647,27,1313,1500474.3,1501524.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06985,HNEAP_RS06985,1,NC_013422.1,1501689,1502915,-,,alanine transaminase,0.5542,30,1226,1501811.6,1502792.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS06990,HNEAP_RS06990,1,NC_013422.1,1503142,1504329,-,,threonine synthase,0.5614,16,1187,1503260.7,1504210.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07110,HNEAP_RS07110,1,NC_013422.1,1530755,1531375,+,,hypothetical protein,0.6216,3,620,1530817.0,1531313.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07215,HNEAP_RS07215,1,NC_013422.1,1555719,1557104,-,,class II fumarate hydratase,0.5325,30,1385,1555857.5,1556965.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07220,HNEAP_RS07220,1,NC_013422.1,1557127,1557894,-,,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,0.5378,17,767,1557203.7,1557817.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07225,HNEAP_RS07225,1,NC_013422.1,1557891,1558331,-,,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,0.4853,9,440,1557935.0,1558287.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07230,HNEAP_RS07230,1,NC_013422.1,1558349,1559416,-,,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,0.5599,19,1067,1558455.7,1559309.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07235,HNEAP_RS07235,1,NC_013422.1,1559455,1559973,-,,molecular chaperone Skp,0.501,13,518,1559506.8,1559921.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07240,HNEAP_RS07240,1,NC_013422.1,1560072,1562474,-,,outer membrane protein assembly factor BamA,0.506,71,2402,1560312.2,1562233.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07255,HNEAP_RS07255,1,NC_013422.1,1564359,1565564,-,,1-deoxy-D-xylulose-5-phosphate reductoisomerase,0.5705,13,1205,1564479.5,1565443.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07260,HNEAP_RS07260,1,NC_013422.1,1565583,1566437,-,,phosphatidate cytidylyltransferase,0.5754,17,854,1565668.4,1566351.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07265,HNEAP_RS07265,1,NC_013422.1,1566434,1567201,-,,di-trans poly-cis-decaprenylcistransferase,0.5508,18,767,1566510.7,1567124.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07270,HNEAP_RS07270,1,NC_013422.1,1567208,1567765,-,,ribosome-recycling factor,0.4946,8,557,1567263.7,1567709.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07275,HNEAP_RS07275,1,NC_013422.1,1567762,1568502,-,,UMP kinase,0.5358,14,740,1567836.0,1568428.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07280,HNEAP_RS07280,1,NC_013422.1,1568742,1569620,-,,elongation factor Ts,0.5631,20,878,1568829.8,1569532.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07285,HNEAP_RS07285,1,NC_013422.1,1569743,1570477,-,,30S ribosomal protein S2,0.5279,22,734,1569816.4,1570403.6,2,0.003405994550408719,0.09196189210122341,0.09196189210122341,8.179013839189999
HNEAP_RS07305,HNEAP_RS07305,1,NC_013422.1,1573046,1573621,+,,septation protein A,0.4896,18,575,1573103.5,1573563.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07335,HNEAP_RS07335,1,NC_013422.1,1579649,1579918,-,,30S ribosomal protein S15,0.5222,6,269,1579675.9,1579891.1,1,0.004646840148698884,0.12670161543514386,0.12670161543514386,6.439229231907359
HNEAP_RS07350,HNEAP_RS07350,1,NC_013422.1,1581468,1584161,-,,translation initiation factor IF-2,0.5572,55,2693,1581737.3,1583891.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07355,HNEAP_RS07355,1,NC_013422.1,1584295,1585770,-,,transcription termination/antitermination protein NusA,0.5596,18,1475,1584442.5,1585622.5,1,0.000847457627118644,0.021703080399907745,0.021703080399907745,14.408953932757855
HNEAP_RS07375,HNEAP_RS07375,1,NC_013422.1,1588336,1590240,-,,molecular chaperone DnaK,0.547,30,1904,1588526.4,1590049.6,2,0.0013130252100840335,0.03432874404422789,0.03432874404422789,12.753634960174802
HNEAP_RS07380,HNEAP_RS07380,1,NC_013422.1,1590372,1590944,-,,nucleotide exchange factor GrpE,0.5201,8,572,1590429.2,1590886.8,1,0.002185314685314685,0.05980240446987642,0.05980240446987642,10.333470679095331
HNEAP_RS07385,HNEAP_RS07385,1,NC_013422.1,1591142,1592059,+,,hypothetical protein,0.5763,13,917,1591233.7,1591967.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07405,HNEAP_RS07405,1,NC_013422.1,1595731,1598643,-,,peptidase M16,0.5633,56,2912,1596022.2,1598351.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07520,HNEAP_RS07520,1,NC_013422.1,1623716,1624312,+,,adenylyl-sulfate kinase,0.5059,18,596,1623775.6,1624252.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07575,HNEAP_RS07575,1,NC_013422.1,1643884,1645074,-,,O-succinylhomoserine sulfhydrylase,0.5877,15,1190,1644003.0,1644955.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07585,HNEAP_RS07585,1,NC_013422.1,1645475,1646332,-,,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,0.5711,16,857,1645560.7,1646246.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS12265,HNEAP_RS12265,1,NC_013422.1,1651025,1651846,-,,outer membrane lipoprotein carrier protein LolA,0.5341,16,821,1651107.1,1651763.9,5,0.00761266747868453,0.20338250082575515,0.20338250082575515,3.686999463059479
HNEAP_RS07615,HNEAP_RS07615,1,NC_013422.1,1651806,1654166,-,,DNA translocase FtsK,0.5735,29,2360,1652042.0,1653930.0,14,0.007415254237288136,0.18570865103596207,0.18570865103596207,4.231473232645178
HNEAP_RS07625,HNEAP_RS07625,1,NC_013422.1,1655201,1655830,-,,stringent starvation protein A,0.5603,11,629,1655263.9,1655767.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS07655,HNEAP_RS07655,1,NC_013422.1,1661547,1661858,-,,RnfH family protein,0.5609,4,311,1661578.1,1661826.9,1,0.0040192926045016075,0.10271570111666953,0.10271570111666953,7.590805555195301
