,locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,pvalInitial,pvalCorrected,length,inserts,lg,predictedInsertionRate
1152,HNEAP_RS05800,HNEAP_RS05800,1,NC_013422.1,1253142,1253711,-,,L D-transpeptidase,0.4982,14,0.1921933162085197,0.03499668196891048,569,18,283.4758,0.04811994014797601
1153,HNEAP_RS05805,HNEAP_RS05805,1,NC_013422.1,1253794,1255314,-,,amidophosphoribosyltransferase,0.5161,33,1.8467274504505625e-27,1.7575019986578009e-34,1520,0,784.472,0.04984885810993661
1154,HNEAP_RS05810,HNEAP_RS05810,1,NC_013422.1,1255373,1255861,-,,colicin V production protein CvpA,0.501,12,0.01367721042275976,0.0011147666113892065,488,10,244.488,0.048390385415768726
1155,HNEAP_RS05815,HNEAP_RS05815,1,NC_013422.1,1255905,1256669,-,,sporulation domain-containing protein,0.5542,15,0.028743632931874534,0.00016849660748071644,764,20,423.40880000000004,0.053528845503830406
1156,HNEAP_RS05820,HNEAP_RS05820,1,NC_013422.1,1256653,1257957,-,,bifunctional folylpolyglutamate synthase/dihydrofolate synthase,0.5433,27,1.1624858341054537e-23,2.9759208324472885e-31,1304,0,708.4632,0.052476040711351604
1157,HNEAP_RS05825,HNEAP_RS05825,1,NC_013422.1,1257954,1258826,-,,acetyl-CoA carboxylase carboxyltransferase subunit beta,0.5475,10,4.606354932468658e-16,2.6575619578497825e-21,872,0,477.42,0.05288170861304067
1158,HNEAP_RS05830,HNEAP_RS05830,1,NC_013422.1,1258866,1259696,-,,tryptophan synthase subunit alpha,0.5439,14,2.5237649231451495e-15,3.5303594743266466e-20,830,0,451.43700000000007,0.05253399326873576
1159,HNEAP_RS05835,HNEAP_RS05835,1,NC_013422.1,1259693,1260949,-,,tryptophan synthase subunit beta,0.537,26,4.296711370186756e-21,6.176966126984007e-28,1256,1,674.4720000000001,0.05186753885881799
1160,HNEAP_RS05840,HNEAP_RS05840,1,NC_013422.1,1260942,1261583,-,,phosphoribosylanthranilate isomerase,0.5265,10,5.323051359396722e-12,2.9556433626172814e-15,641,0,337.4865,0.05085336910459528
1161,HNEAP_RS05845,HNEAP_RS05845,1,NC_013422.1,1261738,1262553,-,,tRNA pseudouridine(38-40) synthase,0.5564,25,0.9732336949445859,0.4906965009433186,815,43,453.466,0.053741338214238966
1162,HNEAP_RS05850,HNEAP_RS05850,1,NC_013422.1,1262768,1264432,+,,TolC family protein,0.5165,32,0.9975811978863716,0.7698683934710343,1664,89,859.4559999999999,0.049887493148192706
1163,HNEAP_RS05855,HNEAP_RS05855,1,NC_013422.1,1264434,1265567,+,,efflux RND transporter periplasmic adaptor subunit,0.5353,22,0.7102684103486617,0.08515039009388763,1133,48,606.4949,0.05170333994622955
1164,HNEAP_RS05860,HNEAP_RS05860,1,NC_013422.1,1265564,1268896,+,,AcrB/AcrD/AcrF family protein,0.5344,69,0.9997776853273415,0.5517498262292528,3332,173,1780.6208,0.05161641111015331
1165,HNEAP_RS05865,HNEAP_RS05865,1,NC_013422.1,1269101,1270981,+,,hypothetical protein,0.5141,45,0.6819895957538602,0.05447016569321159,1880,78,966.508,0.0496556829186561
1166,HNEAP_RS05870,HNEAP_RS05870,1,NC_013422.1,1270978,1271643,+,,outer membrane lipoprotein LolB,0.5255,18,5.736502878267411e-11,3.303869650903999e-14,665,1,349.4575,0.05075678150895502
1167,HNEAP_RS05875,HNEAP_RS05875,1,NC_013422.1,1271640,1272539,+,,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,0.5333,22,5.888862523334124e-15,1.121516539246285e-19,899,1,479.4367,0.051510164754949024
1168,HNEAP_RS05880,HNEAP_RS05880,5,NC_013422.1,1272623,1272699,+,,tRNA-Gln,0.5714,1,0.19073238780696025,0.07273300956203184,76,1,43.4264,0.05519015214884281
1169,HNEAP_RS05885,HNEAP_RS05885,1,NC_013422.1,1272716,1273672,+,,ribose-phosphate pyrophosphokinase,0.5392,18,1.5345265101859465e-17,6.218969636482114e-23,956,0,515.4752,0.05208003156922654
1170,HNEAP_RS05890,HNEAP_RS05890,1,NC_013422.1,1273919,1274533,+,,50S ribosomal protein L25,0.5203,9,2.8076840233161033e-05,1.6512999665599338e-07,614,7,319.4642,0.05025452601162569
1171,HNEAP_RS05895,HNEAP_RS05895,1,NC_013422.1,1274658,1275242,+,,aminoacyl-tRNA hydrolase,0.506,11,1.41733272822786e-07,9.700571233255374e-10,584,3,295.504,0.04887332339397002
1172,HNEAP_RS05900,HNEAP_RS05900,1,NC_013422.1,1275315,1276409,+,,redox-regulated ATPase YchF,0.5397,15,0.9983481751452304,0.8119576526178733,1094,63,590.4318,0.05212832536704667
1173,HNEAP_RS05905,HNEAP_RS05905,1,NC_013422.1,1276522,1277529,+,,porphobilinogen synthase,0.5665,20,2.6679228298972943e-13,1.2612197559618097e-19,1007,4,570.4655,0.05471687293020556
1174,HNEAP_RS05910,HNEAP_RS05910,1,NC_013422.1,1278257,1279225,-,,DUF697 domain-containing protein,0.5459,19,0.16503622229080334,0.002363289320248906,968,32,528.4312000000001,0.05272716846001628
1175,HNEAP_RS05915,HNEAP_RS05915,1,NC_013422.1,1279241,1280572,-,,hypothetical protein,0.542,37,0.005255690046802105,2.063423625534895e-06,1331,35,721.402,0.05235047683701927
1176,HNEAP_RS05920,HNEAP_RS05920,1,NC_013422.1,1280737,1282026,-,,EAL domain-containing protein,0.5101,27,0.7366005717317983,0.1509296135395995,1289,55,657.5189,0.04926933253609506
1177,HNEAP_RS05925,HNEAP_RS05925,1,NC_013422.1,1282299,1283225,+,,cation diffusion facilitator transporter,0.521,21,0.05475467202355834,0.0010558983875755554,926,27,482.446,0.050322137328573865
1178,HNEAP_RS05930,HNEAP_RS05930,1,NC_013422.1,1283222,1283443,+,,hypothetical protein,0.5,8,0.9985572964933362,0.9886081973414829,221,18,110.5,0.04829379782012847
1179,HNEAP_RS05935,HNEAP_RS05935,1,NC_013422.1,1283509,1285296,-,,ABC transporter ATP-binding protein,0.5235,40,0.6288926303926667,0.03133838118464056,1787,73,935.4944999999999,0.0505636063176745
1180,HNEAP_RS05940,HNEAP_RS05940,1,NC_013422.1,1285373,1286902,-,,apolipoprotein N-acyltransferase,0.5464,32,2.6416225163336185e-24,3.683034155410807e-33,1529,2,835.4456,0.05277546225783639
1181,HNEAP_RS05945,HNEAP_RS05945,1,NC_013422.1,1286899,1287798,-,,ion transporter,0.5222,19,6.139778732031754e-05,9.373222907925067e-08,899,15,469.4578,0.05043804244334218
1182,HNEAP_RS05950,HNEAP_RS05950,1,NC_013422.1,1287874,1288359,-,,rRNA maturation RNase YbeY,0.5165,10,6.535618770776024e-07,5.821367042470959e-09,485,2,250.50249999999997,0.049887493148192706
1183,HNEAP_RS05955,HNEAP_RS05955,1,NC_013422.1,1288356,1289342,-,,PhoH family protein,0.5491,18,4.4326799233659034e-05,6.720075789324443e-09,986,17,541.4126,0.05303624876606509
1184,HNEAP_RS05960,HNEAP_RS05960,1,NC_013422.1,1289369,1290748,-,,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,0.5493,33,0.440758060348074,0.007010347803017364,1379,53,757.4847,0.053055566285193145
1185,HNEAP_RS05965,HNEAP_RS05965,1,NC_013422.1,1290904,1291977,-,,tRNA dihydrouridine(20/20a) synthase DusA,0.554,24,0.8595485495259505,0.14057532608452403,1073,49,594.442,0.05350952798470235
1186,HNEAP_RS05970,HNEAP_RS05970,1,NC_013422.1,1291982,1293652,-,,ubiquinone biosynthesis regulatory protein kinase UbiB,0.5206,28,2.427886328159137e-25,4.544613621880715e-33,1670,3,869.4019999999999,0.05028350229031776
1187,HNEAP_RS05975,HNEAP_RS05975,1,NC_013422.1,1293649,1294398,-,,hypothetical protein,0.5267,15,1.8591120774156922e-08,1.0131354500889923e-11,749,5,394.4983,0.05087268662372333
1188,HNEAP_RS05980,HNEAP_RS05980,1,NC_013422.1,1294461,1295402,+,,CHAD domain-containing protein,0.482,26,0.910295528896668,0.6115802422169274,941,45,453.562,0.04655522109860385
1189,GFF1190,,7,NC_013422.1,1295437,1297511,-,,hypothetical protein,0.5557,54,0.9999999999987944,0.9999060355706774,2074,151,1152.5218,0.05367372689729078
1190,HNEAP_RS12245,HNEAP_RS12245,1,NC_013422.1,1297751,1298452,+,,hypothetical protein,0.5328,11,0.9999998023951929,0.9996733917463452,701,57,373.49280000000005,0.051461870957128904
1191,HNEAP_RS05995,HNEAP_RS05995,1,NC_013422.1,1298813,1299316,+,,SUF system Fe-S cluster assembly regulator,0.5615,6,0.9274845418617528,0.4504022217467223,503,26,282.4345,0.05423393495200428
1192,HNEAP_RS06000,HNEAP_RS06000,1,NC_013422.1,1299390,1300874,+,,Fe-S cluster assembly protein SufB,0.5407,39,3.1991718980270046e-22,2.543826071677385e-30,1484,3,802.3987999999999,0.05222491296268693
1193,HNEAP_RS06005,HNEAP_RS06005,1,NC_013422.1,1300915,1301673,+,,Fe-S cluster assembly ATPase SufC,0.5217,13,4.6599063434045397e-14,9.536936635042704e-18,758,0,395.44860000000006,0.05038974864552205
1194,HNEAP_RS06010,HNEAP_RS06010,1,NC_013422.1,1301670,1302950,+,,Fe-S cluster assembly protein SufD,0.5597,23,4.461509578950937e-20,3.501939258868239e-28,1280,2,716.4159999999999,0.054060077279851806
1195,HNEAP_RS06015,HNEAP_RS06015,1,NC_013422.1,1302962,1304191,+,,cysteine desulfurase,0.565,27,0.032066414156175185,1.5560402865465407e-05,1229,36,694.385,0.05457199153674517
1196,HNEAP_RS06020,HNEAP_RS06020,1,NC_013422.1,1304200,1304745,+,,putative Fe-S cluster assembly protein SufT,0.5568,14,2.5977561046378015e-10,8.235954350576337e-14,545,0,303.45599999999996,0.053779973252495054
1197,HNEAP_RS06025,HNEAP_RS06025,1,NC_013422.1,1304774,1305112,+,,(2Fe-2S)-binding protein,0.5457,13,0.13499185680857448,0.014917318365768222,338,9,184.4466,0.05270785094088821
1198,HNEAP_RS06030,HNEAP_RS06030,1,NC_013422.1,1305146,1305574,+,,iron-sulfur cluster assembly accessory protein,0.5058,12,0.0017888736642772257,0.0001002373501197052,428,6,216.4824,0.04885400587484196
1199,HNEAP_RS06035,HNEAP_RS06035,1,NC_013422.1,1305567,1306004,+,,Fe-S metabolism associated SufE,0.5,11,3.9285260395917084e-07,9.34959623178587e-09,437,1,218.5,0.04829379782012847
1200,HNEAP_RS06040,HNEAP_RS06040,1,NC_013422.1,1306051,1306272,-,,hypothetical protein,0.4685,4,0.8288125969069827,0.6993984449845269,221,11,103.5385,0.04525128855746038
1201,HNEAP_RS06045,HNEAP_RS06045,1,NC_013422.1,1306348,1307127,-,,oxidoreductase molybdopterin-binding protein,0.4962,23,0.02261648008459247,0.0011475165510093845,779,20,386.53979999999996,0.04792676495669549
1202,HNEAP_RS06050,HNEAP_RS06050,1,NC_013422.1,1307181,1307825,-,,cytochrome b561,0.5209,15,0.1528785602605395,0.011759241332434776,644,20,335.4596,0.05031247856900985
1203,HNEAP_RS06055,HNEAP_RS06055,1,NC_013422.1,1308088,1308492,+,,ECF subfamily RNA polymerase sigma-24 subunit,0.5235,10,0.01972610970340477,0.0012953862669714163,404,8,211.494,0.05056360631767451
1204,HNEAP_RS06060,HNEAP_RS06060,1,NC_013422.1,1308489,1311455,-,,Tn3 family transposase,0.6471,27,0.9999999999999999,0.9930143241249731,2966,218,1919.2986,0.06250183313881026
1205,HNEAP_RS06065,HNEAP_RS06065,1,NC_013422.1,1311463,1312023,-,,transposase,0.6132,4,0.9937040700929954,0.6038355192681465,560,34,343.392,0.05922751364660556
1206,HNEAP_RS06070,HNEAP_RS06070,1,NC_013422.1,1312142,1313143,-,,DUF3330 domain-containing protein,0.6347,8,0.9677720616157899,0.09427308723961747,1001,51,635.3347,0.06130414695287108
1207,HNEAP_RS06075,HNEAP_RS06075,1,NC_013422.1,1313140,1313376,-,,hypothetical protein,0.6624,3,0.7695693457258974,0.16956610383646797,236,11,156.3264,0.0639796233521062
1208,GFF1209,,7,NC_013422.1,1313373,1313610,-,,hypothetical protein,0.6975,0,0.985608583180198,0.5694286177378548,237,16,165.3075,0.06736984795907922
1209,HNEAP_RS06085,HNEAP_RS06085,1,NC_013422.1,1313628,1315325,-,,mercury(II) reductase,0.6643,17,0.931701344479159,0.001205896749763575,1697,79,1127.3171,0.06416313978382268
1210,HNEAP_RS06090,HNEAP_RS06090,1,NC_013422.1,1315366,1315788,-,,mercury transporter MerC,0.6619,2,0.9999566905193982,0.9286917429431223,422,34,279.3218,0.06393132955428607
1211,HNEAP_RS06095,HNEAP_RS06095,1,NC_013422.1,1315824,1316099,-,,mercuric transport protein periplasmic component,0.6232,3,0.9964540701967621,0.8419776137519744,275,20,171.38,0.06019338960300813
1212,HNEAP_RS06100,HNEAP_RS06100,1,NC_013422.1,1316113,1316463,-,,mercuric ion transporter MerT,0.6268,7,0.9584620469108401,0.45142202800026704,350,20,219.38,0.06054110494731305
1213,HNEAP_RS06105,HNEAP_RS06105,1,NC_013422.1,1316534,1316968,+,,Hg(II)-responsive transcriptional regulator,0.6161,4,0.9332383716172764,0.32691849351577157,434,23,267.3874,0.05950761767396231
1214,HNEAP_RS12525,HNEAP_RS12525,1,NC_013422.1,1317014,1317184,+,,ECF subfamily RNA polymerase sigma-24 subunit,0.5146,9,0.9813412139458381,0.9174388557139086,170,12,87.48199999999999,0.04970397671647621
1215,HNEAP_RS06110,HNEAP_RS06110,1,NC_013422.1,1317181,1317822,+,,DUF1109 domain-containing protein,0.5405,17,0.9999999994258746,0.9999934884943975,641,60,346.46049999999997,0.05220559544355887
1216,HNEAP_RS06115,HNEAP_RS06115,1,NC_013422.1,1317871,1318197,-,,DUF4282 domain-containing protein,0.5107,9,0.46778115990429225,0.18117261625341696,326,12,166.4882,0.04932728509347922
1217,HNEAP_RS06120,HNEAP_RS06120,1,NC_013422.1,1318259,1319029,-,,inositol-phosphate phosphatase,0.559,21,2.8663054764931637e-14,2.746871017180009e-19,770,0,430.43000000000006,0.05399246596290364
1218,HNEAP_RS06125,HNEAP_RS06125,5,NC_013422.1,1319195,1319279,+,,tRNA-Leu,0.5176,5,0.03331324947128111,0.013459324110780976,84,0,43.47839999999999,0.04999373950339699
1219,HNEAP_RS06130,HNEAP_RS06130,1,NC_013422.1,1319591,1320097,-,,DNA starvation/stationary phase protection protein,0.5286,8,0.9234410732632894,0.5651741084976075,506,26,267.47159999999997,0.051056203055439814
1220,HNEAP_RS06135,HNEAP_RS06135,1,NC_013422.1,1320349,1322070,+,,glutamine--tRNA ligase/YqeY domain fusion protein,0.5482,46,3.884487362698484e-29,2.118704402877437e-39,1721,1,943.4522000000001,0.05294931992998886
1221,HNEAP_RS06140,HNEAP_RS06140,1,NC_013422.1,1322128,1323432,-,,pyridine nucleotide-disulfide oxidoreductase,0.5241,29,0.27777797176505065,0.007421294304675729,1304,47,683.4264000000001,0.05062155887505867
1222,HNEAP_RS06145,HNEAP_RS06145,1,NC_013422.1,1323758,1324702,-,,sulfur oxidation protein,0.473,30,0.7538426056267762,0.4085052852319002,944,41,446.512,0.045685932737841536
1223,HNEAP_RS06150,HNEAP_RS06150,1,NC_013422.1,1324918,1325568,-,,ribonuclease HII,0.51,18,0.7757607812424934,0.3319147079533287,650,29,331.5,0.049259673776531045
1224,HNEAP_RS06155,HNEAP_RS06155,1,NC_013422.1,1325613,1326848,+,,lipid-A-disaccharide synthase,0.5704,19,2.572985751945447e-19,1.0730581531485575e-27,1235,2,704.4440000000001,0.055093564553202565
1225,HNEAP_RS06160,HNEAP_RS06160,1,NC_013422.1,1326853,1327638,-,,acetylornithine deacetylase,0.57,14,0.19937868068338244,0.0026927637623130832,785,26,447.45,0.055054929514946456
1226,HNEAP_RS06165,HNEAP_RS06165,1,NC_013422.1,1327667,1328404,-,,ATPase AAA,0.5921,11,0.9791709073639376,0.40535864654252657,737,40,436.37769999999995,0.05718951537859613
1227,HNEAP_RS06170,HNEAP_RS06170,1,NC_013422.1,1328397,1329899,-,,integrase,0.6094,21,0.9999999999994605,0.9996095584198589,1502,120,915.3188000000001,0.058860480783172596
1228,HNEAP_RS06175,HNEAP_RS06175,1,NC_013422.1,1330002,1330379,-,,hypothetical protein,0.5608,6,0.8264451086283974,0.34123361305844346,377,18,211.42159999999998,0.054166323635056086
1229,HNEAP_RS06180,HNEAP_RS06180,1,NC_013422.1,1330410,1332635,-,,DNA topoisomerase IV subunit A,0.5764,36,4.2438790075441587e-32,1.4865099436140287e-47,2225,5,1282.49,0.0556730901270441
1230,HNEAP_RS06185,HNEAP_RS06185,1,NC_013422.1,1332702,1333832,-,,LPS export ABC transporter permease LptG,0.5411,30,1.3846568080049536e-08,1.8315809282971402e-13,1130,13,611.443,0.05226354800094303
1231,HNEAP_RS06190,HNEAP_RS06190,1,NC_013422.1,1333819,1334934,-,,LPS export ABC transporter permease LptF,0.5403,28,4.2597110931036507e-16,4.493324577351802e-22,1115,3,602.4345,0.05218627792443082
1232,HNEAP_RS06195,HNEAP_RS06195,1,NC_013422.1,1334939,1336348,-,,U32 family peptidase,0.5596,28,2.0131998843448475e-06,3.3244157011617263e-12,1409,25,788.4764,0.05405041852028778
1233,HNEAP_RS06200,HNEAP_RS06200,1,NC_013422.1,1336544,1336975,+,,BLUF domain-containing protein,0.5255,11,0.9601552418337899,0.7249906225973781,431,24,226.4905,0.050756781508955025
1234,HNEAP_RS12530,HNEAP_RS12530,1,NC_013422.1,1336983,1337165,+,,DUF2256 domain-containing protein,0.5355,3,0.9998698364100399,0.9970002470800325,182,18,97.461,0.05172265746535759
1235,HNEAP_RS06205,HNEAP_RS06205,1,NC_013422.1,1337175,1338710,+,,cryptochrome/photolyase family protein,0.5645,36,0.9992400783052564,0.6294617195111487,1535,86,866.5075,0.05452369773892505
1236,HNEAP_RS06210,HNEAP_RS06210,1,NC_013422.1,1338734,1340080,-,,UDP-glucose/GDP-mannose dehydrogenase family protein,0.5338,22,2.121759561181058e-24,1.1382144818924064e-31,1346,0,718.4948,0.05155845855276916
1237,HNEAP_RS06215,HNEAP_RS06215,1,NC_013422.1,1340108,1340680,-,,DUF615 domain-containing protein,0.555,12,0.13034234379461385,0.0044269837487870825,572,17,317.46000000000004,0.05360611558034261
1238,HNEAP_RS06220,HNEAP_RS06220,1,NC_013422.1,1340703,1342544,-,,glutamine--fructose-6-phosphate transaminase (isomerizing),0.5532,37,4.1753144311768056e-33,1.2453171296212372e-44,1841,0,1018.4412000000001,0.053432257908190145
1239,HNEAP_RS06225,HNEAP_RS06225,1,NC_013422.1,1342584,1343864,-,,glutamate-1-semialdehyde-2 1-aminomutase,0.5699,23,3.072536839424766e-23,3.3580232535504295e-32,1280,0,729.472,0.055045270755382424
1240,HNEAP_RS06230,HNEAP_RS06230,1,NC_013422.1,1344050,1344700,-,,thiamine phosphate synthase,0.5315,14,1.3325808702880329e-08,1.0450846686438756e-11,650,3,345.47499999999997,0.05133630708279656
1241,HNEAP_RS06235,HNEAP_RS06235,1,NC_013422.1,1344700,1345716,-,,glucokinase,0.5497,25,0.02407918224499836,5.360641108885455e-05,1016,28,558.4952,0.05309420132344924
1242,HNEAP_RS06240,HNEAP_RS06240,1,NC_013422.1,1345713,1348922,-,,phosphorylase kinase alphabeta,0.5523,50,0.9868002374750316,0.06913233537334175,3209,152,1772.3307,0.05334532907211391
1243,HNEAP_RS06245,HNEAP_RS06245,1,NC_013422.1,1348932,1349885,-,,Hsp33 protein,0.5891,7,0.9989063233855934,0.6823011088202925,953,57,561.4123,0.05689975259167536
1244,HNEAP_RS06250,HNEAP_RS06250,1,NC_013422.1,1349882,1351360,-,,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit B,0.57,33,1.94918050606431e-23,1.6974541989886885e-33,1478,2,842.4599999999999,0.05505492951494645
1245,HNEAP_RS06255,HNEAP_RS06255,1,NC_013422.1,1351357,1352829,-,,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A,0.5757,33,7.977436041712146e-25,2.337467644656409e-35,1472,1,847.4304,0.05560547881009592
1246,HNEAP_RS06260,HNEAP_RS06260,1,NC_013422.1,1352955,1353242,-,,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit C,0.5278,3,8.959313636713799e-06,3.0072525199558775e-07,287,0,151.4786,0.05097893297892762
1247,HNEAP_RS06265,HNEAP_RS06265,1,NC_013422.1,1353847,1354884,+,,rod shape-determining protein,0.5723,19,5.772382101561005e-19,2.4587602880925366e-26,1037,0,593.4751,0.05527708098491905
1248,HNEAP_RS06270,HNEAP_RS06270,1,NC_013422.1,1354900,1355901,+,,rod shape-determining protein MreC,0.524,18,3.140834809705305e-14,7.049960183822169e-19,1001,3,524.524,0.050611900115494636
1249,HNEAP_RS06275,HNEAP_RS06275,1,NC_013422.1,1355891,1356358,+,,rod shape-determining protein MreD,0.515,15,0.021276593385049156,0.0014065837701843565,467,10,240.505,0.049742611754732324
1250,HNEAP_RS06280,HNEAP_RS06280,1,NC_013422.1,1356381,1356755,-,,diacylglycerol kinase,0.528,9,0.2758500223599333,0.054134133384267466,374,12,197.472,0.05099825049805567
1251,HNEAP_RS06285,HNEAP_RS06285,1,NC_013422.1,1356765,1357136,-,,glycine cleavage system protein H,0.5081,5,0.9750805798401293,0.8488432016864726,371,22,188.5051,0.04907615734481455
1252,HNEAP_RS06290,HNEAP_RS06290,1,NC_013422.1,1357377,1358339,-,,sigma-54-dependent Fis family transcriptional regulator,0.5171,20,0.9517688387728086,0.535496449761002,962,48,497.4502,0.049945445705576866
1253,HNEAP_RS06295,HNEAP_RS06295,1,NC_013422.1,1358402,1358641,+,,alkylphosphonate utilization operon protein PhnA,0.4875,9,0.7568347300470377,0.5482998694534157,239,11,116.5125,0.04708645287462526
1254,HNEAP_RS06300,HNEAP_RS06300,1,NC_013422.1,1358670,1359215,-,,peroxiredoxin,0.4762,16,0.9993007839729241,0.9918936453669635,545,37,259.529,0.04599501304389035
1255,HNEAP_RS06305,HNEAP_RS06305,1,NC_013422.1,1359422,1359832,+,,large-conductance mechanosensitive channel protein MscL,0.4915,11,0.00756553561842063,0.000908564802378656,410,7,201.515,0.04747280325718628
1256,HNEAP_RS06310,HNEAP_RS06310,1,NC_013422.1,1359881,1360858,-,,aldo/keto reductase,0.5164,28,0.0011225059991698356,4.207577561375425e-06,977,21,504.52279999999996,0.04987783438862869
1257,HNEAP_RS06315,HNEAP_RS06315,1,NC_013422.1,1361161,1361694,+,,hypothetical protein,0.5281,10,8.802510463892689e-05,7.118943084075387e-07,533,6,281.4773,0.051007909257619694
1258,HNEAP_RS12250,HNEAP_RS12250,1,NC_013422.1,1361810,1364023,-,,GGDEF domain-containing protein,0.5226,40,0.9292044312837886,0.16086296104699432,2213,101,1156.5138,0.05047667748159827
1259,HNEAP_RS06325,HNEAP_RS06325,1,NC_013422.1,1364203,1365474,+,,diguanylate cyclase,0.5102,34,0.003181633622573358,1.003793793581079e-05,1271,32,648.4642,0.049278991295659096
1260,HNEAP_RS06330,HNEAP_RS06330,1,NC_013422.1,1365504,1367051,-,,SulP family inorganic anion transporter,0.522,31,7.629921776176992e-05,8.718086646344068e-09,1547,34,807.534,0.05041872492421413
1261,HNEAP_RS06335,HNEAP_RS06335,1,NC_013422.1,1367148,1367597,-,,MazG nucleotide pyrophosphohydrolase,0.5289,6,0.14679221170587325,0.015832932382905597,449,13,237.4761,0.0510851793341319
1262,HNEAP_RS06340,HNEAP_RS06340,1,NC_013422.1,1367594,1368607,-,,lipoyl synthase,0.5828,15,0.0001243373825860657,2.2794929283251747e-09,1013,19,590.3764,0.05629125073914175
1263,HNEAP_RS06345,HNEAP_RS06345,1,NC_013422.1,1368649,1369284,-,,lipoyl(octanoyl) transferase LipB,0.5204,18,0.00015559944473933783,1.1547663359698702e-06,635,9,330.454,0.05026418477118972
1264,HNEAP_RS06350,HNEAP_RS06350,1,NC_013422.1,1369331,1369669,-,,DUF493 domain-containing protein,0.531,2,0.07805300628104286,0.009004387455971746,338,8,179.478,0.05128801328497644
1265,HNEAP_RS06355,HNEAP_RS06355,1,NC_013422.1,1369669,1370526,-,,class IV aminotransferase,0.5536,24,0.8322391238402287,0.16873371884024893,857,39,474.4352,0.05347089294644624
1266,HNEAP_RS06360,HNEAP_RS06360,1,NC_013422.1,1370526,1371803,-,,serine hydrolase,0.507,39,9.268220420340278e-12,4.0735188340674597e-16,1277,11,647.439,0.04896991098961027
1267,HNEAP_RS06365,HNEAP_RS06365,1,NC_013422.1,1371800,1372654,-,,septal ring lytic transglycosylase RlpA family lipoprotein,0.5614,19,0.5528310322889042,0.03281634348322683,854,34,479.4356,0.054224276192440246
1268,HNEAP_RS06370,HNEAP_RS06370,1,NC_013422.1,1372651,1373796,-,,lytic murein transglycosylase B,0.5489,27,0.9859136868996513,0.49710071250912546,1145,60,628.4905000000001,0.05301693124693705
1269,GFF1270,,7,NC_013422.1,1373793,1374916,-,,rod shape-determining protein RodA,0.5383,18,1.7733574456926496e-20,9.105655582475853e-27,1123,0,604.5109,0.05199310273315031
1270,HNEAP_RS06380,HNEAP_RS06380,1,NC_013422.1,1374991,1376874,-,,penicillin-binding protein 2,0.5409,45,1.223089316199434e-27,6.599130740742083e-38,1883,4,1018.5147000000001,0.05224423048181498
1271,HNEAP_RS06385,HNEAP_RS06385,1,NC_013422.1,1376946,1377476,-,,inorganic diphosphatase,0.548,9,1.0922785951494618e-08,9.300733855934224e-12,530,1,290.44,0.05293000241086081
1272,HNEAP_RS06390,HNEAP_RS06390,1,NC_013422.1,1377654,1378307,+,,adenylate kinase,0.5474,13,9.163757090966485e-11,1.4734469351346998e-14,653,1,357.4522,0.052872049853476655
1273,HNEAP_RS06395,HNEAP_RS06395,1,NC_013422.1,1378325,1380661,+,,LPS-assembly protein LptD,0.5571,58,8.216411943250173e-42,7.701242787561553e-57,2336,0,1301.3856,0.053808949531187145
1274,HNEAP_RS06400,HNEAP_RS06400,1,NC_013422.1,1380777,1382174,+,,SurA domain-containing protein,0.5429,26,1.579867946099362e-23,1.640813598128378e-31,1397,1,758.4313000000001,0.052437405673095495
1275,HNEAP_RS06405,HNEAP_RS06405,1,NC_013422.1,1382186,1383214,+,,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,0.6093,14,8.310862696897389e-19,8.334975601943455e-28,1028,0,626.3603999999999,0.05885082202360855
1276,HNEAP_RS06410,HNEAP_RS06410,1,NC_013422.1,1383214,1384071,+,,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,0.5513,13,0.4053600565972292,0.018869036029889083,857,32,472.46410000000003,0.05324874147647366
1277,HNEAP_RS06415,HNEAP_RS06415,1,NC_013422.1,1384076,1384867,+,,6-phosphogluconolactonase,0.5328,22,0.9743627287428802,0.6219570226747909,791,42,421.44480000000004,0.051461870957128904
1278,HNEAP_RS06420,HNEAP_RS06420,1,NC_013422.1,1384868,1385296,+,,Co2+/Mg2+ efflux protein ApaG,0.5221,10,0.004825644549877644,0.00020223182307561882,428,7,223.4588,0.050428383683778145
1279,HNEAP_RS06425,HNEAP_RS06425,1,NC_013422.1,1385302,1385916,+,,class I SAM-dependent methyltransferase,0.548,13,0.9486664407986636,0.5108257467559809,614,32,336.47200000000004,0.052930002410860814
1280,HNEAP_RS06430,HNEAP_RS06430,1,NC_013422.1,1385937,1386800,+,,symmetrical bis(5'-nucleosyl)-tetraphosphatase,0.5532,14,0.9998301102425068,0.9385940087627438,863,56,477.4116,0.053432257908190145
1281,HNEAP_RS06435,HNEAP_RS06435,1,NC_013422.1,1386769,1387446,-,,glutathione S-transferase,0.5147,12,0.9663529462380395,0.6993761985897611,677,36,348.4519,0.049713635476040255
